"","estimate","se","zval","pval"
"GDP/6",-136.412663374149,65.9218081547174,-2.06931009923136,0.0385169965477075
"GDP/7",-172.637916576684,60.8687990483851,-2.8362300435639,0.0045649552078551
"GDP/8",14.2846069607712,34.1567125058161,0.418207898618431,0.675795121296251
"GDP/9",-59.5746115129946,598.391454794061,-0.0995579248929907,0.920695298872091
"GDP/10",-52.4670336606078,67.1269067306271,-0.781609584233521,0.434444052589579
"GDP/11",-41.7610551454738,919.72199116051,-0.0454061722420919,0.963783561325814
"GDP/12",-231.984357745677,106.736905637819,-2.17342217632625,0.02974855725666
"GDP/13",-151.275641060916,93.2201117831146,-1.62277901374837,0.104636653512177
"GDP/14",-194.75633318312,470.768203953813,-0.413698995699862,0.679094562692698
"GDP/16",110.121274671093,649.078855510062,0.16965777537855,0.865279282930672
"GDP/17",281.792880624843,24.2533089810409,11.6187395643672,3.3098321148363e-31
"GDP/18",-54.6742530847024,136.073917139459,-0.401798186118711,0.687832557186751
"GDP/19",-21.3702025074918,104.416224361555,-0.204663620411084,0.83783494541187
"GDP/20",-469.389293035205,198.214054719718,-2.36809288674781,0.0178800462825817
"training/2",-29.613934011678,541.851943729381,-0.0546531840558796,0.956414767290027
"training/3",-81.0245270605587,53.1653584816108,-1.52400979462189,0.127506264475956
"training/4",-51.8356805957406,77.7422306991614,-0.666763484010753,0.504923220875214
"training/5",-223.085560253302,85.7369409087635,-2.60197713947711,0.00926880304866126
"training/6",-88.1501197350269,69.2334092517905,-1.27323095435672,0.202936099401869
"training/7",-152.362310966567,67.2217498350453,-2.2665627024058,0.0234169527047753
"training/8",-76.3005947864715,110.184341701129,-0.692481287345114,0.488635133365974
"training/9",-96.3854428899474,540.414782540891,-0.178354563945805,0.858444529840899
"training/10",-146.972286534659,90.5269750432436,-1.62351924898023,0.104478451915205
"training/11",410.713999131524,916.561814000168,0.448102891543165,0.654078941314553
"training/12",-351.322913914195,151.0464141996,-2.32592687337773,0.0200224521313654
"training/13",43.5500938896983,216.646312185373,0.201019317847584,0.840683468919393
"training/14",292.210693351618,1115.84339314159,0.261874287330694,0.793418363751128
"training/16",207.538641728173,895.905171209932,0.231652465458916,0.816807954149701
"training/17",39.8842349165328,7.22466887954028,5.52056233739403,3.37916484710255e-08
"training/18",156.941211066254,263.263075823682,0.596138332636377,0.551082818066218
"training/19",217.806570400018,587.699813967418,0.370608540658978,0.710929119869755
"training/20",-350.063600339605,360.650438257543,-0.970645154435172,0.33172501210019
