"","cluster","neighbor","sil_width"
"NL21",22,7,0.459612411109897
"NL22",22,7,0.457040220202562
"NL41",22,7,0.410225320689032
"NL42",22,7,0.403702091657676
"NL13",22,7,0.36958380369486
"NL31",22,24,0.352057588041662
"NL34",22,7,0.322617490842715
"NL33",22,7,0.292910936376887
"NL32",22,24,0.282254931150529
"NL12",22,7,0.273657752724204
"NL23",22,7,0.22814365112351
"PT30",23,5,0.375604922492318
"PT15",23,5,0.357159982898191
"PT18",23,5,0.301765620374541
"PT20",23,5,0.270658618071547
"PT16",23,21,0.155878378651751
"UKI7",24,7,0.3877000992444
"UKJ1",24,1,0.384114175882317
"UKH2",24,7,0.297687529266839
"UKJ2",24,7,0.259913617582008
"UKI6",24,7,0.184344929934575
"UKI4",24,2,0.169529259324434
"UKM5",24,1,0.131929129495912
"UKJ3",24,7,0.0983687559625916
"UKK1",24,7,0.056255689766987
"UKI3",25,2,0
