"K","Average silhouette width"
157,0.148948844192444
158,0.152730311301415
159,0.152350491595166
160,0.152281176253219
161,0.151389440330959
162,0.148897418168313
163,0.149439864254787
164,0.149601329889144
165,0.147884302394278
166,0.149480897242198
167,0.147183618217929
168,0.144010675427301
169,0.141573731432444
170,0.139662139409657
171,0.139881837787572
172,0.137759126732867
173,0.137947951609664
174,0.137114864824455
175,0.138258182020865
176,0.137497411970705
177,0.137152294577108
178,0.137857304602891
179,0.135215508793893
180,0.133773391444876
181,0.134603641334177
182,0.133871166766933
183,0.132746709082039
184,0.132769634679851
185,0.129691905727971
186,0.127368201787618
187,0.125546689796404
188,0.123954257618304
189,0.12276209064845
190,0.12245379689456
191,0.122150569476355
192,0.122017460308401
193,0.120248084197064
194,0.119578163917366
195,0.118200689936915
196,0.115843827497097
197,0.114152335343265
198,0.11322254953008
199,0.10970676381259
200,0.106864027513869
201,0.105741245033013
202,0.106452046934504
203,0.10542835583868
204,0.105232245389984
205,0.105479673479582
206,0.105606106118157
207,0.105389722785199
208,0.104285195159397
209,0.104883797499047
210,0.102099833428841
211,0.102295474247304
212,0.100811639267586
213,0.0978323122123606
214,0.0966222888761502
215,0.0946370487927088
216,0.0950811252763648
217,0.0940315485125486
218,0.0916340519768715
219,0.0902674273362487
220,0.0867257414637308
221,0.0852487355048362
222,0.083660246544189
223,0.0814746567356794
224,0.0793402236027002
225,0.0795997222246612
226,0.078510418311031
227,0.0765914155216854
228,0.0756341903951789
229,0.0754807340933516
230,0.0744593503513635
231,0.0726733916058497
232,0.0745099335998356
233,0.07376462005899
234,0.0720034386731523
235,0.0692358368181507
236,0.0696927438052686
237,0.0660705495800317
238,0.0637159195943001
239,0.0634091796713424
240,0.060970287450687
241,0.0600135091434853
242,0.0562047256605496
243,0.0565995652222983
244,0.0537708348634171
245,0.052056525386677
246,0.0509401259142518
247,0.049825453136202
248,0.048054292453573
249,0.0477918630284068
250,0.0467480440815876
251,0.0455259450280906
252,0.043743666128976
253,0.0414134136162776
254,0.0423443432117478
255,0.0423818740990835
256,0.0401955131949345
257,0.038900724528582
258,0.0363678549375307
259,0.0352773453761972
260,0.0314627373332973
261,0.0274623073212563
262,0.0271759424008126
263,0.0257579854055768
264,0.0260184780275623
265,0.022288050257682
266,0.0200874200540616
267,0.0187842294669491
268,0.018240581426404
269,0.015535249599053
270,0.0137991199135453
271,0.0133643885102271
272,0.0118577337824762
273,0.0103878516566201
274,0.007399357546253
275,0.00270838759473153
