unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,TOTAL,OC2,ED3_4,IMG,2014	15.6 	: 	6.4 u	129.2 	3.8 u	2.3 u	5.3 u	110.5 	: u	29.3 	: c	5.1 u	: u	: u	: c	: c	22.9 	9.8 u	: u	: c	2.9 u	: u	8.0 	40.8 	188.8 	10.7 	75.0 
THS_PER,TOTAL,OC2,ED3_4,NBO,2014	76.1 	26.1 	118.5 	1003.5 	15.3 	24.0 	31.5 	403.7 	9.1 u	631.2 	0.8 u	17.4 	18.7 	2.4 u	23.1 	3.4 	91.1 	252.6 	29.0 	141.8 	21.3 	45.4 	68.1 	134.6 	840.3 	67.2 	168.0 
THS_PER,TOTAL,OC2,ED3_4,NBO_IMG,2014	8.5 u	: 	4.9 u	64.3 	2.9 u	: c	: 	68.9 u	: c	11.3 	: 	4.2 u	: c	: u	: 	: c	9.2 u	9.6 u	: c	: c	1.6 u	: u	: u	21.1 	102.7 	1.5 u	28.1 
THS_PER,TOTAL,OC2,ED3_4,NBO_IMGFOR,2014	: u	: 	: c	: u	: u	: 	: 	: u	: c	: c	: 	: u	: c	: u	: 	: c	: u	5.3 u	: 	: c	: c	: 	: 	: u	38.8 	: c	14.0 
THS_PER,TOTAL,OC2,ED3_4,NBO_IMGMIX,2014	5.7 u	: 	4.2 u	: u	: u	: c	: 	: u	: c	10.4 	: 	: u	: c	: u	: 	: c	6.4 u	: u	: c	: 	1.3 u	: u	: u	16.6 	63.9 	1.1 u	14.2 
THS_PER,TOTAL,OC2,ED3_4,NBO_NAT,2014	67.6 	26.1 	113.7 	939.2 	12.4 	23.8 	31.5 	334.8 	8.2 u	620.0 	0.8 u	13.2 	18.2 	: u	23.1 	3.3 	81.9 	243.0 	27.7 	141.4 	19.7 	44.3 	67.0 	113.6 	737.7 	65.7 	139.8 
THS_PER,TOTAL,OC2,ED3_4,NRP,2014	: c	: c	: c	: 	: c	2.2 u	: 	: u	: 	: 	: 	: 	: c	: u	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,TOTAL,OC2,ED3_4,TOTAL,2014	83.9 	26.7 	120.5 	1068.4 	16.3 	28.4 	36.8 	461.0 	10.4 u	649.2 	0.9 u	18.3 	19.9 	3.6 u	23.8 	3.5 	104.8 	253.8 	34.4 	141.8 	22.6 	46.1 	75.0 	154.4 	931.2 	76.7 	214.8 
THS_PER,TOTAL,OC2,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,TOTAL,OC2,ED5-8,FBO,2014	83.8 	: u	20.2 	448.5 	7.8 	9.0 	183.0 	360.7 	12.6 u	62.6 	8.9 	6.3 	8.7 	54.1 	14.9 	1.8 u	69.9 	10.2 u	65.0 	: c	7.6 u	: u	16.5 	165.5 	943.0 	77.8 	241.3 
THS_PER,TOTAL,OC2,ED5-8,IMG,2014	145.7 	: u	36.1 	596.3 	21.8 	11.8 	228.2 	883.4 	34.7 u	90.4 	10.5 	23.8 	22.3 	62.1 	22.4 	2.1 u	106.6 	61.9 	91.5 	: u	26.8 	4.6 	22.3 	265.3 	1485.5 	104.3 	335.9 
THS_PER,TOTAL,OC2,ED5-8,NBO,2014	713.0 	408.7 	461.5 	3853.1 	73.2 	413.3 	2414.4 	2684.5 	226.2 	1473.4 	46.1 	106.5 	258.1 	30.4 	511.2 	19.4 	360.9 	2298.3 	543.3 	944.5 	139.4 	182.6 	422.6 	809.0 	3960.0 	474.0 	422.0 
THS_PER,TOTAL,OC2,ED5-8,NBO_IMG,2014	61.9 	: u	15.9 	147.7 	14.0 	2.8 u	45.2 	522.7 	22.2 u	27.8 	1.6 	17.5 	13.6 	8.0 	7.5 	: u	36.7 	51.7 	26.5 	: c	19.2 	2.8 u	5.8 	99.8 	542.4 	26.5 	94.6 
THS_PER,TOTAL,OC2,ED5-8,NBO_IMGFOR,2014	18.2 	: c	1.9 u	66.2 	5.5 	1.5 u	6.9 u	180.3 	5.6 u	: c	: c	7.9 	4.7 u	3.9 u	: c	: c	8.6 u	10.8 u	: u	: c	6.2 u	: c	: c	24.2 	257.1 	2.6 u	34.5 
THS_PER,TOTAL,OC2,ED5-8,NBO_IMGMIX,2014	43.6 	: c	14.0 	81.5 	8.5 	1.3 u	38.3 	342.3 	16.5 u	26.8 	1.4 u	9.6 	8.9 	4.1 	6.9 	: u	28.1 	40.8 	23.1 	: c	13.0 	: u	5.6 	75.6 	285.3 	23.9 	60.1 
THS_PER,TOTAL,OC2,ED5-8,NBO_NAT,2014	651.1 	407.6 	445.7 	3705.4 	59.2 	410.5 	2369.2 	2161.8 	204.0 	1445.5 	44.6 	89.0 	244.5 	22.4 	503.7 	19.1 	324.2 	2246.6 	516.8 	942.9 	120.2 	179.8 	416.8 	709.2 	3417.6 	447.4 	327.4 
THS_PER,TOTAL,OC2,ED5-8,NRP,2014	: c	: u	: c	: 	: c	36.9 	: 	106.4 	: 	: 	: 	: u	: u	: u	: 	: 	: 	6.3 u	: u	: c	: 	: 	: c	: c	26.1 	: c	2.0 u
THS_PER,TOTAL,OC2,ED5-8,TOTAL,2014	797.6 	412.6 	482.1 	4301.6 	81.1 	459.1 	2597.4 	3159.3 	238.7 	1536.0 	55.1 	114.9 	268.4 	85.5 	526.1 	21.2 	430.8 	2314.8 	613.1 	946.0 	147.0 	184.3 	439.7 	978.3 	4929.8 	553.4 	665.9 
THS_PER,TOTAL,OC2,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: u	: c	: c	: c
THS_PER,TOTAL,OC2,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: c
THS_PER,TOTAL,OC2,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	11.2 u	: 	: c
THS_PER,TOTAL,OC2,NRP,NBO,2014	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	46.5 	: 	: c
THS_PER,TOTAL,OC2,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: u	: 	: c
THS_PER,TOTAL,OC2,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC2,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: c
THS_PER,TOTAL,OC2,NRP,NBO_NAT,2014	: 	: 	: 	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	40.7 	: 	: 
THS_PER,TOTAL,OC2,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,TOTAL,OC2,NRP,TOTAL,2014	: 	: 	: 	: c	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	55.9 	: 	: c
THS_PER,TOTAL,OC2,NRP,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 
THS_PER,TOTAL,OC2,TOTAL,FBO,2014	93.2 	: u	21.8 	517.5 	8.7 	11.4 	188.6 	408.9 	13.8 u	81.4 	9.0 	7.2 	9.4 	55.6 	15.6 	2.0 u	84.6 	10.4 u	70.3 	: c	9.2 u	: u	24.0 	188.5 	1052.1 	90.1 	295.3 
THS_PER,TOTAL,OC2,TOTAL,IMG,2014	164.5 	: u	42.5 	729.5 	25.6 	14.5 	234.1 	1015.9 	37.0 u	120.5 	10.6 	28.9 	23.6 	64.3 	23.1 	2.4 u	132.2 	71.7 	98.2 	: u	30.0 	6.3 	31.1 	312.1 	1727.5 	118.7 	425.8 
THS_PER,TOTAL,OC2,TOTAL,NBO,2014	797.0 	435.0 	580.1 	4892.7 	88.9 	439.3 	2452.1 	3152.5 	235.3 	2116.5 	47.0 	123.9 	276.9 	33.2 	534.9 	23.5 	457.9 	2550.8 	580.3 	1087.8 	161.4 	228.3 	499.4 	959.7 	5039.9 	552.4 	612.4 
THS_PER,TOTAL,OC2,TOTAL,NBO_IMG,2014	71.2 	: u	20.7 	212.0 	16.9 	3.1 u	45.6 	607.0 	23.1 u	39.1 	1.6 	21.7 	14.2 	8.6 	7.5 	: u	47.6 	61.3 	27.8 	: u	20.8 	3.9 u	7.1 	123.6 	675.5 	28.6 	130.5 
THS_PER,TOTAL,OC2,TOTAL,NBO_IMGFOR,2014	21.1 	: c	2.6 u	95.3 	7.1 	1.5 u	6.9 u	204.1 	5.9 u	: u	: c	8.9 	5.1 u	4.2 	: c	: c	11.8 	16.1 u	: u	: c	6.5 u	: c	: c	29.0 	309.0 	3.0 u	53.1 
THS_PER,TOTAL,OC2,TOTAL,NBO_IMGMIX,2014	50.2 	: c	18.1 	116.7 	9.8 	1.6 u	38.7 	403.0 	17.3 u	37.1 	1.4 u	12.8 	9.1 	4.4 	6.9 	: u	35.8 	45.1 	24.4 	: c	14.3 	3.4 u	6.9 	94.6 	366.4 	25.6 	77.4 
THS_PER,TOTAL,OC2,TOTAL,NBO_NAT,2014	725.8 	434.0 	559.3 	4680.7 	72.0 	436.2 	2406.5 	2545.5 	212.1 	2077.4 	45.4 	102.2 	262.7 	24.6 	527.4 	23.1 	410.3 	2489.6 	552.5 	1085.8 	140.6 	224.3 	492.3 	836.1 	4364.4 	523.8 	482.0 
THS_PER,TOTAL,OC2,TOTAL,NRP,2014	: c	: u	: c	: 	: c	39.3 	: 	140.9 	: 	: 	: 	: u	: u	: u	: 	: 	: 	7.4 u	: u	: c	: 	: 	: c	: c	35.7 	: c	2.0 u
THS_PER,TOTAL,OC2,TOTAL,TOTAL,2014	891.8 	439.4 	602.7 	5410.2 	97.8 	490.0 	2640.7 	3710.0 	249.1 	2197.9 	56.0 	133.1 	288.4 	89.9 	550.5 	25.5 	542.5 	2568.7 	656.5 	1089.3 	170.6 	230.7 	523.9 	1152.2 	6129.2 	644.4 	910.3 
THS_PER,TOTAL,OC2,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: u	: c	1.3 u	: c
THS_PER,TOTAL,OC3,ED0-2,FBO,2014	8.3 u	: 	: c	55.3 	: c	: 	: u	76.8 u	: c	20.0 	: c	: 	: 	: u	: c	: u	: u	: c	: u	: 	: c	: 	: u	: u	44.0 	3.0 u	20.2 
THS_PER,TOTAL,OC3,ED0-2,IMG,2014	14.4 	: 	: c	104.0 	: u	: 	3.7 u	149.9 	: c	22.8 	: c	: 	: 	: u	: c	: u	7.7 u	: c	7.7 	: 	: c	: 	2.0 u	14.5 	79.1 	5.7 	32.3 
THS_PER,TOTAL,OC3,ED0-2,NBO,2014	40.5 	: u	3.5 u	314.3 	: u	6.3 	166.1 	358.2 	: u	242.1 	1.1 u	: c	: 	: u	4.6 u	4.3 	39.0 	: u	100.6 	: u	2.0 u	: u	25.0 	45.6 	358.2 	31.9 	36.1 
THS_PER,TOTAL,OC3,ED0-2,NBO_IMG,2014	6.1 u	: 	: 	: u	: c	: 	: u	73.1 u	: c	: u	: 	: 	: 	: u	: c	: c	: u	: 	: c	: 	: c	: 	: u	7.9 u	35.0 	2.7 u	12.2 
THS_PER,TOTAL,OC3,ED0-2,NBO_IMGFOR,2014	: c	: 	: 	: u	: c	: 	: 	: u	: 	: c	: 	: 	: 	: u	: 	: 	: u	: 	: c	: 	: 	: 	: 	: u	15.9 u	: c	7.2 
THS_PER,TOTAL,OC3,ED0-2,NBO_IMGMIX,2014	5.1 u	: 	: 	: u	: c	: 	: u	: u	: c	: u	: 	: 	: 	: u	: c	: c	: u	: 	: c	: 	: c	: 	: u	: u	19.1 	1.9 u	5.0 u
THS_PER,TOTAL,OC3,ED0-2,NBO_NAT,2014	34.4 	: u	3.5 u	265.6 	: u	6.3 	164.2 	285.1 	: u	239.3 	1.1 u	: c	: 	: u	4.5 u	4.2 	34.4 	: u	99.1 	: u	1.9 u	: u	24.1 	37.7 	323.2 	29.2 	24.0 
THS_PER,TOTAL,OC3,ED0-2,NRP,2014	: 	: 	: 	: 	: c	: c	: 	: u	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: u	: c	: 	: 	: c	: 	: u	: 	: 
THS_PER,TOTAL,OC3,ED0-2,TOTAL,2014	48.8 	: u	4.0 u	369.6 	: u	6.9 	167.9 	456.7 	: u	262.1 	1.3 u	: c	: 	: u	5.2 	4.6 	42.1 	: u	107.9 	: u	2.2 u	: u	26.3 	53.7 	407.6 	35.2 	56.3 
THS_PER,TOTAL,OC3,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: u	: 	: c	: 
THS_PER,TOTAL,OC3,ED3_4,FBO,2014	9.6 u	: c	7.6 	402.7 	: u	4.8 	20.3 	138.5 	11.2 u	77.0 	1.1 u	7.5 	: u	8.7 	5.6 	: u	38.0 	: u	25.7 	: c	5.4 u	: u	5.4 	33.0 	134.8 	11.8 	84.5 
THS_PER,TOTAL,OC3,ED3_4,IMG,2014	30.1 	: u	24.8 	638.9 	9.1 	5.4 	28.8 	495.3 	24.6 u	122.3 	1.4 u	17.0 	6.6 u	14.6 	11.2 	1.3 u	73.8 	34.4 	31.1 	: c	13.8 	6.4 	7.7 	75.9 	262.0 	16.8 	156.7 
THS_PER,TOTAL,OC3,ED3_4,NBO,2014	191.9 	124.5 	490.0 	4715.9 	34.1 	87.4 	438.8 	1841.3 	139.0 	1764.8 	11.9 	40.0 	58.3 	19.7 	362.2 	11.4 	395.2 	914.7 	181.9 	327.4 	63.7 	189.8 	120.5 	338.3 	1321.9 	148.3 	317.2 
THS_PER,TOTAL,OC3,ED3_4,NBO_IMG,2014	20.5 	: c	17.2 	236.2 	7.7 	: c	8.5 	356.8 	13.4 u	45.3 	: c	9.5 	: u	5.9 	5.6 	: u	35.7 	32.0 	: u	: 	8.4 u	4.5 u	2.3 u	42.9 	127.2 	5.0 u	72.3 
THS_PER,TOTAL,OC3,ED3_4,NBO_IMGFOR,2014	10.6 	: c	1.6 u	130.0 	4.1 u	: c	: 	146.5 	: u	: u	: 	: u	: u	2.8 u	: c	: c	13.3 	10.5 u	: u	: 	3.8 u	: u	: 	10.3 u	52.2 	1.1 u	29.3 
THS_PER,TOTAL,OC3,ED3_4,NBO_IMGMIX,2014	9.9 u	: c	15.6 	106.2 	3.5 u	: 	8.5 	210.3 	10.4 u	43.5 	: c	6.4 	: u	3.2 u	5.3 	: u	22.4 	21.5 	: u	: 	4.5 u	3.1 u	2.3 u	32.6 	74.9 	3.9 u	42.9 
THS_PER,TOTAL,OC3,ED3_4,NBO_NAT,2014	171.4 	123.9 	472.8 	4479.7 	26.5 	86.7 	430.2 	1484.5 	125.6 	1719.6 	11.6 	30.5 	54.4 	13.7 	356.5 	10.6 	359.5 	882.7 	176.4 	327.4 	55.4 	185.3 	118.2 	295.4 	1194.8 	143.3 	244.9 
THS_PER,TOTAL,OC3,ED3_4,NRP,2014	: 	: c	1.8 u	: 	: c	6.6 	: 	55.9 u	: c	: 	: 	: c	: c	: u	: c	: 	: 	: u	: c	: u	: 	: 	: c	: 	: u	: c	: c
THS_PER,TOTAL,OC3,ED3_4,TOTAL,2014	201.5 	125.2 	499.3 	5118.6 	35.7 	98.8 	459.1 	2035.7 	150.6 	1841.9 	13.0 	48.4 	61.6 	29.1 	367.9 	11.9 	433.3 	919.4 	208.9 	330.3 	69.2 	191.8 	126.3 	371.7 	1462.0 	160.8 	403.0 
THS_PER,TOTAL,OC3,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 
THS_PER,TOTAL,OC3,ED5-8,FBO,2014	31.7 	: c	5.5 u	254.7 	4.1 u	2.6 u	46.4 	167.7 	6.2 u	64.5 	3.9 	: u	: u	7.4 	3.2 u	: u	35.1 	: c	14.4 	: 	1.3 u	: u	8.0 	55.8 	223.3 	27.0 	82.4 
THS_PER,TOTAL,OC3,ED5-8,IMG,2014	59.6 	: c	11.2 	325.1 	14.2 	6.4 	62.4 	490.8 	11.0 u	82.6 	4.6 	14.6 	5.5 u	8.7 	4.7 u	1.4 u	56.8 	10.0 u	20.3 	: 	6.0 u	2.9 u	10.3 	89.1 	373.6 	35.7 	130.6 
THS_PER,TOTAL,OC3,ED5-8,NBO,2014	300.9 	127.0 	193.5 	2193.8 	36.6 	121.7 	1008.6 	2277.3 	63.1 	768.5 	21.2 	47.4 	64.3 	4.2 	174.7 	5.0 	211.7 	654.5 	86.5 	165.3 	34.5 	123.2 	259.1 	245.6 	1139.1 	190.4 	209.1 
THS_PER,TOTAL,OC3,ED5-8,NBO_IMG,2014	27.9 	: c	5.7 u	70.5 	10.1 	3.8 	16.1 	323.1 	4.9 u	18.1 	0.7 u	10.9 	: u	: u	: u	: u	21.7 	8.8 u	: u	: 	4.7 u	: u	2.3 u	33.3 	150.4 	8.7 	48.2 
THS_PER,TOTAL,OC3,ED5-8,NBO_IMGFOR,2014	9.9 u	: c	1.0 u	: u	4.7 u	: c	3.3 u	141.2 	: c	: u	: c	4.6 u	: u	: u	: c	: u	6.5 u	: u	: c	: 	2.1 u	: c	: 	8.9 u	80.2 	1.2 u	15.9 
THS_PER,TOTAL,OC3,ED5-8,NBO_IMGMIX,2014	17.9 	: 	4.7 u	: u	5.4 	2.0 u	12.8 	181.9 	: u	16.6 	: u	6.3 	: u	: u	: u	: u	15.2 	6.9 u	: u	: 	2.6 u	: u	2.3 u	24.4 	70.1 	7.5 	32.3 
THS_PER,TOTAL,OC3,ED5-8,NBO_NAT,2014	273.0 	126.6 	187.8 	2123.3 	26.5 	117.9 	992.6 	1954.2 	58.2 	750.3 	20.5 	36.5 	60.9 	2.9 u	173.2 	4.4 	189.9 	645.7 	80.6 	165.3 	29.7 	121.2 	256.8 	212.3 	988.7 	181.8 	160.9 
THS_PER,TOTAL,OC3,ED5-8,NRP,2014	: c	: c	: c	: 	: c	7.4 	: 	62.7 u	: 	: 	: 	: c	: 	: u	: 	: 	: 	: c	: c	: c	: 	: 	: c	: 	: u	: 	: c
THS_PER,TOTAL,OC3,ED5-8,TOTAL,2014	333.0 	127.9 	199.4 	2448.5 	40.8 	132.1 	1055.0 	2507.7 	69.3 	833.0 	25.1 	52.2 	66.3 	11.9 	177.9 	5.8 	246.8 	656.0 	102.2 	166.5 	35.7 	124.1 	267.5 	302.9 	1369.3 	217.7 	293.0 
THS_PER,TOTAL,OC3,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: c	: u	: 	: c	: c
THS_PER,TOTAL,OC3,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: c
THS_PER,TOTAL,OC3,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: c
THS_PER,TOTAL,OC3,NRP,NBO,2014	: 	: 	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	58.4 	: 	: c
THS_PER,TOTAL,OC3,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: c
THS_PER,TOTAL,OC3,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: c
THS_PER,TOTAL,OC3,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC3,NRP,NBO_NAT,2014	: 	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	51.8 	: 	: 
THS_PER,TOTAL,OC3,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,TOTAL,OC3,NRP,TOTAL,2014	: 	: 	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	61.8 	: c	: c
THS_PER,TOTAL,OC3,TOTAL,FBO,2014	49.6 	: c	13.5 	712.7 	5.8 	7.4 	68.4 	383.1 	17.7 u	161.6 	5.2 	11.2 	4.7 u	16.9 	9.4 	1.7 u	76.3 	: u	46.2 	: c	6.9 u	2.9 u	14.5 	95.4 	405.1 	42.5 	189.5 
THS_PER,TOTAL,OC3,TOTAL,IMG,2014	104.1 	: u	36.4 	1068.1 	23.8 	11.8 	94.9 	1140.4 	36.3 u	227.7 	6.2 	31.6 	12.0 	24.6 	16.6 	3.2 	138.3 	45.1 	59.1 	: c	20.1 	9.3 	20.0 	179.6 	724.2 	58.9 	322.5 
THS_PER,TOTAL,OC3,TOTAL,NBO,2014	533.2 	252.3 	687.4 	7228.1 	72.4 	215.4 	1613.5 	4481.2 	205.1 	2775.4 	34.1 	88.4 	122.6 	25.1 	541.4 	20.6 	645.8 	1572.4 	369.0 	495.7 	100.2 	314.2 	404.6 	632.2 	2877.6 	370.6 	562.8 
THS_PER,TOTAL,OC3,TOTAL,NBO_IMG,2014	54.4 	: u	22.9 	355.4 	18.1 	4.4 	26.5 	757.4 	18.7 u	66.1 	1.0 u	20.4 	7.3 u	7.7 	7.2 	1.5 u	62.0 	40.8 	12.9 	: 	13.2 	6.4 	5.5 	84.2 	319.1 	16.4 	133.0 
THS_PER,TOTAL,OC3,TOTAL,NBO_IMGFOR,2014	21.5 	: c	2.6 u	185.3 	8.9 	2.4 u	3.3 u	318.0 	4.6 u	3.7 u	: c	7.7 	: u	3.4 u	: u	: u	22.6 	12.3 u	: u	: 	6.0 u	: u	: 	21.4 	152.3 	3.0 u	52.8 
THS_PER,TOTAL,OC3,TOTAL,NBO_IMGMIX,2014	33.0 	: c	20.3 	170.1 	9.1 	2.0 u	23.2 	439.4 	14.0 u	62.5 	0.7 u	12.8 	: u	4.3 	6.6 	: u	39.4 	28.4 	9.7 	: 	7.2 u	4.6 	5.5 	62.8 	166.8 	13.3 	80.2 
THS_PER,TOTAL,OC3,TOTAL,NBO_NAT,2014	478.8 	251.4 	664.5 	6872.7 	54.3 	210.9 	1587.0 	3723.9 	186.4 	2709.2 	33.2 	68.0 	115.3 	17.3 	534.2 	19.1 	583.8 	1531.6 	356.1 	495.7 	87.0 	307.8 	399.1 	548.1 	2558.5 	354.2 	429.8 
THS_PER,TOTAL,OC3,TOTAL,NRP,2014	: c	: u	2.2 u	: 	: u	14.7 	: 	144.4 	: c	: 	: 	: u	: c	: u	: c	: 	: 	: u	: u	: u	: 	: 	: u	: 	18.0 u	: c	1.8 u
THS_PER,TOTAL,OC3,TOTAL,TOTAL,2014	583.2 	254.1 	703.1 	7940.8 	78.4 	237.8 	1681.9 	5008.7 	223.1 	2936.9 	39.3 	101.7 	127.9 	43.0 	551.0 	22.3 	722.1 	1579.4 	419.1 	500.5 	107.1 	317.1 	420.1 	730.9 	3300.6 	414.5 	755.2 
THS_PER,TOTAL,OC3,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: c	: u	: 	1.1 u	: c
THS_PER,TOTAL,OC4,ED0-2,FBO,2014	7.3 u	: 	: 	84.8 	: 	: u	8.0 	: u	: c	19.0 	: c	: c	: 	: u	: c	: u	5.8 u	: 	: u	: 	: c	: 	: c	: u	36.5 	4.8 u	9.4 
THS_PER,TOTAL,OC4,ED0-2,IMG,2014	12.3 	: 	: u	133.2 	: u	: u	8.2 	80.0 u	: c	25.9 	: c	: c	: 	2.7 u	: c	: u	9.5 u	: c	: u	: 	: u	: c	: c	9.2 u	84.7 	6.1 	18.5 
THS_PER,TOTAL,OC4,ED0-2,NBO,2014	49.6 	: u	7.1 	324.3 	2.9 u	15.0 	250.0 	202.1 	: u	349.1 	0.7 u	: u	: u	4.3 	9.9 	5.1 	36.4 	15.5 u	89.8 	7.8 u	1.7 u	2.6 u	13.0 	24.6 	512.9 	27.5 	27.0 
THS_PER,TOTAL,OC4,ED0-2,NBO_IMG,2014	5.0 u	: 	: u	: u	: u	: 	: c	: u	: c	6.8 u	: 	: c	: 	: u	: c	: c	: u	: c	: u	: 	: c	: c	: 	: u	48.2 	1.3 u	9.1 
THS_PER,TOTAL,OC4,ED0-2,NBO_IMGFOR,2014	: u	: 	: c	: u	: c	: 	: 	: u	: 	: 	: 	: c	: 	: u	: 	: 	: u	: 	: 	: 	: c	: c	: 	: u	30.3 	: c	6.3 
THS_PER,TOTAL,OC4,ED0-2,NBO_IMGMIX,2014	: u	: 	: c	: u	: c	: 	: c	: u	: c	6.8 u	: 	: c	: 	: u	: c	: c	: u	: c	: u	: 	: c	: 	: 	: u	18.0 u	: c	2.8 u
THS_PER,TOTAL,OC4,ED0-2,NBO_NAT,2014	44.6 	: u	6.1 u	275.8 	2.5 u	15.0 	249.8 	168.6 	: u	342.2 	0.7 u	: u	: u	3.0 u	9.7 	4.9 	32.7 	15.1 u	89.3 	7.8 u	1.5 u	: u	13.0 	18.8 	464.7 	26.2 	17.9 
THS_PER,TOTAL,OC4,ED0-2,NRP,2014	: c	: 	: 	: 	: 	1.7 u	: 	: u	: 	: 	: 	: 	: 	: u	: c	: 	: 	: 	: u	: c	: 	: 	: 	: 	: u	: 	: c
THS_PER,TOTAL,OC4,ED0-2,TOTAL,2014	57.3 	: u	7.1 	409.1 	2.9 u	17.9 	258.0 	260.1 	4.7 u	368.1 	0.9 u	: u	: u	5.9 	10.0 	5.5 	42.2 	15.5 u	97.4 	8.2 u	2.0 u	2.6 u	13.2 	28.0 	553.3 	32.7 	36.9 
THS_PER,TOTAL,OC4,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
