unit,worktime,isco08,isced11,mgstatus,time\geo	BE 	BG 	CZ 	DE 	EE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	UK 	NO 	CH 
THS_PER,ATYP,OC7,ED5-8,TOTAL,2014	11.3 	: u	2.1 u	104.1 	2.3 u	11.8 	145.7 	55.8 u	: u	6.5 u	0.6 u	: u	6.6 u	: u	5.3 	: c	25.7 	37.1 	: u	9.5 u	2.3 u	3.1 u	3.1 u	: u	127.7 	5.4 	12.8 
THS_PER,ATYP,OC7,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c
THS_PER,ATYP,OC7,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: c
THS_PER,ATYP,OC7,NRP,NBO,2014	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.9 	: 	: 
THS_PER,ATYP,OC7,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC7,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC7,NRP,NBO_NAT,2014	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31.2 	: 	: 
THS_PER,ATYP,OC7,NRP,NRP,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC7,NRP,TOTAL,2014	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.8 	: c	: c
THS_PER,ATYP,OC7,TOTAL,FBO,2014	17.3 	: c	7.8 	544.4 	5.0 u	28.5 	74.9 	: u	20.3 u	139.3 	4.1 	: u	: u	3.5 u	6.5 	: u	39.3 	: u	12.0 	: 	16.1 	: c	3.1 u	14.7 	104.4 	12.0 	73.3 
THS_PER,ATYP,OC7,TOTAL,IMG,2014	29.3 	: u	20.6 	679.5 	13.8 	29.6 	79.5 	92.5 u	29.7 u	149.5 	4.2 	11.7 	7.1 u	5.2 	8.3 	: u	53.5 	21.4 	14.8 	: 	22.1 	5.2 	4.1 	24.9 	152.0 	12.6 	93.0 
THS_PER,ATYP,OC7,TOTAL,NBO,2014	85.6 	119.4 	272.0 	2067.9 	24.9 	77.9 	449.8 	512.1 	134.5 	529.2 	4.3 	29.5 	57.9 	4.2 	269.9 	6.7 	143.8 	1310.0 	151.6 	551.6 	61.7 	178.8 	67.8 	75.3 	821.8 	56.7 	92.0 
THS_PER,ATYP,OC7,TOTAL,NBO_IMG,2014	12.0 	: c	12.8 	135.0 	8.8 	: u	4.5 u	: u	9.4 u	10.2 	: c	9.8 	: u	: u	: u	: c	14.1 	18.6 u	: u	: 	6.0 u	4.7 	: u	10.2 u	47.6 	: c	19.7 
THS_PER,ATYP,OC7,TOTAL,NBO_IMGFOR,2014	: u	: 	: u	101.3 	5.1 u	: u	: c	: u	: u	: c	: 	: u	: u	: u	: u	: 	5.6 u	5.4 u	: c	: 	2.5 u	: 	: c	: u	19.3 	: c	7.7 
THS_PER,ATYP,OC7,TOTAL,NBO_IMGMIX,2014	7.8 u	: c	11.9 	: u	3.7 u	: c	: u	: u	6.9 u	9.8 	: c	7.7 	: u	: u	: u	: c	8.5 u	13.1 u	: u	: 	3.5 u	4.7 	: u	: u	28.3 	: c	12.0 
THS_PER,ATYP,OC7,TOTAL,NBO_NAT,2014	73.6 	119.0 	259.2 	1932.9 	16.1 	76.8 	445.3 	466.1 	125.1 	519.0 	4.2 	19.7 	54.3 	2.5 u	268.1 	6.6 	129.6 	1291.4 	148.9 	551.6 	55.7 	174.1 	66.7 	65.0 	774.3 	56.1 	72.3 
THS_PER,ATYP,OC7,TOTAL,NRP,2014	: 	: c	1.2 u	: 	: 	5.1 	: 	: u	: c	: 	: 	: c	: u	: u	: 	: 	: 	: u	: u	: u	: 	: 	: c	: 	: u	: c	: 
THS_PER,ATYP,OC7,TOTAL,TOTAL,2014	102.9 	120.4 	281.0 	2612.4 	29.9 	112.6 	524.7 	597.9 	156.1 	668.5 	8.4 	31.8 	62.0 	7.9 	276.4 	7.4 	183.1 	1316.3 	164.6 	553.6 	77.8 	179.3 	71.1 	90.1 	929.8 	68.9 	165.8 
THS_PER,ATYP,OC7,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: c
THS_PER,ATYP,OC8,ED0-2,FBO,2014	8.0 u	: 	4.0 u	153.0 	: c	4.8 	29.3 	: u	: u	48.6 	: u	: c	: c	2.2 u	: u	: u	10.9 	: 	8.6 	: 	2.0 u	: c	2.4 u	8.1 u	52.2 	4.9 u	19.9 
THS_PER,ATYP,OC8,ED0-2,IMG,2014	15.2 	: 	9.5 	167.8 	: u	4.8 	34.9 	83.7 u	4.3 u	52.7 	: u	: u	: c	2.6 u	: u	: u	13.4 	: u	10.6 	: 	3.1 u	: c	2.9 u	11.5 u	69.4 	5.5 	20.2 
THS_PER,ATYP,OC8,ED0-2,NBO,2014	50.6 	18.3 	32.8 	166.4 	4.4 u	35.4 	370.3 	220.0 	14.7 u	339.6 	1.4 u	4.6 u	5.5 u	: u	80.3 	6.4 	16.2 	76.3 	124.9 	59.4 	11.6 	12.7 	19.1 	28.3 	231.0 	20.8 	5.9 
THS_PER,ATYP,OC8,ED0-2,NBO_IMG,2014	7.1 u	: 	5.5 u	: u	: u	: 	5.6 u	: u	: u	4.1 u	: 	: u	: c	: u	: c	: c	: u	: u	: u	: 	1.1 u	: 	: c	: u	17.2 u	: c	: c
THS_PER,ATYP,OC8,ED0-2,NBO_IMGFOR,2014	: u	: 	1.1 u	: u	: c	: 	: c	: u	: c	: 	: 	: c	: 	: u	: 	: 	: u	: c	: 	: 	: c	: 	: 	: c	: u	: c	: c
THS_PER,ATYP,OC8,ED0-2,NBO_IMGMIX,2014	: u	: 	4.4 u	: c	: c	: 	4.0 u	: u	: c	4.1 u	: 	: c	: c	: c	: c	: c	: u	: c	: u	: 	: u	: 	: c	: u	12.7 u	: c	: 
THS_PER,ATYP,OC8,ED0-2,NBO_NAT,2014	43.4 	18.3 	27.3 	151.6 	4.0 u	35.4 	364.7 	179.7 	12.3 u	335.5 	1.4 u	4.0 u	5.4 u	: u	80.1 	6.3 	13.7 	74.4 	122.9 	59.4 	10.5 	12.7 	18.6 	24.8 	213.8 	20.2 	5.6 
THS_PER,ATYP,OC8,ED0-2,NRP,2014	: c	: c	: c	: 	: 	2.7 u	: 	: u	: 	: 	: 	: c	: c	: c	: 	: 	: 	: c	: u	: u	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC8,ED0-2,TOTAL,2014	59.0 	18.6 	37.1 	319.4 	4.6 u	42.9 	399.6 	278.2 	16.6 u	388.2 	1.8 	5.1 u	5.7 u	3.0 u	80.9 	6.9 	27.0 	77.0 	135.8 	61.9 	13.6 	12.9 	21.6 	36.4 	285.1 	25.7 	25.8 
THS_PER,ATYP,OC8,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
THS_PER,ATYP,OC8,ED3_4,FBO,2014	7.9 u	: c	11.8 	298.2 	4.4 u	5.0 	34.1 	: u	7.2 u	50.8 	1.2 u	4.3 u	: u	: u	5.3 	: 	21.4 	: u	7.7 	: 	7.6 u	: u	2.1 u	22.4 	109.5 	9.2 	18.9 
THS_PER,ATYP,OC8,ED3_4,IMG,2014	19.0 	: c	33.3 	337.3 	13.3 	6.1 	35.4 	96.9 u	15.8 u	55.3 	1.3 u	14.1 	5.5 u	2.5 u	7.8 	: c	30.5 	19.0 u	7.7 	: 	12.8 	6.0 	3.6 u	30.0 	142.2 	11.0 	27.6 
THS_PER,ATYP,OC8,ED3_4,NBO,2014	87.3 	143.5 	367.8 	1014.0 	24.0 	52.3 	146.6 	430.4 	85.2 	275.7 	2.3 	34.9 	67.3 	2.2 u	272.8 	1.5 u	91.1 	1059.6 	37.0 	461.3 	37.7 	236.2 	76.9 	102.5 	346.1 	40.2 	33.6 
THS_PER,ATYP,OC8,ED3_4,NBO_IMG,2014	11.1 	: c	21.5 	: u	8.8 	: u	: c	53.5 u	8.6 u	4.5 u	: c	9.8 	: u	: u	: u	: c	9.1 u	16.5 u	: 	: 	5.2 u	4.1 u	: u	7.6 u	32.7 	1.7 u	8.7 
THS_PER,ATYP,OC8,ED3_4,NBO_IMGFOR,2014	6.5 u	: 	3.4 u	: u	5.7 	: c	: c	: u	: u	: 	: 	4.0 u	: u	: u	: u	: 	: u	: u	: 	: 	2.3 u	: c	: c	: u	: u	: c	6.2 
THS_PER,ATYP,OC8,ED3_4,NBO_IMGMIX,2014	: u	: c	18.1 	: u	3.1 u	: u	: 	: u	5.5 u	4.5 u	: c	5.9 u	: u	: u	: u	: c	5.5 u	12.6 u	: 	: 	2.9 u	3.5 u	: u	: u	25.6 	1.3 u	: c
THS_PER,ATYP,OC8,ED3_4,NBO_NAT,2014	76.2 	143.3 	346.3 	974.9 	15.2 	51.2 	145.2 	376.9 	76.6 	271.1 	2.2 	25.0 	63.8 	: u	270.3 	1.3 u	81.9 	1043.1 	37.0 	461.3 	32.5 	232.1 	75.5 	94.8 	313.5 	38.5 	24.9 
THS_PER,ATYP,OC8,ED3_4,NRP,2014	: 	: u	: c	: 	: c	3.3 u	: 	: u	: 	: 	: 	: u	: c	: u	: 	: 	: 	: u	: 	: u	: 	: 	: c	: 	: c	: 	: 
THS_PER,ATYP,OC8,ED3_4,TOTAL,2014	95.2 	144.8 	380.5 	1312.2 	28.5 	60.6 	180.6 	520.5 	92.4 	326.5 	3.4 	41.8 	69.6 	4.0 	278.1 	1.5 u	112.5 	1063.9 	44.7 	464.8 	45.3 	238.2 	79.3 	124.8 	456.3 	49.5 	52.5 
THS_PER,ATYP,OC8,ED5-8,FBO,2014	: u	: 	: c	: u	: u	: c	16.0 	: u	: 	5.8 u	: c	: 	: c	: u	: 	: 	6.2 u	: 	: u	: 	: 	: 	: c	: u	35.0 	4.9 u	2.4 u
THS_PER,ATYP,OC8,ED5-8,IMG,2014	: u	: 	: u	: u	3.4 u	: u	18.7 	: u	: 	6.1 u	: c	: u	: u	: u	: 	: 	6.5 u	: c	: u	: 	: c	: 	: c	: u	35.6 	5.1 	2.4 u
THS_PER,ATYP,OC8,ED5-8,NBO,2014	5.6 u	6.9 u	4.3 u	: u	2.9 u	6.1 	100.1 	: u	: u	4.9 u	: u	: u	9.4 	: 	7.1 	: c	5.9 u	45.7 	: c	7.8 u	1.4 u	4.3 u	6.7 	: u	42.5 	5.0 u	5.1 
THS_PER,ATYP,OC8,ED5-8,NBO_IMG,2014	: 	: 	: c	: 	: u	: c	: c	: u	: 	: c	: 	: u	: u	: 	: 	: 	: c	: c	: 	: 	: c	: 	: 	: c	: c	: c	: 
THS_PER,ATYP,OC8,ED5-8,NBO_IMGFOR,2014	: 	: 	: c	: 	: u	: c	: c	: c	: 	: 	: 	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
THS_PER,ATYP,OC8,ED5-8,NBO_IMGMIX,2014	: 	: 	: c	: 	: c	: 	: c	: c	: 	: c	: 	: c	: c	: 	: 	: 	: c	: c	: 	: 	: c	: 	: 	: c	: c	: c	: 
THS_PER,ATYP,OC8,ED5-8,NBO_NAT,2014	5.6 u	6.9 u	3.8 u	: u	: u	5.9 	97.4 	: u	: u	4.6 u	: u	: c	8.3 	: 	7.1 	: c	5.6 u	45.3 	: c	7.8 u	1.3 u	4.3 u	6.7 	: u	41.9 	4.8 u	5.1 
THS_PER,ATYP,OC8,ED5-8,NRP,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC8,ED5-8,TOTAL,2014	9.0 u	6.9 u	4.8 u	64.3 	4.7 u	6.8 	116.1 	61.2 u	: u	10.7 	0.7 u	: u	9.8 	: u	7.1 	: c	12.1 	45.7 	: u	7.8 u	1.4 u	4.3 u	7.1 	11.0 u	78.6 	10.2 	7.5 
THS_PER,ATYP,OC8,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
THS_PER,ATYP,OC8,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: c
THS_PER,ATYP,OC8,NRP,IMG,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: c
THS_PER,ATYP,OC8,NRP,NBO,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.0 	: 	: 
THS_PER,ATYP,OC8,NRP,NBO_IMG,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC8,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC8,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC8,NRP,NBO_NAT,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.9 u	: 	: 
THS_PER,ATYP,OC8,NRP,NRP,2014	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC8,NRP,TOTAL,2014	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.8 	: 	: c
THS_PER,ATYP,OC8,TOTAL,FBO,2014	19.4 	: c	16.4 	490.5 	6.5 	10.3 	79.4 	104.9 	9.2 u	105.2 	1.8 	4.5 u	: u	4.3 	5.9 	: u	38.4 	: u	20.0 	: 	9.6 u	: u	5.0 	36.4 	200.4 	19.0 	41.9 
THS_PER,ATYP,OC8,TOTAL,IMG,2014	37.6 	: c	43.8 	544.3 	17.4 	11.6 	89.1 	204.6 	20.1 u	114.2 	1.9 	15.9 	7.1 u	5.6 	8.5 	: u	50.4 	21.3 	22.1 	: 	16.0 	6.3 	6.9 	48.1 	255.1 	21.6 	50.9 
THS_PER,ATYP,OC8,TOTAL,NBO,2014	143.4 	168.7 	404.8 	1205.4 	31.4 	93.8 	617.0 	693.5 	101.6 	620.1 	4.1 	40.8 	82.2 	3.0 u	360.2 	7.9 	113.2 	1181.7 	162.8 	528.5 	50.7 	253.1 	102.8 	135.8 	638.7 	66.0 	44.6 
THS_PER,ATYP,OC8,TOTAL,NBO_IMG,2014	18.2 	: c	27.4 	53.8 	10.9 	1.3 u	9.7 	99.6 u	11.0 u	8.9 	: c	11.4 	4.7 u	: u	2.7 u	: c	12.0 	18.8 u	: u	: 	6.4 u	4.1 u	: u	11.7 u	54.6 	2.6 u	9.0 
THS_PER,ATYP,OC8,TOTAL,NBO_IMGFOR,2014	10.2 	: 	4.8 u	: u	7.3 	: c	4.5 u	58.1 u	: u	: 	: 	4.8 u	: u	: u	: u	: 	5.7 u	: u	: 	: 	2.5 u	: c	: c	: u	14.3 u	: c	6.5 
THS_PER,ATYP,OC8,TOTAL,NBO_IMGMIX,2014	8.0 u	: c	22.7 	: u	3.6 u	: u	5.1 u	: u	7.1 u	8.9 	: c	6.6 	: u	: u	: u	: c	6.3 u	14.5 u	: u	: 	3.9 u	3.5 u	: u	8.9 u	40.3 	1.9 u	: c
THS_PER,ATYP,OC8,TOTAL,NBO_NAT,2014	125.2 	168.5 	377.4 	1151.6 	20.5 	92.5 	607.3 	593.8 	90.6 	611.2 	4.0 	29.3 	77.5 	: u	357.5 	7.7 	101.2 	1162.8 	160.7 	528.5 	44.3 	249.1 	100.8 	124.0 	584.1 	63.4 	35.6 
THS_PER,ATYP,OC8,TOTAL,NRP,2014	: c	: u	1.4 u	: 	: c	6.2 	: 	61.4 u	: 	: 	: 	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 	: 	: c	: 	: u	: 	: 
THS_PER,ATYP,OC8,TOTAL,TOTAL,2014	163.3 	170.4 	422.6 	1695.9 	38.0 	110.3 	696.4 	859.8 	110.7 	725.4 	6.0 	48.1 	85.0 	7.5 	366.0 	8.4 	151.6 	1186.7 	185.2 	534.5 	60.3 	255.3 	107.9 	172.3 	845.8 	85.4 	86.5 
THS_PER,ATYP,OC8,TOTAL,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 
THS_PER,ATYP,OC9,ED0-2,FBO,2014	18.6 	: 	1.3 u	311.3 	: u	40.5 	152.1 	79.2 u	5.9 u	203.1 	14.1 	: u	: c	4.1 	: u	: u	35.8 	: 	16.0 	: 	5.0 u	: c	4.2 	16.8 	112.6 	5.7 	34.0 
THS_PER,ATYP,OC9,ED0-2,IMG,2014	22.6 	: 	3.1 u	328.5 	: u	41.0 	162.1 	121.2 	7.5 u	206.6 	14.1 	: u	: u	4.6 	3.4 u	: u	40.4 	: u	18.0 	: 	6.5 u	: c	4.8 	20.1 	144.8 	6.8 	36.6 
THS_PER,ATYP,OC9,ED0-2,NBO,2014	32.9 	42.3 	19.8 	292.9 	4.5 u	38.0 	457.5 	253.2 	26.5 u	436.8 	4.2 	5.6 u	5.7 u	: u	60.7 	5.3 	27.9 	136.7 	131.6 	88.8 	9.1 u	12.5 	14.9 	22.0 	387.1 	10.2 	5.7 
THS_PER,ATYP,OC9,ED0-2,NBO_IMG,2014	: u	: 	1.8 u	: u	: u	: u	10.0 	: u	: u	: u	: c	: u	: c	: u	: u	: c	: u	: u	: u	: 	1.6 u	: 	: c	: u	32.2 	1.1 u	2.6 u
THS_PER,ATYP,OC9,ED0-2,NBO_IMGFOR,2014	: u	: 	: c	: u	: u	: c	: c	: u	: c	: c	: 	: c	: 	: u	: c	: 	: u	: c	: c	: 	: c	: 	: 	: u	13.5 u	: c	: c
THS_PER,ATYP,OC9,ED0-2,NBO_IMGMIX,2014	: u	: 	1.3 u	: u	: u	: c	5.8 u	: u	: c	: u	: c	: u	: c	: u	: c	: c	: u	: c	: u	: 	1.3 u	: 	: c	: u	18.7 u	: c	: c
THS_PER,ATYP,OC9,ED0-2,NBO_NAT,2014	28.9 	42.3 	18.1 	275.6 	3.2 u	37.5 	447.5 	211.2 	24.9 u	433.3 	4.2 	4.6 u	5.2 u	: u	59.3 	5.2 	23.3 	135.2 	129.6 	88.8 	7.5 u	12.5 	14.3 	18.6 	354.9 	9.1 	3.1 u
THS_PER,ATYP,OC9,ED0-2,NRP,2014	: 	: c	: 	: 	: 	3.6 	: 	: u	: c	: 	: 	: c	: 	: u	: c	: 	: 	: c	: u	: c	: 	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC9,ED0-2,TOTAL,2014	51.6 	42.7 	21.2 	604.1 	4.9 u	82.3 	609.6 	355.3 	32.7 u	639.9 	18.3 	6.4 	5.8 u	5.7 	63.2 	5.8 	63.7 	137.9 	149.0 	89.5 	14.1 	13.0 	19.1 	38.8 	510.1 	16.2 	39.7 
THS_PER,ATYP,OC9,ED0-2,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 
THS_PER,ATYP,OC9,ED3_4,FBO,2014	13.4 	: c	4.9 u	234.3 	3.4 u	28.6 	123.2 	78.5 u	5.1 u	187.9 	11.6 	4.8 u	: u	: u	: u	: c	29.6 	: c	10.1 	: 	5.1 u	: c	4.5 	8.6 u	169.4 	6.1 	15.8 
THS_PER,ATYP,OC9,ED3_4,IMG,2014	22.0 	: c	11.8 	266.5 	8.4 	29.4 	124.5 	142.0 	6.6 u	191.4 	11.7 	9.6 	4.8 u	: u	2.7 u	: c	33.9 	8.8 u	11.1 	: 	6.9 u	: u	5.4 	12.0 u	216.0 	6.3 	19.6 
THS_PER,ATYP,OC9,ED3_4,NBO,2014	53.0 	63.7 	78.5 	587.3 	15.2 	33.6 	117.8 	582.2 	38.8 	205.6 	3.9 	23.4 	31.4 	: u	85.4 	: u	50.7 	498.8 	27.1 	113.9 	10.3 u	56.3 	47.0 	33.3 	447.6 	8.5 	22.9 
THS_PER,ATYP,OC9,ED3_4,NBO_IMG,2014	8.6 u	: 	6.9 	: u	4.9 u	: c	: u	63.5 u	: c	: u	: c	4.7 u	: u	: u	: c	: 	: u	8.4 u	: u	: 	1.8 u	: u	: u	: u	46.6 	: c	3.8 u
THS_PER,ATYP,OC9,ED3_4,NBO_IMGFOR,2014	: u	: 	1.3 u	: u	2.8 u	: c	: c	: u	: 	: c	: 	: u	: u	: 	: c	: 	: u	: u	: c	: 	: u	: c	: 	: u	25.0 	: 	3.6 u
THS_PER,ATYP,OC9,ED3_4,NBO_IMGMIX,2014	: u	: 	5.6 u	: u	: u	: c	: u	: u	: c	: u	: c	: u	: u	: u	: c	: 	: u	5.2 u	: c	: 	1.3 u	: u	: u	: u	21.6 	: c	: c
THS_PER,ATYP,OC9,ED3_4,NBO_NAT,2014	44.4 	63.7 	71.6 	555.1 	10.3 	32.7 	116.5 	518.7 	37.3 u	202.1 	3.8 	18.7 	28.4 	: u	84.8 	: u	46.3 	490.4 	26.2 	113.9 	8.5 u	54.6 	46.1 	29.9 	401.0 	8.2 	19.1 
THS_PER,ATYP,OC9,ED3_4,NRP,2014	: 	: c	: c	: 	: c	: c	: 	: u	: c	: 	: 	: u	: c	: c	: c	: 	: 	: c	: c	: c	: 	: 	: 	: 	: u	: 	: c
THS_PER,ATYP,OC9,ED3_4,TOTAL,2014	66.4 	64.3 	83.7 	821.6 	18.9 	63.4 	241.1 	700.6 	44.2 	393.5 	15.6 	29.2 	33.2 	2.2 u	87.6 	: u	80.3 	500.4 	37.8 	115.0 	15.4 	56.8 	51.8 	42.2 	621.2 	14.6 	39.7 
THS_PER,ATYP,OC9,ED3_4,UNK,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 
THS_PER,ATYP,OC9,ED5-8,FBO,2014	: u	: c	: c	: u	: u	4.9 	44.1 	: u	: c	41.0 	5.1 	: c	: c	: c	: 	: c	9.6 u	: 	: u	: 	: c	: c	: u	: u	73.9 	5.1 	3.0 u
THS_PER,ATYP,OC9,ED5-8,IMG,2014	: u	: c	: c	50.5 	: u	4.9 	46.2 	: u	: c	41.0 	5.1 	: u	: c	: c	: 	: c	10.5 	: c	: u	: 	: c	: c	: u	: u	80.1 	5.1 	3.0 u
THS_PER,ATYP,OC9,ED5-8,NBO,2014	6.3 u	5.3 u	1.7 u	: u	: u	2.3 u	59.1 	54.2 u	: u	6.6 u	: u	: u	: u	: 	: u	: c	: u	15.4 u	: u	: u	: u	: u	4.9 	: u	96.5 	2.4 u	: c
THS_PER,ATYP,OC9,ED5-8,NBO_IMG,2014	: c	: 	: c	: c	: u	: 	2.0 u	: u	: 	: 	: 	: u	: c	: 	: 	: 	: c	: c	: c	: 	: c	: 	: 	: c	: u	: 	: 
THS_PER,ATYP,OC9,ED5-8,NBO_IMGFOR,2014	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: 	: c	: c	: 	: 	: 	: c	: 	: c	: 	: c	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC9,ED5-8,NBO_IMGMIX,2014	: c	: 	: c	: c	: c	: 	2.0 u	: c	: 	: 	: 	: c	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 	: c	: c	: 	: 
THS_PER,ATYP,OC9,ED5-8,NBO_NAT,2014	5.8 u	5.3 u	1.5 u	: u	: u	2.3 u	57.1 	: u	: u	6.6 u	: u	: u	: u	: 	: u	: c	: u	14.5 u	: u	: u	: u	: u	4.9 	: u	90.2 	2.4 u	: c
THS_PER,ATYP,OC9,ED5-8,NRP,2014	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_PER,ATYP,OC9,ED5-8,TOTAL,2014	10.2 	5.6 u	2.3 u	92.6 	3.0 u	7.5 	103.3 	74.1 u	: u	47.6 	5.6 	4.1 u	: u	: c	: u	: c	14.4 	15.6 u	: u	: u	1.2 u	: u	6.7 	8.6 u	170.3 	7.7 	3.6 u
THS_PER,ATYP,OC9,ED5-8,UNK,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: c	: 
THS_PER,ATYP,OC9,NRP,FBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 
THS_PER,ATYP,OC9,NRP,IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 
THS_PER,ATYP,OC9,NRP,NBO,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	31.0 	: 	: 
THS_PER,ATYP,OC9,NRP,NBO_IMG,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
THS_PER,ATYP,OC9,NRP,NBO_IMGFOR,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
THS_PER,ATYP,OC9,NRP,NBO_IMGMIX,2014	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
