unit,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
MIO_PPCS,B5N,ITC1	: 	89248.79 	90190.88 	92163.35 	92189.87 	88567.99 	96861.94 	95187.12 	90639.71 	86603.44 	84100.00 	80684.79 	: 	: 	: 
MIO_PPCS,B5N,ITC2	: 	2589.07 	2647.23 	2686.75 	2707.34 	2603.92 	2765.05 	2698.35 	2557.74 	2455.20 	2401.70 	2374.16 	: 	: 	: 
MIO_PPCS,B5N,ITC3	: 	31190.00 	31528.05 	32062.44 	32049.15 	31722.42 	34011.14 	33517.35 	31194.77 	29870.53 	28989.81 	28237.87 	: 	: 	: 
MIO_PPCS,B5N,ITC4	: 	232221.15 	235008.10 	238926.58 	237296.11 	227892.63 	244193.87 	236990.46 	223431.89 	213316.39 	205312.08 	197730.89 	: 	: 	: 
MIO_PPCS,B5N,ITF	: 	174615.83 	175945.03 	180842.32 	180452.13 	176792.72 	188830.83 	187089.06 	177213.75 	170747.48 	166223.35 	164583.89 	: 	: 	: 
MIO_PPCS,B5N,ITF1	: 	20738.05 	20885.42 	21513.63 	20960.74 	20513.31 	21927.00 	21284.45 	19881.05 	19016.60 	18158.09 	18241.05 	: 	: 	: 
MIO_PPCS,B5N,ITF2	: 	4328.66 	4378.95 	4531.29 	4533.95 	4467.90 	4831.18 	4786.78 	4514.43 	4242.35 	4173.51 	4061.69 	: 	: 	: 
MIO_PPCS,B5N,ITF3	: 	69748.23 	70161.56 	72394.59 	73425.22 	71891.60 	76651.79 	76187.86 	72424.58 	70106.03 	68186.84 	67876.06 	: 	: 	: 
MIO_PPCS,B5N,ITF4	: 	50823.60 	51175.65 	52078.16 	51262.21 	49573.30 	53167.88 	52851.38 	50022.61 	48251.60 	47206.20 	46503.82 	: 	: 	: 
MIO_PPCS,B5N,ITF5	: 	6919.76 	7043.16 	7282.18 	7325.92 	7287.38 	7863.93 	7879.26 	7481.88 	7192.16 	7054.83 	6887.80 	: 	: 	: 
MIO_PPCS,B5N,ITF6	: 	22057.53 	22300.30 	23042.46 	22944.11 	23059.24 	24389.05 	24099.33 	22889.21 	21938.75 	21443.89 	21013.47 	: 	: 	: 
MIO_PPCS,B5N,ITG	: 	82493.25 	83110.58 	84752.44 	86103.71 	84588.71 	88752.68 	86735.75 	82742.62 	79376.89 	76908.40 	75417.15 	: 	: 	: 
MIO_PPCS,B5N,ITG1	: 	60317.80 	60794.03 	62139.03 	63158.99 	62117.83 	65089.17 	63615.39 	60719.95 	58270.64 	56223.89 	54950.84 	: 	: 	: 
MIO_PPCS,B5N,ITG2	: 	22175.45 	22316.55 	22613.41 	22944.72 	22470.88 	23663.51 	23120.36 	22022.67 	21106.25 	20684.50 	20466.30 	: 	: 	: 
MIO_PPCS,B5N,ITH	: 	245007.36 	247469.65 	252132.68 	250404.14 	242060.56 	258979.16 	253800.54 	237508.83 	226689.52 	219959.81 	214409.92 	: 	: 	: 
MIO_PPCS,B5N,ITH1	: 	12722.41 	12833.80 	12784.65 	12702.54 	12115.02 	12570.11 	12119.56 	11359.12 	10840.05 	10668.34 	10153.91 	: 	: 	: 
MIO_PPCS,B5N,ITH2	: 	11339.75 	11486.72 	11731.70 	11683.35 	11205.10 	11750.37 	11332.17 	10567.74 	10108.96 	9968.18 	9847.11 	: 	: 	: 
MIO_PPCS,B5N,ITH3	: 	98761.39 	99984.46 	102495.84 	101786.04 	97833.17 	104492.53 	101965.73 	95952.81 	92023.61 	88983.30 	86160.74 	: 	: 	: 
MIO_PPCS,B5N,ITH4	: 	24311.22 	24613.81 	25438.20 	25454.17 	24510.81 	26319.89 	26031.59 	24341.80 	23194.05 	22757.92 	22182.35 	: 	: 	: 
MIO_PPCS,B5N,ITH5	: 	97872.59 	98550.87 	99682.29 	98778.04 	96396.47 	103846.27 	102351.49 	95287.37 	90522.86 	87582.07 	86065.82 	: 	: 	: 
MIO_PPCS,B5N,ITI	: 	224639.65 	226830.92 	233746.61 	235046.86 	226854.59 	239447.95 	233942.94 	219526.98 	211524.27 	205979.67 	199118.91 	: 	: 	: 
MIO_PPCS,B5N,ITI1	: 	71058.05 	71546.79 	73084.13 	73296.06 	71581.28 	76067.90 	74450.92 	70199.02 	67345.96 	65947.00 	64185.36 	: 	: 	: 
MIO_PPCS,B5N,ITI2	: 	15513.99 	15708.24 	16282.37 	16174.93 	15541.65 	16651.20 	16226.43 	15294.57 	14783.53 	14319.96 	13714.21 	: 	: 	: 
MIO_PPCS,B5N,ITI3	: 	27607.00 	27844.96 	28436.69 	28616.93 	27460.50 	29254.66 	28376.44 	26838.74 	25610.90 	24743.18 	23960.71 	: 	: 	: 
MIO_PPCS,B5N,ITI4	: 	110460.61 	111730.92 	115943.43 	116958.94 	112271.17 	117474.19 	114889.16 	107194.65 	103783.88 	100969.54 	97258.62 	: 	: 	: 
MIO_PPCS,B5N,ITZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
MIO_PPCS,B5N,ITZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
MIO_PPCS,B5N,LT	: 	33884.69 	32222.77 	30066.58 	28269.74 	26608.34 	31480.14 	30094.92 	29339.80 	26189.50 	24628.77 	: 	: 	: 	: 
MIO_PPCS,B5N,LT0	: 	33884.69 	32222.77 	30066.58 	28269.74 	26608.34 	31480.14 	30094.92 	29339.80 	26189.50 	24628.77 	: 	: 	: 	: 
MIO_PPCS,B5N,LT00	: 	33884.69 	32222.77 	30066.58 	28269.74 	26608.34 	31480.14 	30094.92 	29339.80 	26189.50 	24628.77 	: 	: 	: 	: 
MIO_PPCS,B5N,LV	: 	17308.13 	16008.72 	14846.28 	14720.87 	14956.76 	19620.00 	19764.24 	16420.32 	13916.39 	12115.89 	11205.93 	: 	: 	: 
MIO_PPCS,B5N,LV0	: 	17308.13 	16008.72 	14846.28 	14720.87 	14956.76 	19620.00 	19764.24 	16420.32 	13916.39 	12115.89 	11205.93 	: 	: 	: 
MIO_PPCS,B5N,LV00	: 	17308.13 	16008.72 	14846.28 	14720.87 	14956.76 	19620.00 	19764.24 	16420.32 	13916.39 	12115.89 	11205.93 	: 	: 	: 
MIO_PPCS,B5N,NL	: 	356880.88 	358280.36 	351504.56 	342225.62 	343775.31 	358569.29 	351144.46 	327653.91 	316265.24 	305139.93 	296354.86 	: 	: 	: 
MIO_PPCS,B5N,NL1	: 	31210.05 	31312.21 	31071.66 	30233.50 	30561.14 	32158.31 	30978.12 	29351.43 	28462.23 	27471.49 	26694.36 	: 	: 	: 
MIO_PPCS,B5N,NL11	: 	10298.48 	10335.93 	10278.77 	9912.92 	9930.58 	10387.33 	10146.83 	9660.10 	9231.92 	8915.20 	8664.91 	: 	: 	: 
MIO_PPCS,B5N,NL12	: 	11752.62 	11783.05 	11637.70 	11315.42 	11697.70 	12230.11 	11783.62 	11231.35 	10928.72 	10546.92 	10249.39 	: 	: 	: 
MIO_PPCS,B5N,NL13	: 	9158.95 	9193.23 	9155.18 	9005.16 	8932.86 	9540.87 	9047.67 	8459.98 	8301.59 	8009.37 	7780.05 	: 	: 	: 
MIO_PPCS,B5N,NL2	: 	72416.17 	72620.42 	70807.87 	68756.17 	68908.56 	72117.13 	70679.36 	65754.50 	63548.87 	61294.57 	59525.49 	: 	: 	: 
MIO_PPCS,B5N,NL21	: 	21718.67 	21786.52 	21585.13 	20838.96 	21080.36 	21975.51 	21192.27 	19865.13 	19410.05 	18725.19 	18188.42 	: 	: 	: 
MIO_PPCS,B5N,NL22	: 	42370.03 	42486.15 	40968.17 	39915.32 	39945.87 	42022.26 	41610.01 	38676.24 	37322.01 	35984.61 	34936.21 	: 	: 	: 
MIO_PPCS,B5N,NL23	: 	8327.48 	8347.75 	8254.57 	8001.90 	7882.33 	8119.36 	7877.08 	7213.13 	6816.81 	6584.78 	6400.86 	: 	: 	: 
MIO_PPCS,B5N,NL3	: 	180762.09 	181544.86 	177175.33 	173785.96 	174316.72 	180479.86 	177384.73 	164804.78 	158957.79 	153373.96 	148941.61 	: 	: 	: 
MIO_PPCS,B5N,NL31	: 	30110.39 	30227.74 	29746.03 	29229.67 	28920.09 	30057.02 	29619.93 	27295.93 	26366.09 	25444.17 	24711.31 	: 	: 	: 
MIO_PPCS,B5N,NL32	: 	63650.91 	63892.33 	62295.36 	61087.82 	60937.14 	63664.64 	62399.36 	58139.72 	55720.29 	53765.32 	52220.34 	: 	: 	: 
MIO_PPCS,B5N,NL33	: 	79425.13 	79824.39 	77748.95 	76242.07 	76998.03 	79147.25 	77739.76 	72299.69 	70012.63 	67547.91 	65583.66 	: 	: 	: 
MIO_PPCS,B5N,NL34	: 	7575.65 	7600.40 	7384.99 	7226.40 	7461.46 	7610.96 	7625.68 	7069.44 	6858.78 	6616.55 	6426.30 	: 	: 	: 
MIO_PPCS,B5N,NL4	: 	72492.57 	72802.87 	72449.70 	69449.99 	69988.89 	73813.99 	72102.25 	67743.20 	65296.36 	62999.91 	61193.40 	: 	: 	: 
MIO_PPCS,B5N,NL41	: 	51558.79 	51754.70 	51570.35 	49569.77 	49917.61 	52858.99 	51519.84 	48402.74 	46613.87 	44969.13 	43677.94 	: 	: 	: 
MIO_PPCS,B5N,NL42	: 	20933.78 	21048.17 	20879.35 	19880.22 	20071.28 	20955.00 	20582.41 	19340.46 	18682.49 	18030.79 	17515.46 	: 	: 	: 
MIO_PPCS,B5N,NLZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
MIO_PPCS,B5N,NLZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 
MIO_PPCS,B5N,NO	: 	124968.08 	120565.46 	111357.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO0	: 	124968.08 	120565.63 	111357.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO01	: 	35886.77 	35007.38 	32456.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO02	: 	7601.18 	7296.24 	6805.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO03	: 	20815.79 	20089.34 	18696.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO04	: 	19917.01 	19071.86 	17372.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO05	: 	21087.74 	20327.56 	18737.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO06	: 	9973.80 	9496.43 	8679.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,NO07	: 	9685.79 	9276.81 	8609.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
MIO_PPCS,B5N,PL	: 	446127.99 	439818.89 	405808.42 	380989.23 	351878.50 	341372.03 	328938.07 	286804.47 	267558.51 	258678.98 	243146.37 	: 	: 	: 
MIO_PPCS,B5N,PL1	: 	114140.21 	112265.12 	103105.20 	96285.12 	88671.38 	85886.17 	83028.21 	72417.29 	66660.03 	64233.43 	60730.61 	: 	: 	: 
MIO_PPCS,B5N,PL11	: 	27965.57 	27768.06 	25738.38 	24379.20 	22395.41 	22329.16 	21659.92 	19034.61 	17809.97 	17179.75 	15983.32 	: 	: 	: 
MIO_PPCS,B5N,PL12	: 	86174.65 	84497.48 	77366.82 	71905.93 	66276.37 	63557.01 	61368.28 	53382.68 	48850.06 	47053.68 	44747.71 	: 	: 	: 
MIO_PPCS,B5N,PL2	: 	93308.92 	91858.76 	84118.02 	79266.89 	73518.61 	71097.01 	68823.52 	60214.17 	57578.80 	55428.46 	52367.39 	: 	: 	: 
MIO_PPCS,B5N,PL21	: 	36316.78 	35605.04 	32666.54 	30520.93 	28211.29 	27071.29 	26046.92 	22727.42 	21055.09 	20224.71 	19077.15 	: 	: 	: 
MIO_PPCS,B5N,PL22	: 	56992.13 	56253.71 	51451.48 	48745.96 	45307.32 	44025.72 	42776.60 	37487.16 	36523.71 	35203.74 	33290.24 	: 	: 	: 
MIO_PPCS,B5N,PL3	: 	61789.39 	61213.99 	57067.61 	53382.10 	48925.27 	47677.20 	45877.78 	39968.62 	37432.36 	36514.23 	34253.13 	: 	: 	: 
MIO_PPCS,B5N,PL31	: 	20173.11 	20079.61 	18664.76 	17416.91 	15794.03 	15362.62 	14670.93 	12739.58 	12033.63 	11719.80 	10969.56 	: 	: 	: 
MIO_PPCS,B5N,PL32	: 	18486.63 	18177.65 	16840.10 	15735.18 	14507.93 	14117.94 	13651.18 	11910.24 	11158.32 	10896.70 	10298.58 	: 	: 	: 
MIO_PPCS,B5N,PL33	: 	11784.50 	11891.26 	11159.32 	10509.74 	9678.18 	9565.59 	9199.17 	7979.18 	7373.29 	7203.13 	6801.92 	: 	: 	: 
MIO_PPCS,B5N,PL34	: 	11344.72 	11065.89 	10403.85 	9720.27 	8945.13 	8631.05 	8356.08 	7339.62 	6867.53 	6694.60 	6183.07 	: 	: 	: 
MIO_PPCS,B5N,PL4	: 	71013.37 	70247.23 	65179.34 	61066.31 	56476.22 	55095.20 	53048.99 	46255.84 	42911.91 	41465.66 	38545.87 	: 	: 	: 
MIO_PPCS,B5N,PL41	: 	42293.16 	41737.39 	38590.17 	35709.08 	33101.43 	31999.51 	30835.56 	26768.15 	24871.02 	24025.22 	22206.84 	: 	: 	: 
MIO_PPCS,B5N,PL42	: 	18617.93 	18416.56 	17121.49 	16366.35 	15224.28 	14944.03 	14258.58 	12581.85 	11672.61 	11330.63 	10661.38 	: 	: 	: 
MIO_PPCS,B5N,PL43	: 	10102.28 	10093.27 	9467.69 	8991.30 	8150.11 	8151.66 	7954.42 	6905.84 	6368.28 	6109.81 	5677.65 	: 	: 	: 
MIO_PPCS,B5N,PL5	: 	45006.65 	44167.25 	40416.07 	38171.99 	35313.68 	34175.45 	32952.07 	28653.17 	26672.87 	25821.02 	24391.16 	: 	: 	: 
MIO_PPCS,B5N,PL51	: 	35234.95 	34243.72 	31213.19 	29428.51 	27186.62 	26224.25 	25260.29 	21997.90 	20520.47 	19865.80 	18883.65 	: 	: 	: 
MIO_PPCS,B5N,PL52	: 	9771.69 	9923.53 	9203.29 	8743.47 	8127.06 	7951.20 	7691.78 	6655.69 	6152.40 	5955.22 	5507.09 	: 	: 	: 
MIO_PPCS,B5N,PL6	: 	60869.88 	60065.69 	55921.76 	52816.83 	48973.34 	47441.41 	45207.50 	39294.96 	36302.54 	35215.76 	32857.38 	: 	: 	: 
MIO_PPCS,B5N,PL61	: 	20782.43 	20584.17 	19261.52 	18398.26 	16972.47 	16907.59 	16215.96 	14168.23 	13170.77 	12846.69 	11944.12 	: 	: 	: 
MIO_PPCS,B5N,PL62	: 	13870.39 	13686.28 	12769.32 	11862.83 	10823.23 	10440.98 	9905.38 	8754.71 	8046.95 	7786.26 	7219.35 	: 	: 	: 
MIO_PPCS,B5N,PL63	: 	26217.05 	25795.24 	23890.93 	22555.33 	21177.64 	20092.43 	19086.16 	16372.01 	15085.23 	14583.23 	13693.91 	: 	: 	: 
MIO_PPCS,B5N,PT	: 	132218.07 	128962.00 	131222.02 	133325.87 	128384.57 	132506.07 	131086.64 	126361.91 	122417.36 	113582.16 	110843.84 	: 	: 	: 
MIO_PPCS,B5N,PT1	: 	125986.58 	122845.87 	124987.95 	126980.08 	122091.23 	126089.86 	124924.88 	120263.22 	116550.82 	108099.14 	105612.10 	: 	: 	: 
MIO_PPCS,B5N,PT11	: 	38329.79 	37154.74 	37665.73 	38273.16 	36993.37 	38172.97 	37797.53 	36178.28 	34935.83 	32689.02 	31810.84 	: 	: 	: 
MIO_PPCS,B5N,PT15	: 	5773.76 	5684.26 	5695.68 	5849.79 	5905.26 	6098.37 	6071.09 	5823.59 	5551.46 	5080.26 	4961.99 	: 	: 	: 
MIO_PPCS,B5N,PT16	: 	25199.04 	24577.49 	24861.13 	25353.07 	24623.61 	25269.50 	25109.13 	24497.01 	23868.80 	22239.78 	21653.45 	: 	: 	: 
MIO_PPCS,B5N,PT17	: 	48382.32 	47255.96 	48401.51 	48990.00 	46141.15 	47954.66 	47402.52 	45384.22 	44051.31 	40315.06 	39651.94 	: 	: 	: 
MIO_PPCS,B5N,PT18	: 	8301.67 	8173.43 	8363.90 	8514.06 	8427.85 	8594.37 	8544.61 	8380.13 	8143.41 	7775.03 	7533.87 	: 	: 	: 
MIO_PPCS,B5N,PT2	: 	3119.71 	3038.73 	3085.82 	3118.95 	3039.06 	3093.33 	2989.89 	2953.73 	2788.78 	2569.83 	2444.38 	: 	: 	: 
MIO_PPCS,B5N,PT20	: 	3119.71 	3038.73 	3085.82 	3118.95 	3039.06 	3093.33 	2989.89 	2953.73 	2788.78 	2569.83 	2444.38 	: 	: 	: 
MIO_PPCS,B5N,PT3	: 	3017.79 	2977.66 	3009.81 	3071.90 	3098.79 	3267.87 	3107.58 	3062.42 	2978.07 	2791.47 	2638.31 	: 	: 	: 
MIO_PPCS,B5N,PT30	: 	3017.79 	2977.66 	3009.81 	3071.90 	3098.79 	3267.87 	3107.58 	3062.42 	2978.07 	2791.47 	2638.31 	: 	: 	: 
MIO_PPCS,B5N,PTZ	: 	93.98 	99.74 	138.44 	154.96 	155.49 	55.00 	64.29 	82.54 	99.70 	121.72 	149.05 	: 	: 	: 
MIO_PPCS,B5N,PTZZ	: 	93.98 	99.74 	138.44 	154.96 	155.49 	55.00 	64.29 	82.54 	99.70 	121.72 	149.05 	: 	: 	: 
MIO_PPCS,B5N,RO	: 	178025.63 	127426.15 	124406.80 	119887.99 	112138.11 	125935.01 	110895.20 	94026.47 	83343.67 	78247.58 	63898.28 	: 	: 	: 
MIO_PPCS,B5N,RO1	: 	41596.41 	29026.37 	27857.65 	26931.41 	25121.00 	27969.29 	26131.59 	21972.63 	19674.06 	18904.98 	15670.23 	: 	: 	: 
MIO_PPCS,B5N,RO11	: 	21172.46 	14585.89 	13958.21 	13445.31 	12624.39 	14046.02 	13288.79 	11229.95 	10160.26 	9657.81 	7865.83 	: 	: 	: 
MIO_PPCS,B5N,RO12	: 	20423.95 	14440.48 	13899.44 	13486.10 	12496.61 	13923.27 	12842.79 	10742.68 	9513.80 	9247.17 	7804.40 	: 	: 	: 
MIO_PPCS,B5N,RO2	: 	41002.15 	26356.35 	26294.15 	25590.07 	24183.34 	27003.59 	24295.10 	21550.58 	19325.12 	19058.58 	15182.89 	: 	: 	: 
MIO_PPCS,B5N,RO21	: 	20944.52 	12899.54 	12668.54 	12507.01 	11965.51 	13307.70 	12143.51 	10690.89 	9629.78 	9281.94 	7648.00 	: 	: 	: 
MIO_PPCS,B5N,RO22	: 	20057.63 	13456.81 	13625.61 	13083.06 	12217.83 	13695.89 	12151.59 	10859.69 	9695.34 	9776.64 	7534.89 	: 	: 	: 
MIO_PPCS,B5N,RO3	: 	62416.70 	48606.03 	47883.57 	45847.27 	42761.54 	48358.47 	39781.44 	32683.99 	28548.49 	24421.90 	20198.60 	: 	: 	: 
MIO_PPCS,B5N,RO31	: 	22321.47 	14843.39 	14327.15 	13676.32 	13149.75 	14252.41 	12821.32 	11193.36 	10266.96 	10012.12 	7996.08 	: 	: 	: 
MIO_PPCS,B5N,RO32	: 	40095.23 	33762.65 	33556.42 	32170.94 	29611.80 	34106.06 	26960.12 	21490.63 	18281.53 	14409.78 	12202.52 	: 	: 	: 
MIO_PPCS,B5N,RO4	: 	33010.37 	23437.40 	22371.43 	21519.24 	20072.22 	22603.66 	20687.07 	17819.27 	15796.00 	15862.12 	12846.57 	: 	: 	: 
MIO_PPCS,B5N,RO41	: 	14483.94 	9645.39 	9549.23 	9241.66 	9001.18 	10054.28 	9118.52 	7870.71 	7032.08 	7138.96 	5866.99 	: 	: 	: 
MIO_PPCS,B5N,RO42	: 	18526.43 	13792.01 	12822.20 	12277.57 	11071.04 	12549.38 	11568.54 	9948.55 	8763.93 	8723.16 	6979.58 	: 	: 	: 
MIO_PPCS,B5N,SE	: 	189274.87 	192258.25 	179674.20 	169364.61 	162283.30 	172317.86 	165089.97 	148317.76 	137544.96 	131199.25 	124694.49 	: 	: 	: 
MIO_PPCS,B5N,SE1	: 	82547.72 	83531.95 	77635.34 	73197.38 	69514.50 	73218.01 	69730.66 	62598.24 	57979.88 	55193.70 	52624.67 	: 	: 	: 
MIO_PPCS,B5N,SE11	: 	53406.52 	53869.02 	49871.19 	47095.14 	44266.07 	46403.99 	43985.31 	39478.33 	36113.95 	34282.58 	32800.44 	: 	: 	: 
MIO_PPCS,B5N,SE12	: 	29141.21 	29662.94 	27764.15 	26102.24 	25248.44 	26814.02 	25745.34 	23119.91 	21865.93 	20911.12 	19824.23 	: 	: 	: 
MIO_PPCS,B5N,SE2	: 	77352.68 	78747.86 	73914.06 	69591.88 	66906.25 	71468.62 	68696.26 	61754.25 	57010.18 	54416.38 	51622.77 	: 	: 	: 
MIO_PPCS,B5N,SE21	: 	14466.07 	14813.35 	13982.33 	13205.44 	12745.53 	13816.12 	13380.67 	12050.50 	11245.10 	10728.91 	10189.77 	: 	: 	: 
MIO_PPCS,B5N,SE22	: 	25550.53 	25946.46 	24461.05 	23114.09 	22138.85 	23339.44 	22509.30 	20177.20 	18545.49 	17697.69 	16807.80 	: 	: 	: 
MIO_PPCS,B5N,SE23	: 	37336.08 	37988.04 	35470.67 	33272.35 	32021.87 	34313.06 	32806.29 	29526.55 	27219.59 	25989.78 	24625.20 	: 	: 	: 
MIO_PPCS,B5N,SE3	: 	29374.47 	29978.44 	28124.80 	26575.35 	25862.55 	27631.23 	26663.05 	23965.27 	22554.91 	21589.18 	20447.04 	: 	: 	: 
MIO_PPCS,B5N,SE31	: 	13880.99 	14208.89 	13399.97 	12690.82 	12331.07 	13217.00 	12773.03 	11506.13 	10864.41 	10401.91 	9880.66 	: 	: 	: 
MIO_PPCS,B5N,SE32	: 	6314.27 	6458.26 	6061.92 	5760.85 	5676.36 	6057.02 	5888.00 	5298.48 	5018.89 	4800.98 	4544.50 	: 	: 	: 
MIO_PPCS,B5N,SE33	: 	9179.21 	9311.29 	8662.91 	8123.68 	7855.11 	8357.21 	8002.02 	7160.66 	6671.61 	6386.28 	6021.88 	: 	: 	: 
MIO_PPCS,B5N,SI	: 	26549.69 	27157.06 	27347.63 	27062.81 	26564.26 	28767.07 	27589.77 	25770.36 	24368.25 	23207.45 	21847.05 	: 	: 	: 
MIO_PPCS,B5N,SI0	: 	26549.69 	27157.06 	27347.63 	27062.81 	26564.26 	28767.07 	27589.77 	25770.36 	24368.25 	23207.45 	21847.05 	: 	: 	: 
MIO_PPCS,B5N,SI01	: 	: 	13446.61 	13297.06 	13131.93 	12903.87 	13968.21 	13746.60 	12788.47 	11891.61 	11288.43 	10608.48 	: 	: 	: 
MIO_PPCS,B5N,SI02	: 	: 	13761.14 	13929.19 	13813.91 	13584.64 	14745.60 	13896.27 	12999.94 	12497.68 	11951.48 	11234.61 	: 	: 	: 
MIO_PPCS,B5N,SI03	: 	13376.26 	13595.81 	13548.72 	13372.30 	13112.04 	14172.52 	13879.89 	12930.35 	12026.32 	11319.87 	10645.36 	: 	: 	: 
MIO_PPCS,B5N,SI04	: 	13173.43 	13561.25 	13798.91 	13690.51 	13452.22 	14594.55 	13709.88 	12840.00 	12341.93 	11887.58 	11201.69 	: 	: 	: 
MIO_PPCS,B5N,SK	: 	66057.19 	62777.05 	60709.23 	59619.90 	55460.35 	57528.96 	53137.97 	46672.71 	42606.64 	37722.39 	36387.13 	: 	: 	: 
MIO_PPCS,B5N,SK0	: 	66057.19 	62777.05 	60709.23 	59619.90 	55460.35 	57528.96 	53137.97 	46672.71 	42606.64 	37722.39 	36387.13 	: 	: 	: 
MIO_PPCS,B5N,SK01	: 	13703.07 	13124.05 	12423.28 	12146.44 	11859.72 	11720.41 	10884.08 	9606.77 	9037.84 	7499.45 	7141.28 	: 	: 	: 
MIO_PPCS,B5N,SK02	: 	21672.77 	20803.53 	20588.70 	20355.18 	18614.50 	19831.74 	18101.50 	15918.17 	14254.74 	12858.88 	12293.91 	: 	: 	: 
MIO_PPCS,B5N,SK03	: 	15431.13 	14367.50 	13967.01 	13608.07 	12664.14 	13075.34 	12349.73 	10456.28 	9579.72 	8391.74 	8263.62 	: 	: 	: 
MIO_PPCS,B5N,SK04	: 	15250.22 	14481.98 	13730.24 	13510.22 	12321.99 	12901.48 	11802.67 	10691.49 	9734.34 	8972.32 	8688.32 	: 	: 	: 
MIO_PPCS,B5N,UK	: 	1201274.55 	1210604.75 	1197250.48 	1211895.31 	1225878.08 	1294848.42 	1328590.30 	1294717.67 	1246849.06 	1204673.91 	1142221.67 	: 	: 	: 
MIO_PPCS,B5N,UKC	: 	38390.72 	38843.29 	38276.42 	39403.38 	39852.04 	41672.19 	43075.91 	43145.37 	41735.06 	40967.94 	38222.32 	: 	: 	: 
MIO_PPCS,B5N,UKC1	: 	17177.45 	17104.23 	16835.89 	17356.29 	17530.94 	18441.19 	19066.49 	19125.27 	18621.36 	18170.83 	16845.67 	: 	: 	: 
MIO_PPCS,B5N,UKC2	: 	21213.27 	21739.06 	21440.53 	22047.10 	22321.10 	23230.99 	24009.43 	24020.10 	23113.70 	22797.10 	21376.65 	: 	: 	: 
MIO_PPCS,B5N,UKD	: 	110002.35 	112921.36 	111919.49 	114752.96 	116369.93 	122879.05 	127532.57 	125865.32 	123143.74 	119731.36 	112806.04 	: 	: 	: 
MIO_PPCS,B5N,UKD1	: 	8350.30 	8303.17 	8316.02 	8626.39 	8671.04 	8985.86 	9390.60 	9229.63 	9104.11 	8788.46 	8144.46 	: 	: 	: 
MIO_PPCS,B5N,UKD3	: 	40638.79 	42444.60 	42019.33 	42652.20 	43224.23 	45842.07 	47585.70 	47043.76 	45667.33 	44507.78 	42126.42 	: 	: 	: 
MIO_PPCS,B5N,UKD4	: 	21576.04 	22535.99 	22161.91 	22854.95 	23091.07 	24553.14 	25532.16 	24924.59 	24437.36 	23813.17 	22532.73 	: 	: 	: 
MIO_PPCS,B5N,UKD6	: 	17193.87 	17521.03 	17454.01 	18031.38 	18505.89 	19736.36 	20363.27 	20423.16 	19963.17 	19065.86 	17760.95 	: 	: 	: 
MIO_PPCS,B5N,UKD7	: 	22243.35 	22116.57 	21968.22 	22588.04 	22877.69 	23761.62 	24660.84 	24244.17 	23971.77 	23556.08 	22241.48 	: 	: 	: 
MIO_PPCS,B5N,UKE	: 	83797.18 	84143.52 	83373.41 	84823.27 	86677.66 	92258.99 	95354.49 	94504.92 	91765.31 	89573.13 	84627.60 	: 	: 	: 
MIO_PPCS,B5N,UKE1	: 	14082.50 	13987.92 	13968.40 	14056.18 	14353.39 	15461.73 	16011.29 	15860.53 	15383.90 	15087.66 	14245.69 	: 	: 	: 
MIO_PPCS,B5N,UKE2	: 	15141.34 	15416.77 	15320.16 	15656.28 	16079.10 	16668.78 	17042.68 	17031.58 	16128.65 	15366.91 	14547.40 	: 	: 	: 
MIO_PPCS,B5N,UKE3	: 	19763.42 	19814.61 	19557.53 	19938.51 	20338.28 	21521.10 	22271.60 	22243.60 	21962.30 	21552.99 	20320.72 	: 	: 	: 
MIO_PPCS,B5N,UKE4	: 	34809.92 	34924.22 	34527.32 	35172.30 	35906.89 	38607.38 	40028.92 	39369.20 	38290.46 	37565.56 	35513.79 	: 	: 	: 
