unit,na_item,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
EUR_HAB,B6N,PT17	: 	13000.00 	12900.00 	13500.00 	14100.00 	13500.00 	13700.00 	13200.00 	12600.00 	12300.00 	11700.00 	11200.00 	10900.00 	10200.00 	9900.00 
EUR_HAB,B6N,PT18	: 	9600.00 	9700.00 	10000.00 	10400.00 	10400.00 	10200.00 	9900.00 	9600.00 	9200.00 	9000.00 	8500.00 	8400.00 	7800.00 	7600.00 
EUR_HAB,B6N,PT2	: 	10300.00 	10300.00 	10900.00 	11300.00 	11200.00 	11200.00 	10600.00 	10300.00 	9700.00 	9100.00 	8600.00 	8500.00 	8100.00 	7500.00 
EUR_HAB,B6N,PT20	: 	10300.00 	10300.00 	10900.00 	11300.00 	11200.00 	11200.00 	10600.00 	10300.00 	9700.00 	9100.00 	8600.00 	8500.00 	8100.00 	7500.00 
EUR_HAB,B6N,PT3	: 	10100.00 	10300.00 	10500.00 	10800.00 	10900.00 	11400.00 	10600.00 	10600.00 	10200.00 	10100.00 	9500.00 	9200.00 	8400.00 	8000.00 
EUR_HAB,B6N,PT30	: 	10100.00 	10300.00 	10500.00 	10800.00 	10900.00 	11400.00 	10600.00 	10600.00 	10200.00 	10100.00 	9500.00 	9200.00 	8400.00 	8000.00 
EUR_HAB,B6N,RO	: 	4700.00 	3300.00 	3400.00 	3400.00 	3400.00 	3700.00 	3200.00 	2400.00 	2100.00 	1600.00 	1200.00 	1400.00 	1300.00 	1200.00 
EUR_HAB,B6N,RO1	: 	4500.00 	3100.00 	3200.00 	3300.00 	3300.00 	3500.00 	3200.00 	2400.00 	2100.00 	1600.00 	1300.00 	1500.00 	1300.00 	1200.00 
EUR_HAB,B6N,RO11	: 	4400.00 	3000.00 	3200.00 	3200.00 	3200.00 	3400.00 	3200.00 	2400.00 	2000.00 	1500.00 	1200.00 	1400.00 	1300.00 	1200.00 
EUR_HAB,B6N,RO12	: 	4600.00 	3200.00 	3300.00 	3400.00 	3400.00 	3600.00 	3300.00 	2400.00 	2100.00 	1600.00 	1300.00 	1500.00 	1300.00 	1200.00 
EUR_HAB,B6N,RO2	: 	4000.00 	2600.00 	2600.00 	2600.00 	2600.00 	2800.00 	2500.00 	1900.00 	1700.00 	1300.00 	1000.00 	1200.00 	1200.00 	1000.00 
EUR_HAB,B6N,RO21	: 	3700.00 	2300.00 	2300.00 	2300.00 	2300.00 	2500.00 	2200.00 	1700.00 	1500.00 	1100.00 	900.00 	1100.00 	1100.00 	900.00 
EUR_HAB,B6N,RO22	: 	4300.00 	2900.00 	3000.00 	2900.00 	2900.00 	3200.00 	2800.00 	2200.00 	1900.00 	1500.00 	1100.00 	1300.00 	1300.00 	1100.00 
EUR_HAB,B6N,RO3	: 	5700.00 	4200.00 	4600.00 	4600.00 	4600.00 	5200.00 	4200.00 	3000.00 	2600.00 	1800.00 	1400.00 	1700.00 	1400.00 	1200.00 
EUR_HAB,B6N,RO31	: 	4000.00 	2700.00 	2800.00 	2800.00 	2800.00 	3000.00 	2600.00 	2000.00 	1800.00 	1400.00 	1100.00 	1200.00 	1200.00 	1000.00 
EUR_HAB,B6N,RO32	: 	7900.00 	6300.00 	7200.00 	7300.00 	7300.00 	8400.00 	6600.00 	4600.00 	3800.00 	2400.00 	2000.00 	2300.00 	1700.00 	1600.00 
EUR_HAB,B6N,RO4	: 	4700.00 	3300.00 	3300.00 	3300.00 	3200.00 	3500.00 	3200.00 	2400.00 	2100.00 	1600.00 	1300.00 	1400.00 	1400.00 	1300.00 
EUR_HAB,B6N,RO41	: 	4000.00 	2700.00 	2800.00 	2800.00 	2800.00 	3000.00 	2600.00 	2000.00 	1700.00 	1400.00 	1100.00 	1200.00 	1300.00 	1100.00 
EUR_HAB,B6N,RO42	: 	5400.00 	3900.00 	4000.00 	4000.00 	3800.00 	4200.00 	3800.00 	2900.00 	2400.00 	1900.00 	1500.00 	1700.00 	1600.00 	1400.00 
EUR_HAB,B6N,SE	: 	22200.00 	21700.00 	20100.00 	18200.00 	16000.00 	16900.00 	16800.00 	15800.00 	15000.00 	14800.00 	14600.00 	14200.00 	13500.00 	13600.00 
EUR_HAB,B6N,SE1	: 	23900.00 	23400.00 	21700.00 	19600.00 	17200.00 	18100.00 	17900.00 	16800.00 	16000.00 	15800.00 	15600.00 	15400.00 	14800.00 	14800.00 
EUR_HAB,B6N,SE11	: 	26000.00 	25500.00 	23600.00 	21400.00 	18600.00 	19700.00 	19200.00 	18100.00 	17100.00 	16800.00 	16800.00 	16900.00 	16300.00 	16300.00 
EUR_HAB,B6N,SE12	: 	21100.00 	20700.00 	19200.00 	17300.00 	15300.00 	16100.00 	16200.00 	15200.00 	14600.00 	14500.00 	14100.00 	13700.00 	12900.00 	13100.00 
EUR_HAB,B6N,SE2	: 	21400.00 	20800.00 	19400.00 	17500.00 	15400.00 	16300.00 	16300.00 	15400.00 	14600.00 	14400.00 	14100.00 	13700.00 	12900.00 	13100.00 
EUR_HAB,B6N,SE21	: 	20800.00 	20200.00 	18900.00 	17100.00 	15000.00 	15900.00 	16000.00 	15100.00 	14300.00 	14100.00 	13800.00 	13200.00 	12400.00 	12500.00 
EUR_HAB,B6N,SE22	: 	21000.00 	20400.00 	19000.00 	17300.00 	15200.00 	16000.00 	16100.00 	15200.00 	14500.00 	14400.00 	14100.00 	13700.00 	13000.00 	13100.00 
EUR_HAB,B6N,SE23	: 	22000.00 	21400.00 	19900.00 	17900.00 	15800.00 	16700.00 	16600.00 	15600.00 	14800.00 	14600.00 	14400.00 	13900.00 	13100.00 	13300.00 
EUR_HAB,B6N,SE3	: 	20400.00 	19800.00 	18600.00 	16800.00 	14900.00 	15600.00 	15800.00 	14700.00 	14100.00 	14000.00 	13600.00 	13100.00 	12300.00 	12500.00 
EUR_HAB,B6N,SE31	: 	20200.00 	19600.00 	18400.00 	16600.00 	14700.00 	15400.00 	15500.00 	14600.00 	14100.00 	13900.00 	13500.00 	13000.00 	12200.00 	12500.00 
EUR_HAB,B6N,SE32	: 	20400.00 	19900.00 	18600.00 	16800.00 	15000.00 	15800.00 	16200.00 	15000.00 	14400.00 	14200.00 	13800.00 	13300.00 	12500.00 	12600.00 
EUR_HAB,B6N,SE33	: 	20800.00 	20100.00 	18800.00 	17000.00 	15000.00 	15700.00 	15900.00 	14700.00 	14000.00 	13900.00 	13400.00 	13000.00 	12300.00 	12500.00 
EUR_HAB,B6N,SI	: 	10000.00 	10200.00 	10500.00 	10300.00 	10300.00 	10400.00 	9600.00 	8800.00 	8400.00 	7900.00 	7500.00 	7400.00 	6900.00 	6600.00 
EUR_HAB,B6N,SI0	: 	10000.00 	10200.00 	10500.00 	10300.00 	10300.00 	10400.00 	9600.00 	8800.00 	8400.00 	7900.00 	7500.00 	7400.00 	6900.00 	6600.00 
EUR_HAB,B6N,SI01	: 	: 	9700.00 	10000.00 	9800.00 	9700.00 	9800.00 	9200.00 	8400.00 	7800.00 	7300.00 	7000.00 	6900.00 	6400.00 	6000.00 
EUR_HAB,B6N,SI02	: 	: 	10600.00 	11100.00 	10900.00 	10900.00 	11200.00 	10200.00 	9300.00 	9000.00 	8600.00 	8200.00 	8000.00 	7600.00 	7200.00 
EUR_HAB,B6N,SI03	: 	9700.00 	9800.00 	10000.00 	9800.00 	9700.00 	9700.00 	9100.00 	8300.00 	7800.00 	7200.00 	6900.00 	6700.00 	6300.00 	5900.00 
EUR_HAB,B6N,SI04	: 	10400.00 	10700.00 	11100.00 	11000.00 	11000.00 	11200.00 	10200.00 	9300.00 	9100.00 	8600.00 	8300.00 	8100.00 	7700.00 	7300.00 
EUR_HAB,B6N,SK	: 	7800.00 	7500.00 	7400.00 	7300.00 	7000.00 	6700.00 	5700.00 	4600.00 	4000.00 	3600.00 	3100.00 	2800.00 	2600.00 	2400.00 
EUR_HAB,B6N,SK0	: 	7800.00 	7500.00 	7400.00 	7300.00 	7000.00 	6700.00 	5700.00 	4600.00 	4000.00 	3600.00 	3100.00 	2800.00 	2600.00 	2400.00 
EUR_HAB,B6N,SK01	: 	11900.00 	11600.00 	11300.00 	10800.00 	11000.00 	10100.00 	8700.00 	7100.00 	6600.00 	5500.00 	4700.00 	4200.00 	3800.00 	3500.00 
EUR_HAB,B6N,SK02	: 	7600.00 	7500.00 	7500.00 	7300.00 	7000.00 	6700.00 	5600.00 	4500.00 	3900.00 	3600.00 	3100.00 	2800.00 	2500.00 	2300.00 
EUR_HAB,B6N,SK03	: 	7500.00 	7100.00 	7100.00 	7000.00 	6700.00 	6400.00 	5500.00 	4300.00 	3800.00 	3300.00 	2900.00 	2700.00 	2400.00 	2300.00 
EUR_HAB,B6N,SK04	: 	6600.00 	6400.00 	6200.00 	6200.00 	5900.00 	5600.00 	4700.00 	3900.00 	3500.00 	3100.00 	2700.00 	2500.00 	2300.00 	2200.00 
EUR_HAB,B6N,UK	: 	19300.00 	20100.00 	18200.00 	18300.00 	16900.00 	18200.00 	20500.00 	19700.00 	19100.00 	18500.00 	17800.00 	18900.00 	18700.00 	18200.00 
EUR_HAB,B6N,UKC	: 	16400.00 	17100.00 	15300.00 	15500.00 	14200.00 	15000.00 	16900.00 	16600.00 	16100.00 	15900.00 	15000.00 	15900.00 	15700.00 	15200.00 
EUR_HAB,B6N,UKC1	: 	16300.00 	16800.00 	15000.00 	15100.00 	13900.00 	14800.00 	16700.00 	16400.00 	16000.00 	15700.00 	14800.00 	15700.00 	15600.00 	15100.00 
EUR_HAB,B6N,UKC2	: 	16600.00 	17400.00 	15600.00 	15700.00 	14500.00 	15200.00 	17100.00 	16800.00 	16200.00 	16000.00 	15100.00 	16000.00 	15800.00 	15300.00 
EUR_HAB,B6N,UKD	: 	17000.00 	17800.00 	16100.00 	16300.00 	15000.00 	16100.00 	18200.00 	17600.00 	17200.00 	16700.00 	16000.00 	16900.00 	16600.00 	16400.00 
EUR_HAB,B6N,UKD1	: 	18900.00 	19400.00 	17400.00 	17700.00 	16100.00 	16900.00 	19200.00 	18600.00 	18000.00 	17400.00 	16500.00 	17300.00 	17200.00 	16300.00 
EUR_HAB,B6N,UKD3	: 	16000.00 	17100.00 	15400.00 	15500.00 	14400.00 	15500.00 	17600.00 	17100.00 	16700.00 	16300.00 	15600.00 	16800.00 	16500.00 	16400.00 
EUR_HAB,B6N,UKD4	: 	16500.00 	17400.00 	15800.00 	15800.00 	14600.00 	15600.00 	17500.00 	17000.00 	16600.00 	16000.00 	15300.00 	16400.00 	16200.00 	15800.00 
EUR_HAB,B6N,UKD6	: 	20100.00 	21000.00 	19000.00 	19200.00 	17900.00 	19200.00 	21600.00 	21200.00 	20600.00 	19800.00 	18800.00 	19500.00 	18700.00 	18800.00 
EUR_HAB,B6N,UKD7	: 	16700.00 	17200.00 	15500.00 	15700.00 	14500.00 	15400.00 	17400.00 	16700.00 	16300.00 	16000.00 	15300.00 	16200.00 	15900.00 	15600.00 
EUR_HAB,B6N,UKE	: 	16800.00 	17400.00 	15800.00 	15900.00 	14700.00 	15900.00 	17900.00 	17500.00 	16900.00 	16600.00 	15900.00 	16800.00 	16500.00 	16300.00 
EUR_HAB,B6N,UKE1	: 	16600.00 	17100.00 	15600.00 	15400.00 	14300.00 	15400.00 	17400.00 	17100.00 	16500.00 	16200.00 	15500.00 	16300.00 	15900.00 	15700.00 
EUR_HAB,B6N,UKE2	: 	20000.00 	20800.00 	19000.00 	19100.00 	17700.00 	18800.00 	21200.00 	20800.00 	19600.00 	18600.00 	18000.00 	19000.00 	18400.00 	18300.00 
EUR_HAB,B6N,UKE3	: 	15800.00 	16400.00 	14900.00 	15000.00 	13900.00 	14900.00 	16800.00 	16500.00 	16100.00 	16000.00 	15200.00 	16100.00 	15900.00 	15400.00 
EUR_HAB,B6N,UKE4	: 	16300.00 	16900.00 	15400.00 	15500.00 	14300.00 	15600.00 	17600.00 	17100.00 	16600.00 	16500.00 	15700.00 	16700.00 	16400.00 	16300.00 
EUR_HAB,B6N,UKF	: 	17500.00 	18300.00 	16500.00 	16500.00 	15300.00 	16600.00 	18900.00 	18000.00 	17700.00 	17200.00 	16500.00 	17200.00 	16900.00 	16400.00 
EUR_HAB,B6N,UKF1	: 	16800.00 	17700.00 	15900.00 	15900.00 	14900.00 	16100.00 	18300.00 	17500.00 	17100.00 	16700.00 	16000.00 	16800.00 	16400.00 	15800.00 
EUR_HAB,B6N,UKF2	: 	18000.00 	18900.00 	17100.00 	17000.00 	15700.00 	17100.00 	19700.00 	18700.00 	18300.00 	17800.00 	17200.00 	17800.00 	17500.00 	17200.00 
EUR_HAB,B6N,UKF3	: 	18500.00 	18800.00 	17000.00 	16900.00 	15500.00 	16700.00 	18800.00 	18000.00 	17800.00 	17000.00 	16400.00 	17000.00 	16700.00 	16600.00 
EUR_HAB,B6N,UKG	: 	17100.00 	17600.00 	16100.00 	16100.00 	14800.00 	15900.00 	17900.00 	17600.00 	17100.00 	16900.00 	16200.00 	17200.00 	16900.00 	16500.00 
EUR_HAB,B6N,UKG1	: 	20100.00 	20600.00 	18800.00 	18800.00 	17300.00 	18600.00 	20800.00 	20700.00 	19900.00 	19400.00 	18400.00 	19400.00 	19000.00 	18300.00 
EUR_HAB,B6N,UKG2	: 	18000.00 	18100.00 	16600.00 	16700.00 	15400.00 	16500.00 	18500.00 	18000.00 	17400.00 	17000.00 	16500.00 	17300.00 	17000.00 	16600.00 
EUR_HAB,B6N,UKG3	: 	15200.00 	15900.00 	14400.00 	14500.00 	13300.00 	14200.00 	16100.00 	15800.00 	15500.00 	15600.00 	15000.00 	16100.00 	15900.00 	15600.00 
EUR_HAB,B6N,UKH	: 	20400.00 	21100.00 	19200.00 	19300.00 	17800.00 	19200.00 	21500.00 	20800.00 	20300.00 	19700.00 	19100.00 	20500.00 	20100.00 	19300.00 
EUR_HAB,B6N,UKH1	: 	18900.00 	19700.00 	17900.00 	18000.00 	16500.00 	17800.00 	19800.00 	19200.00 	18700.00 	18000.00 	17500.00 	18700.00 	18400.00 	17800.00 
EUR_HAB,B6N,UKH2	: 	22200.00 	23000.00 	20800.00 	21000.00 	19400.00 	20900.00 	23600.00 	22800.00 	22000.00 	21500.00 	20900.00 	22400.00 	22000.00 	21200.00 
EUR_HAB,B6N,UKH3	: 	20600.00 	21300.00 	19400.00 	19400.00 	18000.00 	19500.00 	21700.00 	21100.00 	20600.00 	20100.00 	19500.00 	20900.00 	20400.00 	19600.00 
EUR_HAB,B6N,UKI	: 	24800.00 	25900.00 	23300.00 	23700.00 	21900.00 	23600.00 	26200.00 	25000.00 	23900.00 	23000.00 	22100.00 	23500.00 	23600.00 	23200.00 
EUR_HAB,B6N,UKI1	: 	: 	29300.00 	26300.00 	26600.00 	24800.00 	27200.00 	30500.00 	29000.00 	26800.00 	25500.00 	23800.00 	25100.00 	25900.00 	25700.00 
EUR_HAB,B6N,UKI2	: 	: 	22500.00 	20400.00 	20200.00 	18600.00 	20500.00 	23000.00 	22500.00 	21700.00 	21400.00 	20500.00 	21600.00 	21600.00 	20900.00 
EUR_HAB,B6N,UKI3	: 	43600.00 	44600.00 	39500.00 	41400.00 	39200.00 	41300.00 	44400.00 	41100.00 	37800.00 	35500.00 	33800.00 	36200.00 	37600.00 	37900.00 
EUR_HAB,B6N,UKI4	: 	21800.00 	22800.00 	20700.00 	20800.00 	19000.00 	20500.00 	22900.00 	21900.00 	20700.00 	19800.00 	18800.00 	19900.00 	19900.00 	19700.00 
EUR_HAB,B6N,UKI5	: 	18700.00 	20400.00 	18500.00 	18600.00 	17200.00 	18700.00 	20700.00 	19900.00 	19400.00 	19200.00 	18700.00 	19900.00 	19900.00 	19200.00 
EUR_HAB,B6N,UKI6	: 	23900.00 	24800.00 	22400.00 	22300.00 	20300.00 	22200.00 	25000.00 	24100.00 	23400.00 	22900.00 	21800.00 	23000.00 	23000.00 	22500.00 
EUR_HAB,B6N,UKI7	: 	23700.00 	24600.00 	22300.00 	22400.00 	20400.00 	22300.00 	24800.00 	23900.00 	23200.00 	22700.00 	22100.00 	23500.00 	23300.00 	22800.00 
EUR_HAB,B6N,UKJ	: 	21900.00 	22900.00 	20800.00 	21000.00 	19300.00 	20700.00 	23700.00 	22600.00 	21700.00 	21200.00 	20500.00 	22200.00 	21900.00 	21300.00 
EUR_HAB,B6N,UKJ1	: 	22700.00 	24000.00 	21800.00 	22000.00 	20200.00 	21900.00 	25000.00 	24000.00 	22800.00 	22300.00 	21600.00 	23300.00 	23000.00 	22700.00 
EUR_HAB,B6N,UKJ2	: 	23600.00 	24600.00 	22500.00 	22600.00 	20600.00 	22300.00 	25700.00 	24600.00 	23500.00 	22600.00 	22000.00 	23900.00 	23600.00 	22800.00 
EUR_HAB,B6N,UKJ3	: 	20100.00 	21100.00 	19100.00 	19200.00 	17800.00 	19000.00 	21500.00 	20400.00 	19700.00 	19500.00 	18800.00 	20300.00 	20000.00 	19300.00 
EUR_HAB,B6N,UKJ4	: 	20100.00 	20800.00 	19000.00 	19100.00 	17500.00 	18700.00 	21300.00 	20300.00 	19700.00 	19200.00 	18500.00 	20200.00 	19800.00 	19100.00 
EUR_HAB,B6N,UKK	: 	19500.00 	20300.00 	18600.00 	18600.00 	16900.00 	18400.00 	20700.00 	20100.00 	19300.00 	18600.00 	18000.00 	19000.00 	18800.00 	18300.00 
EUR_HAB,B6N,UKK1	: 	20000.00 	20800.00 	19000.00 	19000.00 	17400.00 	19000.00 	21400.00 	20800.00 	20000.00 	19400.00 	18700.00 	19800.00 	19700.00 	19300.00 
EUR_HAB,B6N,UKK2	: 	20000.00 	20700.00 	19100.00 	19000.00 	17100.00 	18900.00 	21400.00 	20800.00 	19800.00 	19200.00 	18400.00 	19300.00 	19200.00 	18600.00 
EUR_HAB,B6N,UKK3	: 	18200.00 	18900.00 	17200.00 	17200.00 	15400.00 	16500.00 	18900.00 	18200.00 	17400.00 	16800.00 	16200.00 	17300.00 	16800.00 	16000.00 
EUR_HAB,B6N,UKK4	: 	18400.00 	19300.00 	17700.00 	17800.00 	16300.00 	17500.00 	19500.00 	18800.00 	18100.00 	17400.00 	16800.00 	17800.00 	17600.00 	17100.00 
EUR_HAB,B6N,UKL	: 	17000.00 	17400.00 	15700.00 	15700.00 	14500.00 	15900.00 	17500.00 	17100.00 	16800.00 	16200.00 	15500.00 	16200.00 	15800.00 	15400.00 
EUR_HAB,B6N,UKL1	: 	16400.00 	16800.00 	15200.00 	15200.00 	14100.00 	15400.00 	17000.00 	16500.00 	16300.00 	15800.00 	15000.00 	15700.00 	15400.00 	14900.00 
EUR_HAB,B6N,UKL2	: 	18000.00 	18500.00 	16700.00 	16600.00 	15200.00 	16800.00 	18500.00 	18000.00 	17500.00 	17100.00 	16200.00 	16900.00 	16600.00 	16200.00 
EUR_HAB,B6N,UKM	: 	18800.00 	19300.00 	17600.00 	17600.00 	16200.00 	17700.00 	19500.00 	18500.00 	18000.00 	17500.00 	16600.00 	17700.00 	17200.00 	16700.00 
EUR_HAB,B6N,UKM2	: 	19200.00 	19900.00 	18100.00 	18000.00 	16600.00 	18300.00 	20200.00 	19300.00 	18800.00 	18300.00 	17300.00 	18400.00 	17900.00 	17300.00 
EUR_HAB,B6N,UKM3	: 	17700.00 	18100.00 	16500.00 	16600.00 	15400.00 	16800.00 	18600.00 	17700.00 	17200.00 	16900.00 	16100.00 	17200.00 	16700.00 	16300.00 
EUR_HAB,B6N,UKM5	: 	22200.00 	22800.00 	20800.00 	20400.00 	18400.00 	20700.00 	22300.00 	21200.00 	20200.00 	18900.00 	18000.00 	19500.00 	19100.00 	18300.00 
EUR_HAB,B6N,UKM6	: 	18400.00 	19100.00 	17300.00 	17700.00 	15600.00 	16600.00 	17900.00 	16700.00 	16200.00 	15600.00 	14700.00 	15700.00 	15200.00 	14600.00 
EUR_HAB,B6N,UKN	: 	15800.00 	16600.00 	15300.00 	15300.00 	14300.00 	15800.00 	18100.00 	17000.00 	16200.00 	15300.00 	14600.00 	15100.00 	14700.00 	14500.00 
EUR_HAB,B6N,UKN0	: 	15800.00 	16600.00 	15300.00 	15300.00 	14300.00 	15800.00 	18100.00 	17000.00 	16200.00 	15300.00 	14600.00 	15100.00 	14700.00 	14500.00 
EUR_HAB,B6N,YT	: 	: 	4900.00 	5000.00 	4700.00 	4500.00 	4700.00 	4100.00 	3700.00 	3600.00 	3100.00 	2800.00 	2500.00 	2500.00 	2800.00 
MIO_EUR,B5N,AT	: 	207336.00 	206227.00 	197427.00 	189782.00 	189739.00 	193651.00 	187142.00 	177750.00 	168524.00 	159803.00 	152503.00 	148345.00 	146882.00 	143731.00 
MIO_EUR,B5N,AT1	: 	89715.00 	89388.00 	85942.00 	82943.00 	82992.00 	84427.00 	81499.00 	77223.00 	73276.00 	69807.00 	66841.00 	65197.00 	64736.00 	63557.00 
MIO_EUR,B5N,AT11	: 	6680.00 	6732.00 	6370.00 	6156.00 	6116.00 	6212.00 	6002.00 	5701.00 	5388.00 	5145.00 	4747.00 	4568.00 	4490.00 	4366.00 
MIO_EUR,B5N,AT12	: 	41206.00 	41018.00 	39399.00 	37845.00 	37569.00 	38332.00 	36960.00 	34847.00 	32940.00 	31186.00 	29754.00 	28834.00 	28606.00 	27829.00 
MIO_EUR,B5N,AT13	: 	41828.00 	41638.00 	40172.00 	38942.00 	39308.00 	39884.00 	38537.00 	36675.00 	34948.00 	33476.00 	32339.00 	31795.00 	31640.00 	31362.00 
MIO_EUR,B5N,AT2	: 	40641.00 	40671.00 	38952.00 	37485.00 	37405.00 	38470.00 	37221.00 	35340.00 	33502.00 	31538.00 	30127.00 	29302.00 	28970.00 	28258.00 
MIO_EUR,B5N,AT21	: 	12432.00 	12516.00 	11984.00 	11634.00 	11647.00 	11945.00 	11624.00 	11054.00 	10502.00 	9875.00 	9428.00 	9142.00 	9087.00 	8830.00 
MIO_EUR,B5N,AT22	: 	28209.00 	28155.00 	26967.00 	25852.00 	25757.00 	26525.00 	25596.00 	24286.00 	23000.00 	21663.00 	20699.00 	20160.00 	19883.00 	19428.00 
MIO_EUR,B5N,AT3	: 	76980.00 	76167.00 	72533.00 	69354.00 	69342.00 	70754.00 	68423.00 	65187.00 	61747.00 	58458.00 	55535.00 	53846.00 	53175.00 	51916.00 
MIO_EUR,B5N,AT31	: 	35393.00 	35206.00 	33698.00 	32224.00 	32286.00 	33062.00 	31851.00 	30317.00 	28620.00 	27080.00 	25543.00 	24745.00 	24547.00 	23914.00 
MIO_EUR,B5N,AT32	: 	13534.00 	13419.00 	12776.00 	12297.00 	12342.00 	12569.00 	12204.00 	11580.00 	11049.00 	10412.00 	9946.00 	9685.00 	9621.00 	9440.00 
MIO_EUR,B5N,AT33	: 	17695.00 	17399.00 	16458.00 	15747.00 	15714.00 	15991.00 	15520.00 	14789.00 	14082.00 	13368.00 	12778.00 	12334.00 	12020.00 	11704.00 
MIO_EUR,B5N,AT34	: 	10358.00 	10143.00 	9601.00 	9086.00 	9000.00 	9133.00 	8848.00 	8501.00 	7995.00 	7598.00 	7269.00 	7083.00 	6988.00 	6858.00 
MIO_EUR,B5N,ATZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,B5N,ATZZ	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
MIO_EUR,B5N,BE	: 	266867.50 	263704.10 	257478.10 	250691.40 	246461.90 	248358.90 	235213.10 	223305.10 	213179.20 	206437.30 	201753.00 	199959.60 	197700.20 	188750.30 
MIO_EUR,B5N,BE1	: 	24819.70 	24440.10 	24073.90 	23561.50 	23038.20 	23057.80 	21747.00 	20388.40 	19447.90 	19129.50 	18971.20 	18679.40 	18529.40 	17695.50 
MIO_EUR,B5N,BE10	: 	24819.70 	24440.10 	24073.90 	23561.50 	23038.20 	23057.80 	21747.00 	20388.40 	19447.90 	19129.50 	18971.20 	18679.40 	18529.40 	17695.50 
MIO_EUR,B5N,BE2	: 	166923.40 	165088.70 	160802.10 	156717.90 	154011.40 	155247.50 	147100.40 	139747.50 	133532.10 	129017.40 	125798.80 	124845.10 	123503.90 	117660.30 
MIO_EUR,B5N,BE21	: 	45482.20 	45063.90 	43901.90 	43069.50 	42187.90 	42555.60 	40232.00 	38286.80 	36607.80 	35394.60 	34603.00 	34394.20 	34037.00 	32236.00 
MIO_EUR,B5N,BE22	: 	19722.00 	19486.00 	19045.00 	18469.60 	18140.00 	18409.00 	17400.30 	16616.30 	15740.10 	15239.30 	14864.80 	14660.40 	14555.70 	13864.20 
MIO_EUR,B5N,BE23	: 	39086.70 	38568.90 	37538.10 	36420.10 	35781.50 	35914.50 	34032.90 	32190.10 	30756.00 	29580.20 	28814.40 	28697.00 	28377.90 	27040.80 
MIO_EUR,B5N,BE24	: 	33690.20 	33419.80 	32550.10 	31754.30 	31362.00 	31597.10 	30003.70 	28417.90 	27298.00 	26397.80 	25797.10 	25511.20 	25111.20 	23918.60 
MIO_EUR,B5N,BE25	: 	28942.40 	28550.10 	27767.10 	27004.50 	26540.00 	26771.40 	25431.60 	24236.40 	23130.10 	22405.50 	21719.50 	21582.30 	21422.20 	20600.70 
MIO_EUR,B5N,BE3	: 	75022.10 	74074.00 	72505.00 	70319.30 	69309.70 	69955.20 	66272.00 	63080.30 	60114.70 	58199.60 	56866.50 	56281.30 	55481.60 	53221.20 
MIO_EUR,B5N,BE31	: 	11041.00 	10941.10 	10675.80 	10423.20 	10243.20 	10294.10 	9809.60 	9350.10 	8963.30 	8685.30 	8452.40 	8379.20 	8245.30 	7903.00 
MIO_EUR,B5N,BE32	: 	24985.30 	24741.40 	24278.30 	23577.20 	23252.10 	23602.60 	22377.00 	21282.60 	20322.70 	19625.30 	19375.40 	19178.70 	19052.80 	18402.40 
MIO_EUR,B5N,BE33	: 	22141.90 	21839.50 	21419.70 	20712.80 	20510.00 	20644.80 	19478.20 	18568.20 	17759.60 	17340.10 	16860.20 	16752.20 	16506.10 	15830.00 
MIO_EUR,B5N,BE34	: 	6080.10 	5937.70 	5797.40 	5627.00 	5514.50 	5599.90 	5308.40 	5056.30 	4690.50 	4492.80 	4322.90 	4192.70 	4039.90 	3796.20 
MIO_EUR,B5N,BE35	: 	10773.80 	10614.30 	10333.80 	9979.00 	9789.80 	9813.80 	9298.90 	8822.90 	8378.70 	8056.10 	7855.60 	7778.40 	7637.50 	7289.60 
MIO_EUR,B5N,BEZ	: 	102.30 	101.30 	97.00 	92.70 	102.60 	98.40 	93.70 	89.00 	84.50 	90.70 	116.50 	153.80 	185.30 	173.30 
MIO_EUR,B5N,BEZZ	: 	102.30 	101.30 	97.00 	92.70 	102.60 	98.40 	93.70 	89.00 	84.50 	90.70 	116.50 	153.80 	185.30 	173.30 
MIO_EUR,B5N,BG	: 	23167.44 	22345.99 	22089.31 	20257.63 	20099.12 	21304.21 	17830.83 	15562.53 	13757.80 	12639.88 	11541.74 	10720.87 	9887.47 	8845.87 
MIO_EUR,B5N,BG3	: 	10496.86 	9925.54 	9993.87 	9106.62 	8334.18 	9211.50 	8033.97 	7298.73 	6412.78 	5988.03 	5533.15 	5150.68 	4609.86 	4071.19 
MIO_EUR,B5N,BG31	: 	1941.66 	1699.81 	1694.14 	1754.94 	1666.35 	1847.30 	1749.27 	1375.78 	1210.74 	1231.68 	1151.94 	1037.33 	1019.66 	889.70 
MIO_EUR,B5N,BG32	: 	2300.78 	2219.69 	2250.81 	2011.55 	1844.65 	2160.69 	1887.17 	1763.43 	1610.12 	1376.77 	1285.38 	1360.54 	1143.85 	956.12 
