nace_r2,sizeclas,isco08,indic_em,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
R,TOTAL,TOTAL,JOBOCC,LV	: 	23655 	24298 	21903 	20182 	20278 	23174 	29816 
R,TOTAL,TOTAL,JOBOCC,LV0	24083 	23655 	: 	: 	20182 	20278 	23174 	29816 
R,TOTAL,TOTAL,JOBOCC,LV00	: 	: 	: 	: 	20182 	20278 	23174 	29816 
R,TOTAL,TOTAL,JOBOCC,MK	10311 	9397 	7919 	6966 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBOCC,MT	: 	: 	: 	: 	: 	: 	: c	: 
R,TOTAL,TOTAL,JOBOCC,NL	136653 p	125194 	121400 	124075 	126125 	126450 	126950 	126050 
R,TOTAL,TOTAL,JOBOCC,NO	44900 p	35225 	34275 	33325 	32450 	31525 	: c	: 
R,TOTAL,TOTAL,JOBOCC,PL	144067 	140484 	134409 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL1	36713 	36877 	34881 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL11	8214 	8115 	7455 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL12	28499 	28762 	27426 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL2	33831 	32225 	31727 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL21	13714 	13419 	13266 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL22	20117 	18806 	18461 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL3	20876 	20021 	19037 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL31	6285 	6144 	5633 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL32	6455 	6411 	5959 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL33	4371 	3801 	3946 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL34	3765 	3665 	3499 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL4	19411 	19124 	17877 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL41	10543 	10248 	9843 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL42	5711 	5707 	5257 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL43	3157 	3169 	2777 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL5	14278 	13892 	13767 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL51	10878 	10600 	10610 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL52	3400 	3292 	3157 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL6	18958 	18347 	17120 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL61	5975 	5809 	5348 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL62	4649 	4398 	4192 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PL63	8334 	8140 	7580 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBOCC,PT	23943 	23256 	24315 	23203 	23653 	23975 b	20194 	19683 
R,TOTAL,TOTAL,JOBOCC,RO	55989 	53299 	49155 	45144 	42141 	46096 	31792 	32524 
R,TOTAL,TOTAL,JOBOCC,RO1	14073 	12968 	11741 	10747 	10682 	11321 	7259 	7383 
R,TOTAL,TOTAL,JOBOCC,RO11	6691 	6602 	6441 	5575 	5884 	5630 	3883 	3497 
R,TOTAL,TOTAL,JOBOCC,RO12	7382 	6366 	5300 	5172 	4798 	5691 	3376 	3886 
R,TOTAL,TOTAL,JOBOCC,RO2	10815 	10419 	9310 	9880 	7913 	9339 	5279 	4811 
R,TOTAL,TOTAL,JOBOCC,RO21	5483 	5180 	5122 	5294 	4246 	4996 	2978 	2566 
R,TOTAL,TOTAL,JOBOCC,RO22	5332 	5239 	4188 	4586 	3667 	4343 	2301 	2245 
R,TOTAL,TOTAL,JOBOCC,RO3	23462 	22865 	21090 	18217 	18097 	19344 	16394 	16599 
R,TOTAL,TOTAL,JOBOCC,RO31	5017 	5027 	4245 	4582 	4119 	4502 	2360 	2210 
R,TOTAL,TOTAL,JOBOCC,RO32	18445 	17838 	16845 	13635 	13978 	14842 	14034 	14389 
R,TOTAL,TOTAL,JOBOCC,RO4	7639 	7047 	7014 	6300 	5449 	6092 	2860 	3731 
R,TOTAL,TOTAL,JOBOCC,RO41	3596 	3554 	3546 	2793 	2755 	2978 	1068 	870 
R,TOTAL,TOTAL,JOBOCC,RO42	4043 	3493 	3468 	3507 	2694 	3114 	1792 	2861 
R,TOTAL,TOTAL,JOBOCC,SE	63789 	63574 	62343 	57060 	55109 	54841 	53588 	: 
R,TOTAL,TOTAL,JOBOCC,SI	10201 	9924 p	9805 p	10196 	10161 	10556 	10420 	10400 
R,TOTAL,TOTAL,JOBOCC,SK	29425 	29941 	21506 	23031 	25442 	21958 	22258 	24957 
R,TOTAL,TOTAL,JOBOCC,SK01	10642 	11922 	9154 	9861 	9114 	4457 	6665 	6986 
R,TOTAL,TOTAL,JOBOCC,SK02	6479 	5680 	4126 	3492 	5918 	7312 	6448 	7636 
R,TOTAL,TOTAL,JOBOCC,SK03	5671 	6528 	4816 	5618 	5540 	4853 	4700 	5159 
R,TOTAL,TOTAL,JOBOCC,SK04	6633 	5811 	3409 	4060 	4871 	5336 	4445 	5175 
R,TOTAL,TOTAL,JOBOCC,UK	719750 	694000 	684250 	678250 	674500 	672750 	661750 	681750 
R,TOTAL,TOTAL,JOBRATE,AT	1.3 	1.4 	0.7 	1.6 	1.2 	1.3 	1.4 	: 
R,TOTAL,TOTAL,JOBRATE,BE	3.2 	2.6 	3.2 	2.6 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,BE1	1.3 	1.8 	2.3 	2.3 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,BE2	4.8 	3.2 	4.4 	3 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,BE3	2.5 	2.2 	2.2 	2.1 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,BG	0.8 p	0.5 p	0.5 	0.6 	0.7 	0.8 	0.9 	: 
R,TOTAL,TOTAL,JOBRATE,BG3	0.4 p	0.3 p	0.2 	0.4 	0.3 	0.3 	0.5 	: 
R,TOTAL,TOTAL,JOBRATE,BG31	0.7 p	1 p	0.5 	0.9 	0.3 	0.3 	0.9 	: 
R,TOTAL,TOTAL,JOBRATE,BG32	0.3 p	0.1 p	0.2 	0.2 	0.1 	0.4 	0.3 	: 
R,TOTAL,TOTAL,JOBRATE,BG33	0.3 p	0.3 p	0.2 	0.3 	0.1 	0 	0.2 	: 
R,TOTAL,TOTAL,JOBRATE,BG34	0.4 p	0.3 p	0.2 	0.4 	0.7 	0.4 	0.7 	: 
R,TOTAL,TOTAL,JOBRATE,BG4	1 p	0.7 p	0.7 	0.8 	1 	1.3 	1.2 	: 
R,TOTAL,TOTAL,JOBRATE,BG41	1.2 p	0.8 p	0.7 	0.6 	0.9 	1.3 	0.8 	: 
R,TOTAL,TOTAL,JOBRATE,BG42	0.4 p	0.5 p	0.8 	1.2 	1.1 	1.2 	2.3 	: 
R,TOTAL,TOTAL,JOBRATE,CH	: 	: c	: 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBRATE,CY	1.2 	1.7 	0.1 	1 	0.7 	0.6 	4.1 	: 
R,TOTAL,TOTAL,JOBRATE,CZ	1.2 	0.6 	0.5 	0.5 	0.3 	0.3 	0.4 	0.9 
R,TOTAL,TOTAL,JOBRATE,CZ0	1.2 	0.6 	0.5 	0.5 	0.3 	0.3 	0.4 	0.9 
R,TOTAL,TOTAL,JOBRATE,CZ01	0.9 	0.4 	0.6 	0.4 	0.3 	0.2 	0.8 	0.8 
R,TOTAL,TOTAL,JOBRATE,CZ02	0.9 	0.3 	0.2 	0.1 	0.2 	0.2 	0.5 	1 
R,TOTAL,TOTAL,JOBRATE,CZ03	1.9 	1.2 	0.8 	1.4 	0.5 	0.3 	0.7 	1.4 
R,TOTAL,TOTAL,JOBRATE,CZ04	1.2 	0.6 	0.4 	0.4 	0.3 	0.6 	0.4 	0.9 
R,TOTAL,TOTAL,JOBRATE,CZ05	1.5 	1.1 	0.7 	0.8 	0.4 	0.5 	0.3 	0.8 
R,TOTAL,TOTAL,JOBRATE,CZ06	1.3 	0.8 	0.5 	0.4 	0.3 	0.2 	0.3 	0.9 
R,TOTAL,TOTAL,JOBRATE,CZ07	1.3 	0.5 	0.3 	0.3 	0.5 	0.4 	0.2 	0.8 
R,TOTAL,TOTAL,JOBRATE,CZ08	1 	0.3 	0.2 	0.4 	0.4 	0.2 	0.3 	0.5 
R,TOTAL,TOTAL,JOBRATE,DE	2.1 	1.8 	1.5 	2.2 	1.8 	: c	: 	: 
R,TOTAL,TOTAL,JOBRATE,EE	1.8 	1.8 	1.5 	1.8 	1.8 	1.9 	2 	3.8 
R,TOTAL,TOTAL,JOBRATE,EL	: c	3.1 	: c	4.3 	11 	8.5 	4.8 	: 
R,TOTAL,TOTAL,JOBRATE,EL11	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL12	: 	: 	: 	: 	0.3 	0.2 	1.4 	: 
R,TOTAL,TOTAL,JOBRATE,EL13	: 	: 	: 	: 	0.4 	3.5 	11.4 	: 
R,TOTAL,TOTAL,JOBRATE,EL14	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL21	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL22	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL23	: 	: 	: 	: 	: 	18.6 	0.3 	: 
R,TOTAL,TOTAL,JOBRATE,EL24	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL25	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL30	: 	: 	: 	: 	38.2 	16.9 	10 	: 
R,TOTAL,TOTAL,JOBRATE,EL41	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,EL42	: 	: 	: 	: 	: 	57.4 	38.4 	: 
R,TOTAL,TOTAL,JOBRATE,EL43	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBRATE,ES	0.6 p	0.5 	0.6 	0.7 	0.6 	0.8 	0.8 	: 
R,TOTAL,TOTAL,JOBRATE,FI	2.1 	0.7 	1.6 b	3.2 	2.6 	1.7 	2 	: 
R,TOTAL,TOTAL,JOBRATE,FI13	: 	: 	: 	: 	0.7 	2.1 	3.4 	: 
R,TOTAL,TOTAL,JOBRATE,FI18	: 	: 	: 	: 	2 	2.3 	1.9 	: 
R,TOTAL,TOTAL,JOBRATE,FI19	1.4 	1.3 	2.2 b	6.2 	4.9 	0.2 	1.6 	: 
R,TOTAL,TOTAL,JOBRATE,FI1A	: 	: 	: 	: 	3.4 	1.8 	4.9 	: 
R,TOTAL,TOTAL,JOBRATE,FI1B	1 	0.6 	0.9 b	2.1 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,FI1C	2.4 	0.3 	1.2 b	2.9 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,FI1D	5.1 	0.2 	2.2 b	3.3 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,FI2	: 	: 	: 	: 	4.1 	1.9 	2.5 	: 
R,TOTAL,TOTAL,JOBRATE,FI20	: c	: c	: 	0 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,FR	: 	: c	: c	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBRATE,HR	0.8 p	0.8 	0.6 	1.1 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU	1 p	0.9 p	1 p	1.1 p	1.2 p	1.1 p	1.2 p	: 
R,TOTAL,TOTAL,JOBRATE,HU1	0.6 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU10	0.6 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU2	1.4 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU21	1.3 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU22	2.2 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU23	0.6 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU3	1.7 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU31	1.4 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU32	2.3 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,HU33	1.5 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,IE	1 p	0.6 	0.6 	0.5 	0.6 	0.8 	0.6 	0.8 
R,TOTAL,TOTAL,JOBRATE,LT	1.1 	1 	1.1 	0.8 	0.7 	0.6 	0.8 	1.8 
R,TOTAL,TOTAL,JOBRATE,LT0	: 	: 	: 	: 	0.7 	0.6 	0.8 	1.8 
R,TOTAL,TOTAL,JOBRATE,LT00	: 	: 	: 	: 	0.7 	0.6 	0.8 	1.8 
R,TOTAL,TOTAL,JOBRATE,LU	1.1 	1.3 	0.8 	1.2 	1 	0.7 	0.6 	1 
R,TOTAL,TOTAL,JOBRATE,LV	: 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.6 
R,TOTAL,TOTAL,JOBRATE,LV0	0.3 	0.1 	: 	: 	0.1 	0.1 	0.2 	0.6 
R,TOTAL,TOTAL,JOBRATE,LV00	: 	: 	: 	: 	0.1 	0.1 	0.2 	0.6 
R,TOTAL,TOTAL,JOBRATE,MK	1.1 	1.7 	1.5 	2.5 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBRATE,MT	: 	: 	: 	: 	: 	: 	: c	: 
R,TOTAL,TOTAL,JOBRATE,NL	1.3 p	1.2 	0.9 	1.3 	1.6 	1.7 	1.9 	2.7 
R,TOTAL,TOTAL,JOBRATE,NO	1.2 p	1.9 	2.2 	1.6 	1.7 	2.3 	: c	: 
R,TOTAL,TOTAL,JOBRATE,PL	0.4 	0.4 	0.3 	0.4 	0.4 	0.5 	0.6 	0.9 
R,TOTAL,TOTAL,JOBRATE,PL1	0.4 	0.4 	0.4 	0.3 	0.3 	0.6 	0.7 	0.8 
R,TOTAL,TOTAL,JOBRATE,PL11	0.2 	0.5 	0.6 	0.2 	0.5 	0.3 	0.5 	0.8 
R,TOTAL,TOTAL,JOBRATE,PL12	0.4 	0.3 	0.3 	0.4 	0.2 	0.7 	0.7 	0.9 
R,TOTAL,TOTAL,JOBRATE,PL2	0.4 	0.3 	0.2 	0.3 	0.4 	0.3 	0.3 	0.6 
R,TOTAL,TOTAL,JOBRATE,PL21	0.3 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 
R,TOTAL,TOTAL,JOBRATE,PL22	0.4 	0.3 	0.2 	0.3 	0.5 	0.4 	0.3 	0.9 
R,TOTAL,TOTAL,JOBRATE,PL3	0.3 	0.3 	0.3 	0.4 	0.5 	0.5 	0.6 	0.7 
R,TOTAL,TOTAL,JOBRATE,PL31	0.4 	0.2 	0.4 	0.6 	0.4 	0.2 	0.6 	0.6 
R,TOTAL,TOTAL,JOBRATE,PL32	0.1 	0.2 	0.2 	0.3 	0.4 	0.2 	0.2 	0.5 
R,TOTAL,TOTAL,JOBRATE,PL33	0.2 	0.3 	0.2 	0.2 	0.3 	0.5 	0.7 	0.6 
R,TOTAL,TOTAL,JOBRATE,PL34	0.4 	0.5 	0.5 	0.7 	1.1 	1.6 	1.3 	1.2 
R,TOTAL,TOTAL,JOBRATE,PL4	0.4 	0.5 	0.3 	0.3 	0.5 	0.5 	0.5 	1.4 
R,TOTAL,TOTAL,JOBRATE,PL41	0.4 	0.5 	0.1 	0.2 	0.3 	0.4 	0.4 	1.4 
R,TOTAL,TOTAL,JOBRATE,PL42	0.5 	0.5 	0.7 	0.5 	0.4 	0.7 	0.8 	1.3 
R,TOTAL,TOTAL,JOBRATE,PL43	0.3 	0.5 	0.3 	0.2 	1.2 	0.4 	0.5 	1.3 
R,TOTAL,TOTAL,JOBRATE,PL5	0.3 	0.4 	0.4 	0.3 	0.5 	0.6 	0.9 	1.2 
R,TOTAL,TOTAL,JOBRATE,PL51	0.3 	0.4 	0.4 	0.3 	0.6 	0.7 	1 	1.2 
R,TOTAL,TOTAL,JOBRATE,PL52	0.4 	0.3 	0.3 	0.5 	0.4 	0.4 	0.6 	1 
R,TOTAL,TOTAL,JOBRATE,PL6	0.4 	0.3 	0.2 	0.5 	0.3 	0.3 	1 	0.7 
R,TOTAL,TOTAL,JOBRATE,PL61	0.5 	0.2 	0.1 	0.1 	0.2 	0.3 	0.3 	0.4 
R,TOTAL,TOTAL,JOBRATE,PL62	0.3 	0.1 	0.3 	0.8 	0.5 	0.3 	0.7 	1 
R,TOTAL,TOTAL,JOBRATE,PL63	0.4 	0.6 	0.3 	0.6 	0.4 	0.4 	1.7 	0.8 
R,TOTAL,TOTAL,JOBRATE,PT	0.8 	0.5 	0.2 	0.4 	0.3 	0.4 b	0.6 	0.9 
R,TOTAL,TOTAL,JOBRATE,RO	2.2 	1.5 	1.7 	0.9 	0.8 	0.9 	0.9 	2.3 
R,TOTAL,TOTAL,JOBRATE,RO1	1.5 	1.1 	0.7 	0.5 	0.6 	0.8 	0.5 	1.1 
R,TOTAL,TOTAL,JOBRATE,RO11	1.2 	0.9 	0.7 	0.3 	0.2 	0.1 	0.2 	0.9 
R,TOTAL,TOTAL,JOBRATE,RO12	1.9 	1.2 	0.8 	0.8 	1 	1.4 	0.9 	1.3 
R,TOTAL,TOTAL,JOBRATE,RO2	2.3 	1.9 	1.1 	0.7 	1 	1 	0.6 	2.3 
R,TOTAL,TOTAL,JOBRATE,RO21	2.2 	1.9 	1.3 	1 	1.3 	1.1 	0.4 	1.8 
R,TOTAL,TOTAL,JOBRATE,RO22	2.4 	2 	0.9 	0.4 	0.5 	0.8 	0.8 	2.8 
R,TOTAL,TOTAL,JOBRATE,RO3	2.6 	1.4 	2.3 	0.9 	0.7 	0.7 	1.2 	2.8 
R,TOTAL,TOTAL,JOBRATE,RO31	2.2 	1.3 	1 	0.8 	0.9 	0.7 	1.2 	3.7 
R,TOTAL,TOTAL,JOBRATE,RO32	2.6 	1.4 	2.6 	0.9 	0.6 	0.7 	1.2 	2.7 
R,TOTAL,TOTAL,JOBRATE,RO4	2.4 	2.1 	2.1 	2.1 	1.7 	1.4 	0.9 	1.8 
R,TOTAL,TOTAL,JOBRATE,RO41	1.4 	0.9 	0.6 	1 	1 	1.3 	0.6 	2.4 
R,TOTAL,TOTAL,JOBRATE,RO42	3.2 	3.3 	3.6 	2.9 	2.5 	1.4 	1.1 	1.6 
R,TOTAL,TOTAL,JOBRATE,SE	2.8 	2.3 	2.5 	2.8 	1.8 	2.6 	2.5 	: 
R,TOTAL,TOTAL,JOBRATE,SI	0.8 	0.8 p	0.5 p	0.4 	0.4 	0.5 	0.4 	0.6 
R,TOTAL,TOTAL,JOBRATE,SK	0.4 	0.4 	0.6 	0.8 	0.6 	0.8 	0.8 	1.1 
R,TOTAL,TOTAL,JOBRATE,SK01	0.3 	0.4 	0.3 	0.6 	0.5 	1.9 	1.4 	2.3 
R,TOTAL,TOTAL,JOBRATE,SK02	0.3 	0.4 	0.4 	0.5 	0.3 	0.5 	0.6 	0.8 
R,TOTAL,TOTAL,JOBRATE,SK03	1 	0.8 	1.4 	1.4 	1.2 	0.5 	0.5 	0.7 
R,TOTAL,TOTAL,JOBRATE,SK04	0.2 	0.3 	0.6 	0.9 	0.2 	0.4 	0.5 	0.5 
R,TOTAL,TOTAL,JOBRATE,UK	2.2 	2 	1.6 	1.6 	1.6 	1.5 	1.6 	1.7 
R,TOTAL,TOTAL,JOBVAC,AT	: c	: c	: c	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,BE	988 	736 	916 	808 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,BE1	91 	118 	162 	165 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,BE2	646 	423 	541 	416 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,BE3	252 	196 	214 	227 b	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,BG	248 p	180 p	172 	198 	226 	267 	294 	: 
R,TOTAL,TOTAL,JOBVAC,BG3	55 p	52 p	36 	51 	41 	43 	64 	: 
R,TOTAL,TOTAL,JOBVAC,BG31	13 p	21 p	10 	21 	6 	8 	19 	: 
R,TOTAL,TOTAL,JOBVAC,BG32	11 p	4 p	5 	5 	4 	12 	11 	: 
R,TOTAL,TOTAL,JOBVAC,BG33	14 p	13 p	11 	11 	5 	1 	7 	: 
R,TOTAL,TOTAL,JOBVAC,BG34	17 p	14 p	10 	14 	26 	22 	27 	: 
R,TOTAL,TOTAL,JOBVAC,BG4	193 p	128 p	136 	147 	185 	224 	230 	: 
R,TOTAL,TOTAL,JOBVAC,BG41	174 p	105 p	102 	95 	139 	176 	123 	: 
R,TOTAL,TOTAL,JOBVAC,BG42	19 p	23 p	34 	52 	46 	48 	107 	: 
R,TOTAL,TOTAL,JOBVAC,CH	: 	: c	: 	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBVAC,CY	59 	91 	6 	48 	35 	28 	184 	: 
R,TOTAL,TOTAL,JOBVAC,CZ	768 	413 	311 	285 	212 	203 	301 	605 
R,TOTAL,TOTAL,JOBVAC,CZ0	768 	413 	311 	285 	212 	203 	301 	605 
R,TOTAL,TOTAL,JOBVAC,CZ01	121 	53 	84 	43 	35 	34 	92 	125 
R,TOTAL,TOTAL,JOBVAC,CZ02	50 	18 	21 	10 	12 	15 	29 	55 
R,TOTAL,TOTAL,JOBVAC,CZ03	128 	78 	45 	67 	43 	30 	63 	114 
R,TOTAL,TOTAL,JOBVAC,CZ04	83 	40 	20 	33 	19 	28 	27 	63 
R,TOTAL,TOTAL,JOBVAC,CZ05	131 	91 	54 	50 	28 	40 	24 	68 
R,TOTAL,TOTAL,JOBVAC,CZ06	119 	79 	54 	41 	30 	18 	28 	66 
R,TOTAL,TOTAL,JOBVAC,CZ07	78 	32 	18 	17 	23 	20 	16 	39 
R,TOTAL,TOTAL,JOBVAC,CZ08	58 	22 	15 	25 	22 	17 	22 	41 
R,TOTAL,TOTAL,JOBVAC,DE	9253 	7200 	6034 	8295 	6779 	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,EE	200 	190 	160 	193 	186 	195 	239 	501 
R,TOTAL,TOTAL,JOBVAC,EL	: c	388 	: c	460 	1477 	1142 	711 	: 
R,TOTAL,TOTAL,JOBVAC,EL11	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL12	: 	: 	: 	: 	6 	5 	29 	: 
R,TOTAL,TOTAL,JOBVAC,EL13	: 	: 	: 	: 	1 	5 	46 	: 
R,TOTAL,TOTAL,JOBVAC,EL14	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL21	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL22	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL23	: 	: 	: 	: 	: 	125 	2 	: 
R,TOTAL,TOTAL,JOBVAC,EL24	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL25	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL30	: 	: 	: 	: 	3052 	1078 	682 	: 
R,TOTAL,TOTAL,JOBVAC,EL41	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,EL42	: 	: 	: 	: 	: 	420 	345 	: 
R,TOTAL,TOTAL,JOBVAC,EL43	: 	: 	: 	: 	: 	0 	0 	: 
R,TOTAL,TOTAL,JOBVAC,ES	1158 p	995 	1161 	1555 	1205 	1598 	1466 	: 
R,TOTAL,TOTAL,JOBVAC,FI	: c	: c	: c	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI13	: 	: 	: 	: 	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI18	: 	: 	: 	: 	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI19	: c	: c	: c	: c	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI1A	: 	: 	: 	: 	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI1B	: c	: c	: c	: c	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,FI1C	: c	: c	: c	: c	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,FI1D	: c	: c	: c	: c	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,FI2	: 	: 	: 	: 	: c	: c	: c	: 
R,TOTAL,TOTAL,JOBVAC,FI20	: c	: c	: 	: c	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,FR	: 	: c	: c	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBVAC,HR	: c	: c	: c	: c	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU	422 p	291 p	: c	: c	397 p	367 p	412 p	: 
R,TOTAL,TOTAL,JOBVAC,HU1	151 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU10	151 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU2	110 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU21	32 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU22	65 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU23	15 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU3	163 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU31	32 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU32	82 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,HU33	52 p	: 	: 	: 	: 	: 	: 	: 
R,TOTAL,TOTAL,JOBVAC,IE	: c	: c	: c	: c	: c	: c	: c	: c
R,TOTAL,TOTAL,JOBVAC,LT	300 	247 	276 	190 	165 	138 	186 	438 
R,TOTAL,TOTAL,JOBVAC,LT0	: 	: 	: 	: 	165 	138 	186 	438 
R,TOTAL,TOTAL,JOBVAC,LT00	: 	: 	: 	: 	165 	138 	186 	438 
R,TOTAL,TOTAL,JOBVAC,LU	23 	27 	16 	21 	18 	11 	9 	16 
R,TOTAL,TOTAL,JOBVAC,LV	: 	32 	35 	24 	24 	16 	53 	194 
R,TOTAL,TOTAL,JOBVAC,LV0	63 	32 	: 	: 	24 	16 	53 	194 
R,TOTAL,TOTAL,JOBVAC,LV00	: 	: 	: 	: 	24 	16 	53 	194 
R,TOTAL,TOTAL,JOBVAC,MK	119 	165 	121 	178 	: 	: 	: 	: 
