"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"unemp_Y15_24/6",-48.5981390711254,7692.00754630182,2,0.917694204542509,179.954228730521
"unemp_Y15_24/7",588.04363919462,2356160.94137324,2,0.917694204542509,3149.5222579993
"unemp_Y15_24/8",504.447798247456,151925.925895148,2,0.917694204542509,799.757187157391
"unemp_Y15_24/9",239.093428862016,60878.6035799446,2,0.917694204542509,506.261086454102
"unemp_Y15_24/10",-169.692981047553,780.305051408552,2,0.917694204542509,57.3158074400319
"GDP/2",-1429.30097411279,824834.448407572,30,0.99786689552095,1863.48371161444
"GDP/3",-399.948591470283,161196.728829686,30,0.99786689552095,823.797212226854
"GDP/4",37.0982705976224,2473.12350430195,30,0.99786689552095,102.038744940862
"GDP/5",340.427305084219,44823.2865480362,30,0.99786689552095,434.404238639564
"GDP/6",-749.340168761885,300610.750179121,30,0.99786689552095,1124.97911370896
"GDP/7",-718.344396846397,1917442.6203936,30,0.99786689552095,2841.21038891539
"GDP/8",237.488114705682,37587.3791136607,30,0.99786689552095,397.798579459055
"GDP/9",729.217483497032,334271.903624864,30,0.99786689552095,1186.29347882566
"GDP/10",1414.75381841357,16101.3179711918,30,0.99786689552095,260.359194377051
"(Intercept)/2",150.65237672039,10621.7026174981,100,1,211.465378851294
"(Intercept)/3",46.0438150146409,2826.90702042775,100,1,109.093272082337
"(Intercept)/4",-10.5943276365794,193.056282087446,100,1,28.509143818473
"(Intercept)/5",-93.3803447012671,3257.57908030307,100,1,117.108842763105
"(Intercept)/6",76.156716454226,4046.9572086551,100,1,130.528850042504
"(Intercept)/7",-2.21653412462612,10679.3755079514,100,1,212.038700750959
"(Intercept)/8",-85.1934159135785,5517.22351042339,100,1,152.40615088636
"(Intercept)/9",-155.817379399999,13530.5220064846,100,1,238.670906012296
"(Intercept)/10",-286.755168566436,2273.68230000941,100,1,97.8378941005654
