"","X1vsX2","X1vsX3","X1vsX4","X1vsX5","X1vsX6","X1vsX7","X1vsX8","X1vsX9","X1vsX10","X2vsX3","X2vsX4","X2vsX5","X2vsX6","X2vsX7","X2vsX8","X2vsX9","X2vsX10","X3vsX4","X3vsX5","X3vsX6","X3vsX7","X3vsX8","X3vsX9","X3vsX10","X4vsX5","X4vsX6","X4vsX7","X4vsX8","X4vsX9","X4vsX10","X5vsX6","X5vsX7","X5vsX8","X5vsX9","X5vsX10","X6vsX7","X6vsX8","X6vsX9","X6vsX10","X7vsX8","X7vsX9","X7vsX10","X8vsX9","X8vsX10","X9vsX10"
"emp_Y25-64",0.943200373981044,0.647261329620998,0.298461881828713,0.1180938381998,0.647261329620998,0.130444969007748,0.150055302457175,0.841448781372796,0.830667628768975,0.558018671542496,0.150055302457175,0.0632931687911989,0.586107045630986,0.0939875377524605,0.0632931687911989,0.721176100825832,0.586107045630986,0.586107045630986,0.245964174584389,0.998860860652941,0.145593836718413,0.150055302457175,0.647261329620998,0.943200373981044,0.586107045630986,0.588176005774292,0.1180938381998,0.1180938381998,0.533001812267824,0.647261329620998,0.249074621649962,0.0632931687911989,0.0632931687911989,0.233043889201005,0.408343146707119,0.130444969007748,0.150055302457175,0.66883893063795,0.943200373981044,0.586107045630986,0.558018671542496,0.49657145017396,0.118420688926254,0.1180938381998,NA
"emp_YGE65",0.757457348819832,0.952894731956318,0.757457348819832,0.498124942512911,0.498124942512911,0.64412911451406,0.64412911451406,0.498124942512911,0.757457348819832,0.757457348819832,0.971974469362054,0.757457348819832,0.734739902543653,0.729714906639697,0.729714906639697,0.734739902543653,0.757457348819832,0.757457348819832,0.498124942512911,0.64412911451406,0.734739902543653,0.734739902543653,0.64412911451406,0.833795131849523,0.757457348819832,0.734739902543653,0.729714906639697,0.729714906639697,0.747908442497649,0.757457348819832,0.757457348819832,0.461094246302611,0.461094246302611,0.64412911451406,0.498124942512911,0.498124942512911,0.498124942512911,0.785694242612636,0.729714906639697,0.905530534715846,0.498124942512911,0.729714906639697,0.613446442977801,0.765972637230978,NA
"emp_Y15-24_NaceA",0.696722864505902,0.719263029457425,0.696722864505902,0.83435475521019,0.696722864505902,0.719263029457425,0.719263029457425,0.94954656831981,NA,0.719263029457425,0.696722864505902,0.696722864505902,0.696722864505902,0.719263029457425,0.696722864505902,0.719263029457425,NA,0.696722864505902,0.719263029457425,0.907463401716159,0.881040608501841,0.719263029457425,0.83435475521019,NA,0.116895333582735,0.191523419792984,0.0252261121475128,0.696722864505902,0.116895333582735,NA,0.689139947544876,0.696722864505902,0.583484359219827,0.719263029457425,NA,0.775642455763201,0.583484359219827,0.696722864505902,NA,0.452517388948893,0.689139947544876,NA,0.719263029457425,NA,NA
"emp_Y25-64_NaceA",0.42490301463346,0.514511828773901,0.628251843573499,0.997881658125497,0.264496070187639,0.219584390584959,0.684644235525979,0.564411971519538,0.644357871011639,0.514511828773901,0.42490301463346,0.42490301463346,0.644357871011639,0.870873232770821,0.514511828773901,0.667842385561441,0.583391167642806,0.42490301463346,0.42490301463346,0.46731165814648,0.42490301463346,0.644357871011639,0.983160130493256,0.514511828773901,0.514511828773901,0.264496070187639,0.206452356114611,0.42490301463346,0.42490301463346,0.692985833370569,0.264496070187639,0.206452356114611,0.583391167642806,0.42490301463346,0.514511828773901,0.652232674481633,0.42490301463346,0.628251843573499,0.42490301463346,0.3519863129621,0.514511828773901,0.42490301463346,0.487260901452564,0.42490301463346,NA
"emp_Y15-24_NaceB-E",0.942465379110966,0.537092547434948,0.975999664136488,0.598977314003858,0.942465379110966,0.537092547434948,0.537092547434948,0.719750571402993,0.537092547434948,0.213402833189984,0.826444094450881,0.296539475480294,0.507371973614368,0.296539475480294,0.213402833189984,0.362003401723464,0.213402833189984,0.537092547434948,0.152040582465045,0.296539475480294,0.247977730767098,0.213402833189984,0.41378211783489,0.300535614822418,0.537092547434948,0.984550893229578,0.537092547434948,0.537092547434948,0.691477530613706,0.537092547434948,0.109123509877437,0.515690515614309,0.300535614822418,0.507371973614368,0.192754451424993,0.192754451424993,0.109123509877437,0.192754451424993,0.109123509877437,0.984550893229578,0.975999664136488,0.820647741198378,0.942465379110966,0.651420076327136,NA
"emp_Y25-64_NaceB-E",0.13397538985699,0.0815299611881266,0.654074557765154,0.833903046917495,0.13397538985699,0.929910342530815,0.833903046917495,0.833903046917495,0.26163586820879,0.166149200805874,0.505484035439692,0.13397538985699,0.833903046917495,0.248306987773495,0.26163586820879,0.248306987773495,0.141904039897929,0.166149200805874,0.0801821760030929,0.13397538985699,0.166149200805874,0.141904039897929,0.190306545548473,0.141904039897929,0.743414193512359,0.553541893906625,0.797605685071003,0.833903046917495,0.797605685071003,0.482182089214394,0.13397538985699,0.833903046917495,0.863473373423732,0.654074557765154,0.141904039897929,0.248306987773495,0.248306987773495,0.187220815918057,0.13397538985699,0.834067093911757,0.937900547069421,0.771793270615375,0.833903046917495,0.552349586550771,NA
"emp_Y15-24_NaceF",0.694730599973864,0.67593414143508,0.99590662258275,0.951579685332001,0.694730599973864,0.556746596799022,0.556746596799022,0.694730599973864,0.707476071435962,0.694730599973864,0.500592725687232,0.555658783914751,0.951579685332001,0.459399383968287,0.459399383968287,0.655777296331622,0.694730599973864,0.292558751068933,0.442617437707835,0.727375857798392,0.292558751068933,0.292558751068933,0.338737932844633,0.459399383968287,0.950091902634851,0.463770350383905,0.292558751068933,0.292558751068933,0.459399383968287,0.459399383968287,0.505161060614551,0.292558751068933,0.292558751068933,0.459399383968287,0.500592725687232,0.459399383968287,0.459399383968287,0.655777296331622,0.694730599973864,0.951579685332001,0.914866160897629,0.694730599973864,0.948296354457541,0.694730599973864,NA
"emp_Y25-64_NaceF",0.966153316507408,0.66374859207252,0.966153316507408,0.688628972494308,0.66374859207252,0.429953273362634,0.429953273362634,0.618994103285759,0.429953273362634,0.66374859207252,0.966153316507408,0.66374859207252,0.66374859207252,0.429953273362634,0.429953273362634,0.548547661460011,0.429953273362634,0.695041445369886,0.548547661460011,0.967314476658301,0.429953273362634,0.481821533598186,0.66374859207252,0.548547661460011,0.65392732954244,0.695041445369886,0.429953273362634,0.429953273362634,0.548547661460011,0.429953273362634,0.548547661460011,0.429953273362634,0.429953273362634,0.65392732954244,0.429953273362634,0.429953273362634,0.429953273362634,0.618994103285759,0.474452659944913,0.700334700996151,0.802196667155529,0.966153316507408,0.817894382197873,0.618994103285759,NA
"emp_Y15-24_NaceG-I",0.309822538223629,0.309822538223629,0.940919147116355,0.309822538223629,0.391510320387367,0.309822538223629,0.311538625343482,0.904844442211772,0.349743412169535,0.937037020592179,0.309822538223629,0.244602128832948,0.384622793007879,0.648281948208859,0.767976995543977,0.309822538223629,0.47142709157805,0.309822538223629,0.244602128832948,0.354103223964609,0.309822538223629,0.349743412169535,0.244602128832948,0.309822538223629,0.311538625343482,0.384622793007879,0.311538625343482,0.318665086906503,0.936517477227659,0.37222686764568,0.244602128832948,0.301589967822056,0.301589967822056,0.523155132535898,0.309822538223629,0.309822538223629,0.314995404246346,0.349743412169535,0.309822538223629,0.648281948208859,0.262476014209082,0.309822538223629,0.309822538223629,0.354103223964609,NA
"emp_Y25-64_NaceG-I",0.952555108611384,0.40682311136316,0.56196615507561,0.25272324822487,0.956108881813135,0.866617546934809,0.863178054141903,0.866617546934809,0.302211726202819,0.626560471646601,0.707206327308371,0.343994876710023,0.926018083241496,0.892033481182982,0.866617546934809,0.892033481182982,0.373826754770291,0.87705552169472,0.373826754770291,0.56196615507561,0.40682311136316,0.855909279248901,0.773021231213612,0.302211726202819,0.373826754770291,0.626560471646601,0.704226390840091,0.866617546934809,0.866617546934809,0.340120123193899,0.302211726202819,0.0861502254499818,0.373826754770291,0.25272324822487,0.0861502254499818,0.866617546934809,0.866617546934809,0.866617546934809,0.368097757495498,0.892033481182982,0.707206327308371,0.25272324822487,0.985167555136935,0.573424184138042,NA
"emp_Y15-24_NaceJ",0.586224336450891,0.556628530856563,0.723182860185262,0.685112375001341,0.679360443099109,0.556628530856563,0.556628530856563,0.859680865208964,NA,0.723182860185262,0.723182860185262,0.696807463488445,0.868452660374947,0.646193573582257,0.679360443099109,0.868933103781222,NA,0.379850617141229,0.379850617141229,0.384593953530364,0.556628530856563,0.586392112689168,0.556628530856563,NA,0.964818033600522,0.723182860185262,0.379850617141229,0.379850617141229,0.868933103781222,NA,0.723182860185262,0.379850617141229,0.379850617141229,0.868933103781222,NA,0.379850617141229,0.379850617141229,0.868933103781222,NA,0.868933103781222,0.556628530856563,NA,0.556628530856563,NA,NA
"emp_Y25-64_NaceJ",0.155352808694245,0.968393965085551,0.555924481946063,0.107673023225187,0.469778665210242,0.107673023225187,0.150482480482913,0.107673023225187,0.107673023225187,0.306443916797569,0.279697273189633,0.107673023225187,0.823257548497581,0.606859481615025,0.924557760601871,0.155352808694245,0.150482480482913,0.606859481615025,0.150482480482913,0.599645122831301,0.306443916797569,0.429203224472743,0.350002394914256,0.306443916797569,0.306443916797569,0.37078007982406,0.306443916797569,0.365754120308082,0.606859481615025,0.581838263330019,0.107673023225187,0.107673023225187,0.117616930431504,0.90544326576955,0.996452708240408,0.606859481615025,0.924557760601871,0.323603508061372,0.306443916797569,0.581838263330019,0.306443916797569,0.306443916797569,0.306443916797569,0.304364144127625,NA
"emp_Y15-24_NaceK",0.579382284152505,0.447323075580843,0.873241046634815,0.389642599465686,0.594966440528166,NA,0.389642599465686,0.783979577375415,NA,0.594966440528166,0.447323075580843,0.350612297040262,NA,NA,0.352315569116748,NA,NA,0.389642599465686,0.447323075580843,0.862034104518131,NA,0.325368366964649,0.447323075580843,NA,0.325368366964649,0.447323075580843,NA,0.325368366964649,0.710200277184787,NA,0.447323075580843,NA,0.151935615594948,0.389642599465686,NA,NA,0.325368366964649,NA,NA,NA,NA,NA,0.317186706036181,NA,NA
"emp_Y25-64_NaceK",0.0296645707647107,0.104360211585435,0.551053377248864,0.217326591454956,0.0296645707647107,0.132415838984447,0.171667171543381,0.772528979189864,0.0293683775760774,0.191179656290823,0.0219178797013384,0.0989156541997146,0.952453685895452,0.551053377248864,0.290074256341648,0.0296645707647107,0.00469883682314461,0.0705917048113635,0.37411790875221,0.199946513352109,0.346659668618415,0.789497663216658,0.0719770793445907,0.0145826594290864,0.346659668618415,0.0219178797013384,0.0705917048113635,0.0963242891435344,0.297017469582714,0.0219178797013384,0.0989156541997146,0.294721322372896,0.402505652553043,0.241056685884379,0.0145826594290864,0.551053377248864,0.297017469582714,0.0342723100681571,0.00469883682314461,0.132415838984447,0.0219178797013384,0.0120951245708366,0.079396276073026,0.0296645707647107,NA
"emp_Y15-24_NaceL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873141740003592,0.873141740003592,NA,NA,0.10208588838273,NA,NA,0.892497276774282,NA,NA,0.375938540921402,NA,NA,NA,NA,0.546311271468297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emp_Y25-64_NaceL",0.864479442292149,0.948347184109673,0.583564605520987,0.545538912089501,0.558028152494864,0.545538912089501,0.760189369574423,0.864341476820136,0.864479442292149,0.864479442292149,0.864479442292149,0.849186149219572,0.864341476820136,0.760189369574423,0.864479442292149,0.864479442292149,0.864479442292149,0.661804889987501,0.558028152494864,0.583564605520987,0.583564605520987,0.845755548591869,0.864479442292149,0.864479442292149,0.915726649726833,0.948347184109673,0.559933271898623,0.617756621138159,0.760189369574423,0.760189369574423,0.953093288598601,0.545538912089501,0.545538912089501,0.583564605520987,0.583564605520987,0.545538912089501,0.583564605520987,0.661804889987501,0.661804889987501,0.558028152494864,0.661804889987501,0.661804889987501,0.845755548591869,0.661804889987501,NA
