"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_NaceO_Q/25",-4.28349958096912e-08,9.92542343071244e-15,1,1.05289822182449e-09,1.96674913427189e-07
"emp_Y25_64_NaceF/2",4.21203404793656e-09,1.06404963386797e-11,1,4.0812766298431e-09,6.43954806741921e-06
"emp_Y25_64_NaceF/3",-3.57931692094417e-07,8.93565718493749e-13,1,4.0812766298431e-09,1.86611195607618e-06
"emp_Y25_64_NaceF/4",9.63143603864848e-07,6.83259799446235e-12,1,4.0812766298431e-09,5.16021005370911e-06
"emp_Y25_64_NaceF/5",4.79923720277544e-07,4.82526753165794e-12,1,4.0812766298431e-09,4.33645800189827e-06
"emp_Y25_64_NaceF/6",2.62824665142212e-07,7.67621316519603e-12,1,4.0812766298431e-09,5.46950418780604e-06
"emp_Y25_64_NaceF/7",2.45289611265738e-07,3.14217660885053e-12,1,4.0812766298431e-09,3.49936901160072e-06
"emp_Y25_64_NaceF/8",-2.64125851110745e-08,1.07101413956103e-11,1,4.0812766298431e-09,6.46058802682958e-06
"emp_Y25_64_NaceF/9",-2.61799188616048e-07,1.07355631125746e-11,1,4.0812766298431e-09,6.46825094600248e-06
"emp_Y25_64_NaceF/10",-1.44978205081134e-07,5.08322266009314e-12,1,4.0812766298431e-09,4.45086080755065e-06
"emp_Y25_64_NaceF/11",-1.3269361105743e-07,2.2339860152777e-11,1,4.0812766298431e-09,9.33070955637086e-06
"emp_Y25_64_NaceF/12",-1.58545764099472e-07,3.08123740590687e-11,1,4.0812766298431e-09,1.09581445950869e-05
"emp_Y25_64_NaceF/13",-3.00850052423083e-07,1.01138451599374e-11,1,4.0812766298431e-09,6.27816313155385e-06
"emp_Y25_64_NaceF/14",-4.36857341062099e-07,8.03855430374112e-12,1,4.0812766298431e-09,5.59710457144459e-06
"emp_Y25_64_NaceF/15",1.98898258039266e-07,2.07977962844042e-11,1,4.0812766298431e-09,9.00291409087307e-06
"emp_Y25_64_NaceF/16",-4.42959944499893e-08,3.27264660977083e-11,1,4.0812766298431e-09,1.12933815643206e-05
"emp_Y25_64_NaceF/17",-2.96063220440246e-07,4.73349466646264e-12,1,4.0812766298431e-09,4.29502199330512e-06
"emp_Y25_64_NaceF/18",-5.49553646646386e-08,6.2491358508338e-12,1,4.0812766298431e-09,4.934969000718e-06
"emp_Y25_64_NaceF/19",4.52430410125724e-08,2.70712274384421e-12,1,4.0812766298431e-09,3.24809273255029e-06
"emp_Y25_64_NaceF/20",6.23224332751312e-08,1.23118014120541e-11,1,4.0812766298431e-09,6.92684144651532e-06
"emp_Y25_64_NaceF/21",6.58501710886936e-07,1.03564852954267e-11,1,4.0812766298431e-09,6.35302614226898e-06
"emp_Y25_64_NaceF/22",-4.29978960671187e-07,4.5781819664776e-11,1,4.0812766298431e-09,1.33573704625379e-05
"emp_Y25_64_NaceF/23",-8.85083779776473e-08,9.53082734900154e-12,1,4.0812766298431e-09,6.09452337629942e-06
"emp_Y25_64_NaceF/24",-1.67984985839501e-07,6.58006791795786e-12,1,4.0812766298431e-09,5.06395262613477e-06
"emp_Y25_64_NaceF/25",-3.92634490514949e-08,6.16647367547271e-15,1,4.0812766298431e-09,1.55021839843262e-07
"emp_Y25_64_NaceR_U/2",1.23253247825605e-07,4.19297232753199e-12,2,4.63580207281222e-09,4.042364246889e-06
"emp_Y25_64_NaceR_U/3",-6.99767157705149e-07,3.04566679526792e-12,2,4.63580207281222e-09,3.4452095330259e-06
"emp_Y25_64_NaceR_U/4",2.23001452143478e-07,1.51386834989425e-12,2,4.63580207281222e-09,2.42894958470381e-06
"emp_Y25_64_NaceR_U/5",-3.97913777290834e-07,2.37790160007128e-12,2,4.63580207281222e-09,3.04418741040518e-06
"emp_Y25_64_NaceR_U/6",-9.23768380453692e-08,1.24139820942017e-11,2,4.63580207281222e-09,6.95552639945832e-06
"emp_Y25_64_NaceR_U/7",6.0300113099922e-07,3.77322728393268e-12,2,4.63580207281222e-09,3.83469589940613e-06
"emp_Y25_64_NaceR_U/8",-2.26001865959872e-07,2.45386136994453e-11,2,4.63580207281222e-09,9.77911285001028e-06
"emp_Y25_64_NaceR_U/9",-1.53665582038331e-08,7.00221355993817e-11,2,4.63580207281222e-09,1.65193183253582e-05
"emp_Y25_64_NaceR_U/10",4.83752384920568e-07,4.26802033483502e-12,2,4.63580207281222e-09,4.0783799771721e-06
"emp_Y25_64_NaceR_U/11",-6.75307136931499e-08,9.59744997658063e-12,2,4.63580207281222e-09,6.11578732589009e-06
"emp_Y25_64_NaceR_U/12",2.8463221536496e-07,2.66484061122769e-11,2,4.63580207281222e-09,1.0190841925248e-05
"emp_Y25_64_NaceR_U/13",2.76730297654287e-07,9.14045416021593e-12,2,4.63580207281222e-09,5.96840565906552e-06
"emp_Y25_64_NaceR_U/14",-7.84579715616779e-07,1.72938945910662e-11,2,4.63580207281222e-09,8.20957830767737e-06
"emp_Y25_64_NaceR_U/15",1.26704715381713e-08,4.62781992140956e-11,2,4.63580207281222e-09,1.34295874515289e-05
"emp_Y25_64_NaceR_U/16",1.40356902472786e-07,6.49627140783586e-13,2,4.63580207281222e-09,1.59113315908346e-06
"emp_Y25_64_NaceR_U/17",6.53816014223399e-07,5.3344539566426e-12,2,4.63580207281222e-09,4.55952321695186e-06
"emp_Y25_64_NaceR_U/18",1.48560615077741e-07,1.91864226367370e-11,2,4.63580207281222e-09,8.64711927306922e-06
"emp_Y25_64_NaceR_U/19",-3.57425221234374e-08,1.86046454140815e-12,2,4.63580207281222e-09,2.69268247996054e-06
"emp_Y25_64_NaceR_U/20",-1.62045187035998e-07,6.10385481186209e-11,2,4.63580207281222e-09,1.54232729112452e-05
"emp_Y25_64_NaceR_U/21",8.52876218493394e-08,1.11946287051133e-11,2,4.63580207281222e-09,6.60509841455114e-06
"emp_Y25_64_NaceR_U/22",-6.65398181794709e-08,2.9354186843042e-11,2,4.63580207281222e-09,1.06957064047706e-05
"emp_Y25_64_NaceR_U/23",-1.40530627931504e-07,9.24053202756965e-12,2,4.63580207281222e-09,6.00099043171132e-06
"emp_Y25_64_NaceR_U/24",1.19677014512633e-07,1.16820609552851e-11,2,4.63580207281222e-09,6.74736462640795e-06
"emp_Y25_64_NaceR_U/25",-1.4370608756754e-08,1.61190343762901e-15,2,4.63580207281222e-09,7.92581546865694e-08
"pop_Y25_64/2",1.00003415177392e-06,2.28449455543273e-10,5,2.9849891665218e-08,2.98379862625531e-05
"pop_Y25_64/3",-2.82188806652625e-06,5.63287781251166e-11,5,2.9849891665218e-08,1.48162948255568e-05
"pop_Y25_64/4",2.17623669146355e-06,4.12257088457521e-11,5,2.9849891665218e-08,1.26753077291636e-05
"pop_Y25_64/5",1.94140324866242e-06,4.47648461329436e-11,5,2.9849891665218e-08,1.32081804621603e-05
"pop_Y25_64/6",8.24946449514539e-06,4.15083736691799e-10,5,2.9849891665218e-08,4.0220022095378e-05
"pop_Y25_64/7",-2.71184044981562e-06,5.40422779532502e-11,5,2.9849891665218e-08,1.45124678086065e-05
"pop_Y25_64/8",9.93099040735086e-07,8.45152002353191e-10,5,2.9849891665218e-08,5.73907444609597e-05
"pop_Y25_64/9",1.10434217132653e-07,1.59585633381933e-10,5,2.9849891665218e-08,2.49385582157973e-05
"pop_Y25_64/10",1.03774305473609e-06,2.65957412236763e-11,5,2.9849891665218e-08,1.01807669327163e-05
"pop_Y25_64/11",-2.98786603750108e-06,1.43763195349731e-09,5,2.9849891665218e-08,7.48511202449773e-05
"pop_Y25_64/12",-3.96563302173614e-06,7.57843211567975e-10,5,2.9849891665218e-08,5.4345567519549e-05
"pop_Y25_64/13",2.90538136292056e-06,1.9028221607186e-10,5,2.9849891665218e-08,2.72316242753924e-05
"pop_Y25_64/14",5.75105050622297e-08,5.32988974318624e-11,5,2.9849891665218e-08,1.44123087910844e-05
"pop_Y25_64/15",5.91872073202168e-07,5.52659837541266e-10,5,2.9849891665218e-08,4.64091269465635e-05
"pop_Y25_64/16",-2.29792281926655e-07,6.010974845395e-10,5,2.9849891665218e-08,4.84001715832872e-05
"pop_Y25_64/17",-1.771751184978e-06,5.29983779238267e-11,5,2.9849891665218e-08,1.43716203093312e-05
"pop_Y25_64/18",-8.91149719037008e-07,1.2810974627634e-10,5,2.9849891665218e-08,2.23442371207395e-05
"pop_Y25_64/19",-2.48538469115615e-06,5.24310570840879e-11,5,2.9849891665218e-08,1.42944928869149e-05
"pop_Y25_64/20",-2.16288510464807e-06,3.52185428852547e-10,5,2.9849891665218e-08,3.7047605022775e-05
"pop_Y25_64/21",4.385164969589e-06,1.62597774721198e-10,5,2.9849891665218e-08,2.51728127221772e-05
"pop_Y25_64/22",-1.90310952294105e-07,1.18570494412157e-10,5,2.9849891665218e-08,2.14962528267236e-05
"pop_Y25_64/23",-9.87800473154558e-07,3.64491678171762e-11,5,2.9849891665218e-08,1.19184081693904e-05
"pop_Y25_64/24",-1.88620989485473e-06,4.92681533033878e-11,5,2.9849891665218e-08,1.38566289618983e-05
"pop_Y25_64/25",-1.40763419406926e-06,7.9257356240873e-12,5,2.9849891665218e-08,5.55768895084448e-06
"emp_Y25_64_ED0_2/2",-3.64939402574549e-06,5.2487071880109e-10,3,3.54092940253928e-08,4.52272955023926e-05
"emp_Y25_64_ED0_2/3",4.58425835863516e-07,5.71456628430116e-12,3,3.54092940253928e-08,4.71917500852639e-06
"emp_Y25_64_ED0_2/4",1.47690341062913e-06,1.1208197809186e-11,3,3.54092940253928e-08,6.60910025006166e-06
"emp_Y25_64_ED0_2/5",1.80307640019047e-06,1.966194353411e-11,3,3.54092940253928e-08,8.75361956796894e-06
"emp_Y25_64_ED0_2/6",-1.40921601551896e-06,7.72008823052897e-11,3,3.54092940253928e-08,1.73454502588348e-05
"emp_Y25_64_ED0_2/7",-2.42707771896761e-07,4.83405389595046e-12,3,3.54092940253928e-08,4.34040434998707e-06
"emp_Y25_64_ED0_2/8",-1.81514052492096e-06,8.37353204888181e-10,3,3.54092940253928e-08,5.71253388818979e-05
"emp_Y25_64_ED0_2/9",-1.07115644563128e-06,2.94528199814686e-10,3,3.54092940253928e-08,3.38795698318458e-05
"emp_Y25_64_ED0_2/10",-2.82341188330258e-07,3.90004923481059e-12,3,3.54092940253928e-08,3.89860729250056e-06
"emp_Y25_64_ED0_2/11",-5.00724657380895e-06,1.46413821601898e-09,3,3.54092940253928e-08,7.55380003966321e-05
"emp_Y25_64_ED0_2/12",-6.48351236474778e-08,5.89498560558017e-11,3,3.54092940253928e-08,1.51570896892111e-05
"emp_Y25_64_ED0_2/13",2.19413900295494e-06,3.58669536208593e-11,3,3.54092940253928e-08,1.18228367149989e-05
"emp_Y25_64_ED0_2/14",2.38833259006742e-06,6.20372084080849e-11,3,3.54092940253928e-08,1.5548932185326e-05
"emp_Y25_64_ED0_2/15",5.38102435145007e-06,2.61337989475872e-10,3,3.54092940253928e-08,3.19135942287697e-05
"emp_Y25_64_ED0_2/16",1.11244508657406e-06,2.31886434291888e-10,3,3.54092940253928e-08,3.00616017624656e-05
"emp_Y25_64_ED0_2/17",1.35421597217472e-06,1.45832775670963e-11,3,3.54092940253928e-08,7.53879644249321e-06
"emp_Y25_64_ED0_2/18",3.73573748086032e-06,5.88073743366334e-10,3,3.54092940253928e-08,4.7872966583642e-05
"emp_Y25_64_ED0_2/19",5.60515339374722e-07,7.32580327816549e-12,3,3.54092940253928e-08,5.34320789446914e-06
"emp_Y25_64_ED0_2/20",3.45008374468516e-06,2.60739524162888e-10,3,3.54092940253928e-08,3.18770321391195e-05
"emp_Y25_64_ED0_2/21",2.33607179552243e-06,3.52071828751294e-11,3,3.54092940253928e-08,1.17135917612174e-05
"emp_Y25_64_ED0_2/22",7.87237465484276e-07,1.96098058378208e-10,3,3.54092940253928e-08,2.7644649805978e-05
"emp_Y25_64_ED0_2/23",8.9503289958382e-06,1.10883119989335e-09,3,3.54092940253928e-08,6.57365889180113e-05
"emp_Y25_64_ED0_2/24",-3.7550129620467e-06,3.64690102880663e-10,3,3.54092940253928e-08,3.76995732990155e-05
"emp_Y25_64_ED0_2/25",-1.92408844068919e-06,1.48088493776593e-11,3,3.54092940253928e-08,7.59687715878775e-06
"emp_Y25_64_NaceB_E/2",-0.000287172315606116,1.26361973761277e-05,10,3.66831433688693e-06,0.00701750363797797
"emp_Y25_64_NaceB_E/3",0.000389798647541627,7.79040623966119e-07,10,3.66831433688693e-06,0.00174242662440471
"emp_Y25_64_NaceB_E/4",6.91938601064439e-05,9.70168598745525e-08,10,3.66831433688693e-06,0.000614890881709193
"emp_Y25_64_NaceB_E/5",0.000158731908869988,2.19182719551246e-07,10,3.66831433688693e-06,0.000924224765328503
"emp_Y25_64_NaceB_E/6",0.00048869286404595,2.14509216414248e-06,10,3.66831433688693e-06,0.00289132841418174
"emp_Y25_64_NaceB_E/7",6.09454320392196e-07,4.88906358747823e-08,10,3.66831433688693e-06,0.000436503056283232
"emp_Y25_64_NaceB_E/8",0.000768143759683414,4.1501851394724e-06,10,3.66831433688693e-06,0.00402168620543396
"emp_Y25_64_NaceB_E/9",0.000207570403463411,6.35127013586102e-07,10,3.66831433688693e-06,0.00157327535063549
"emp_Y25_64_NaceB_E/10",-0.00011246294372794,1.30975303053151e-07,10,3.66831433688693e-06,0.000714445577084154
"emp_Y25_64_NaceB_E/11",-0.000348424683431323,2.55632269487749e-05,10,3.66831433688693e-06,0.00998118910411541
"emp_Y25_64_NaceB_E/12",0.000126698336721963,5.94110514133638e-07,10,3.66831433688693e-06,0.00152162650693204
"emp_Y25_64_NaceB_E/13",-0.000330552248442462,1.38652327046023e-06,10,3.66831433688693e-06,0.00232454537190715
"emp_Y25_64_NaceB_E/14",-0.00011332351631679,1.32096242395047e-06,10,3.66831433688693e-06,0.00226892258390543
"emp_Y25_64_NaceB_E/15",0.000223627408057458,4.92659408683073e-06,10,3.66831433688693e-06,0.00438175243437148
"emp_Y25_64_NaceB_E/16",0.0002923429885533,1.70030147766158e-05,10,3.66831433688693e-06,0.00814024379861357
"emp_Y25_64_NaceB_E/17",-0.00035877541501684,1.31459951985076e-06,10,3.66831433688693e-06,0.00226345143508314
"emp_Y25_64_NaceB_E/18",0.000327135840828454,8.81956579587873e-06,10,3.66831433688693e-06,0.0058627050859922
"emp_Y25_64_NaceB_E/19",-0.000106729677420731,1.35510222068943e-07,10,3.66831433688693e-06,0.000726708892395737
"emp_Y25_64_NaceB_E/20",-0.000457388428233806,2.6351903581893e-05,10,3.66831433688693e-06,0.0101339893230487
"emp_Y25_64_NaceB_E/21",0.000422491654284937,1.753470210457e-06,10,3.66831433688693e-06,0.00261410869735669
"emp_Y25_64_NaceB_E/22",-0.000696062319150523,6.08359465242204e-06,10,3.66831433688693e-06,0.00486916599915374
"emp_Y25_64_NaceB_E/23",-7.50893737763464e-05,2.74754259478746e-07,10,3.66831433688693e-06,0.00103477675193012
"emp_Y25_64_NaceB_E/24",-0.000167110036487792,1.34144318976899e-06,10,3.66831433688693e-06,0.00228644410243683
"emp_Y25_64_NaceB_E/25",-0.000150636408034217,9.24503907990494e-08,10,3.66831433688693e-06,0.000600245373927081
"emp_Y25_64_NaceM_N/2",0.000324532146952226,1.9756356211448e-05,5,4.27773985738343e-06,0.0087746109546693
"emp_Y25_64_NaceM_N/3",-0.000664668116320619,2.30889482217366e-06,5,4.27773985738343e-06,0.00299969100560867
"emp_Y25_64_NaceM_N/4",0.000357087927436683,1.1934506264186e-06,5,4.27773985738343e-06,0.00215663512553588
"emp_Y25_64_NaceM_N/5",0.000375344697032121,2.30654777519785e-06,5,4.27773985738343e-06,0.0029981659890221
"emp_Y25_64_NaceM_N/6",-0.00036899846158869,6.18734808938273e-06,5,4.27773985738343e-06,0.00491051136666176
"emp_Y25_64_NaceM_N/7",-6.7123635994099e-05,1.15343279951574e-06,5,4.27773985738343e-06,0.00212016955806961
"emp_Y25_64_NaceM_N/8",-0.00032160799162573,1.35508827674317e-05,5,4.27773985738343e-06,0.00726705153483771
"emp_Y25_64_NaceM_N/9",0.000331566365524475,2.45053762874862e-05,5,4.27773985738343e-06,0.00977248772960597
"emp_Y25_64_NaceM_N/10",0.000397285929496952,2.79289332859327e-06,5,4.27773985738343e-06,0.00329914664662269
"emp_Y25_64_NaceM_N/11",0.000556892845071289,1.46200493111081e-05,5,4.27773985738343e-06,0.00754829499871202
"emp_Y25_64_NaceM_N/12",-0.00128418679454454,1.55154474015132e-05,5,4.27773985738343e-06,0.00777600619067975
"emp_Y25_64_NaceM_N/13",0.000677445167940828,1.32355945817085e-05,5,4.27773985738343e-06,0.00718201278536703
"emp_Y25_64_NaceM_N/14",-0.000781930832325149,9.14382179934951e-06,5,4.27773985738343e-06,0.00596950503471636
"emp_Y25_64_NaceM_N/15",-0.000462120554446339,1.5111613561507e-06,5,4.27773985738343e-06,0.00242677697396549
"emp_Y25_64_NaceM_N/16",0.000113605632804937,1.73764811867531e-06,5,4.27773985738343e-06,0.00260228802504674
"emp_Y25_64_NaceM_N/17",-0.000550589003854069,4.31129251740648e-06,5,4.27773985738343e-06,0.00409900257523855
"emp_Y25_64_NaceM_N/18",6.61805918115129e-05,2.91466930159291e-05,5,4.27773985738343e-06,0.0106578373806805
"emp_Y25_64_NaceM_N/19",-7.92990752674919e-05,1.26282825668603e-06,5,4.27773985738343e-06,0.00221843440255474
"emp_Y25_64_NaceM_N/20",-0.000246122599758095,4.29102176417314e-05,5,4.27773985738343e-06,0.0129316756933826
"emp_Y25_64_NaceM_N/21",2.43382807924e-05,4.33936021353756e-06,5,4.27773985738343e-06,0.0041123237445023
"emp_Y25_64_NaceM_N/22",0.000728780310387189,3.5911053006726e-06,5,4.27773985738343e-06,0.00374100695818118
"emp_Y25_64_NaceM_N/23",-0.000433997791107745,4.54093506698095e-06,5,4.27773985738343e-06,0.00420675376286401
"emp_Y25_64_NaceM_N/24",0.00160239754945963,2.91331318111386e-05,5,4.27773985738343e-06,0.0106553576837375
"emp_Y25_64_NaceM_N/25",9.02294610693724e-05,3.25651439672612e-08,5,4.27773985738343e-06,0.000356246779710827
"pop_Y65_74/2",-0.000397869886439371,2.60238224878499e-06,5,1.40543586365425e-05,0.00318463739149374
"pop_Y65_74/3",0.00156191100598239,2.58764508931098e-05,5,1.40543586365425e-05,0.0100421522395257
"pop_Y65_74/4",0.00378752556486722,0.000123842113330243,5,1.40543586365425e-05,0.0219689157444742
"pop_Y65_74/5",0.000963031417967255,7.15820900069856e-05,5,1.40543586365425e-05,0.0167023135831941
"pop_Y65_74/6",-0.000826614545236303,0.000184578122233054,5,1.40543586365425e-05,0.0268203572081421
"pop_Y65_74/7",-0.00175823203918367,8.48975739073701e-05,5,1.40543586365425e-05,0.0181895554813115
"pop_Y65_74/8",-2.23235641047048e-06,0.00062785977277564,5,1.40543586365425e-05,0.0494658840612889
"pop_Y65_74/9",-0.000769425390596088,0.000248502867898898,5,1.40543586365425e-05,0.0311200401458711
"pop_Y65_74/10",0.000454731703177647,9.81610441903126e-05,5,1.40543586365425e-05,0.0195588821891413
"pop_Y65_74/11",-7.48803817294729e-05,0.000774488422887971,5,1.40543586365425e-05,0.0549391468690464
"pop_Y65_74/12",0.00215449926873798,0.00025135752363054,5,1.40543586365425e-05,0.0312982741633877
"pop_Y65_74/13",-0.000274070063724178,0.000187850682088951,5,1.40543586365425e-05,0.0270570742947909
"pop_Y65_74/14",0.00216201395392665,0.000188238474141692,5,1.40543586365425e-05,0.0270849877118598
"pop_Y65_74/15",0.00104470398474749,0.000254282967066336,5,1.40543586365425e-05,0.0314798809393892
"pop_Y65_74/16",-0.000277504105961083,0.000127898507939037,5,1.40543586365425e-05,0.0223258079734295
"pop_Y65_74/17",-0.00236519072579883,0.00011986187502055,5,1.40543586365425e-05,0.0216129963225792
"pop_Y65_74/18",-0.000183631572985079,6.97027000647137e-05,5,1.40543586365425e-05,0.0164815953313655
"pop_Y65_74/19",-0.000379551306808809,5.47750979482375e-05,5,1.40543586365425e-05,0.01461053191978
"pop_Y65_74/20",-0.00186497535711794,0.000302552778465854,5,1.40543586365425e-05,0.0343380017784698
"pop_Y65_74/21",-0.000625461158301179,0.000181186571238462,5,1.40543586365425e-05,0.0265728079800518
"pop_Y65_74/22",-0.000554724365574928,5.59193946661278e-05,5,1.40543586365425e-05,0.0147623560825587
"pop_Y65_74/23",0.00168821828896668,0.000201279050005996,5,1.40543586365425e-05,0.0280074605544433
"pop_Y65_74/24",-0.00342522846487024,0.000104887785192568,5,1.40543586365425e-05,0.0202179400045744
"pop_Y65_74/25",-0.00023781341382613,2.2621520777519e-07,5,1.40543586365425e-05,0.000938934603701275
"pop_Y15_24/2",-0.00135493602904078,4.03687222423438e-05,9,4.04745769447759e-05,0.0125428707669232
"pop_Y15_24/3",0.00165079344886406,0.000113854075789764,9,4.04745769447759e-05,0.0210643827311369
"pop_Y15_24/4",-0.0123244105261835,0.00109298577797007,9,4.04745769447759e-05,0.0652652042427626
"pop_Y15_24/5",-0.00604277043633248,0.000596103113341007,9,4.04745769447759e-05,0.0481986796110462
"pop_Y15_24/6",0.00219514402798002,0.00142493498899749,9,4.04745769447759e-05,0.0745198498727536
"pop_Y15_24/7",0.0115501862333626,0.00108929943514939,9,4.04745769447759e-05,0.0651550504210885
"pop_Y15_24/8",-0.00344123590955408,0.00402813599930188,9,4.04745769447759e-05,0.125292913565843
"pop_Y15_24/9",-0.00138072086218052,0.00363080820092,9,4.04745769447759e-05,0.118953191842307
"pop_Y15_24/10",-0.0018672604408781,0.000401100035295044,9,4.04745769447759e-05,0.039536734480061
"pop_Y15_24/11",-0.000741741897154197,0.00143316803287508,9,4.04745769447759e-05,0.0747348216213383
"pop_Y15_24/12",-0.00245814781232974,0.00149651552577864,9,4.04745769447759e-05,0.0763686404940558
"pop_Y15_24/13",0.00173592221142759,0.00191475240013233,9,4.04745769447759e-05,0.0863834922238291
"pop_Y15_24/14",-0.00429440504929014,0.00201512235790205,9,4.04745769447759e-05,0.0886186555072571
"pop_Y15_24/15",-0.00281244119502644,0.00252275693010273,9,4.04745769447759e-05,0.0991544363096466
"pop_Y15_24/16",-0.000667454464309513,0.000133042972642721,9,4.04745769447759e-05,0.02277038721668
"pop_Y15_24/17",0.0072150083971451,0.0008127058258516,9,4.04745769447759e-05,0.056278321027526
"pop_Y15_24/18",-0.00172988965766149,0.00129282128971989,9,4.04745769447759e-05,0.0709812582553662
"pop_Y15_24/19",0.000395737967386297,0.000211482080386927,9,4.04745769447759e-05,0.0287085483543779
"pop_Y15_24/20",0.00594711383020959,0.00306048429379295,9,4.04745769447759e-05,0.109211789547559
"pop_Y15_24/21",0.00220292862048578,0.00144178974237262,9,4.04745769447759e-05,0.0749592809122588
"pop_Y15_24/22",0.00118272040606381,0.00111258389846198,9,4.04745769447759e-05,0.0658477335328074
"pop_Y15_24/23",-0.00276793780521358,0.000946097018293051,9,4.04745769447759e-05,0.0607214708484101
"pop_Y15_24/24",0.00122166632241546,0.000853322029197855,9,4.04745769447759e-05,0.0576674734982203
"pop_Y15_24/25",-0.000804676596460704,2.59164293258957e-06,9,4.04745769447759e-05,0.00317805953666907
"pop_Y0_14/2",-0.000900217662801402,0.00134693623340099,10,4.2329486853125e-05,0.072451597192928
"pop_Y0_14/3",-0.00306706720098045,8.44683907279055e-05,10,4.2329486853125e-05,0.0181435203464766
"pop_Y0_14/4",-0.00999856107798426,0.000681638208220856,10,4.2329486853125e-05,0.0515408301236974
"pop_Y0_14/5",0.00116737744882119,0.000174882570129544,10,4.2329486853125e-05,0.0261064433788801
"pop_Y0_14/6",-0.00293797014052655,0.00045196675333571,10,4.2329486853125e-05,0.0419689100584105
"pop_Y0_14/7",0.0059029906559036,0.000365495695154724,10,4.2329486853125e-05,0.0377411890863838
"pop_Y0_14/8",-0.00134730893873325,0.00782586685117201,10,4.2329486853125e-05,0.174638773758078
"pop_Y0_14/9",0.00323481697166746,0.00131244100216775,10,4.2329486853125e-05,0.0715178320246578
"pop_Y0_14/10",-0.00291029665375745,0.000310741412569165,10,4.2329486853125e-05,0.0347995809112199
"pop_Y0_14/11",0.000599365784268795,0.000206321250268905,10,4.2329486853125e-05,0.0283560952451167
"pop_Y0_14/12",-0.00248010429789238,0.00151554936217725,10,4.2329486853125e-05,0.0768527635726364
"pop_Y0_14/13",0.00148493722700955,0.000712126285659794,10,4.2329486853125e-05,0.0526808719089065
"pop_Y0_14/14",0.00076537442175098,0.000251651204008002,10,4.2329486853125e-05,0.0313165529194103
"pop_Y0_14/15",-0.0035709174820556,0.00371337474025416,10,4.2329486853125e-05,0.120298118645592
