"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"GDP/17",-205.438018943116,57157.9373663128,94,0.999907146144687,471.968180563525
"GDP/18",114.45398204392,2885810.49720015,94,0.999907146144687,3353.5775248815
"GDP/19",-231.535562780904,37018.9073091248,94,0.999907146144687,379.827358944282
"GDP/20",-183.484580010801,263307.44105624,94,0.999907146144687,1012.99199212353
"GDP/21",-35.6176864096525,82254.7733103574,94,0.999907146144687,566.180621608191
"GDP/22",35.876993156065,45167.3601060009,94,0.999907146144687,419.55297024851
"GDP/23",-128.740338825669,88428.8356716832,94,0.999907146144687,587.045008053585
"GDP/24",35.6002134411056,11234.8794234358,94,0.999907146144687,209.246717518175
"GDP/25",246.029030997979,NA,94,0.999907146144687,NA
"(Intercept)/2",-83.9026447836211,731238.977180674,100,1,1688.1230981229
"(Intercept)/3",24.4507073705842,686.431193955168,100,1,51.7217191354154
"(Intercept)/4",10.9564101454371,875.049449362256,100,1,58.3970278375964
"(Intercept)/5",110.484856921107,2739.84637402812,100,1,103.332646411368
"(Intercept)/6",101.853452521165,3619.12927534983,100,1,118.761724217809
"(Intercept)/7",53.9417905601997,1229.67212202103,100,1,69.2259795279164
"(Intercept)/8",-107.156727758547,17892.4403418724,100,1,264.064022671642
"(Intercept)/9",-61.9931074438068,47017.9275436497,100,1,428.061517923673
"(Intercept)/10",5.24438582089907,2097.1197566741,100,1,90.4036701076269
"(Intercept)/11",-216.735549836531,244171.510073411,100,1,975.488020805342
"(Intercept)/12",11.9993565073587,44578.9215659916,100,1,416.811051007285
"(Intercept)/13",144.580714923852,5228.54896598076,100,1,142.746357744929
"(Intercept)/14",162.77142855664,4153.07655043166,100,1,127.22117843788
"(Intercept)/15",82.640514892146,3852.44302533634,100,1,122.530035198484
"(Intercept)/16",23.2963812026201,64756.8430424641,100,1,502.362577642923
"(Intercept)/17",114.114381587369,3120.70069771623,100,1,110.280951624321
"(Intercept)/18",-110.92725499419,116791.760348989,100,1,674.653143388484
"(Intercept)/19",47.5028168474898,1217.11819446719,100,1,68.8717032128224
"(Intercept)/20",142.433756565144,5472.972186302,100,1,146.044789310569
"(Intercept)/21",100.915584094333,3541.89578481485,100,1,117.4876819706
"(Intercept)/22",113.183289957734,16212.1962086054,100,1,251.359539221665
"(Intercept)/23",83.5739575860644,6309.44315117432,100,1,156.808630475014
"(Intercept)/24",-167.102666478099,52570.8054721973,100,1,452.633570942818
"(Intercept)/25",-119.721302858067,NA,100,1,NA
"pop_Total/2",-34.4161446373495,9443.93361022459,100,1,191.845187247492
"pop_Total/3",-38.9692051337172,14073.6985514276,100,1,234.195512012149
"pop_Total/4",-126.564249204346,26437.6666548228,100,1,320.985938199066
"pop_Total/5",-164.674185071036,117105.263576696,100,1,675.558019689864
"pop_Total/6",-180.169757739289,149450.316938607,100,1,763.172769707631
"pop_Total/7",-33.067223362485,64741.007494994,100,1,502.301150367684
"pop_Total/8",-51.6785439588299,5029161.01283585,100,1,4427.12939961141
"pop_Total/9",299.765201062209,123299.462086864,100,1,693.194386211813
"pop_Total/10",342.1989605331,66789.6463090796,100,1,510.186564850722
"pop_Total/11",7.86149521769217,116172.211777537,100,1,672.861338113765
"pop_Total/12",-126.199365005115,262322.243024276,100,1,1011.09509738102
"pop_Total/13",273.780769166466,135314.775876812,100,1,726.184637716222
"pop_Total/14",-227.580198018424,167283.603796304,100,1,807.423032587218
"pop_Total/15",-95.0105766252007,575611.844196758,100,1,1497.74992613372
"pop_Total/16",245.602831486691,1113695.16472404,100,1,2083.32781874851
"pop_Total/17",-94.4842203464493,122392.625736592,100,1,690.640547165852
"pop_Total/18",345.84355693948,161541.34284699,100,1,793.444018244262
"pop_Total/19",-32.2586347264566,66025.3661157479,100,1,507.259109587435
"pop_Total/20",-44.3492910387249,212659.035233388,100,1,910.366704624832
"pop_Total/21",317.701392314375,103917.464326304,100,1,636.383215250606
"pop_Total/22",14.4355863266528,192990.599536365,100,1,867.246435745304
"pop_Total/23",-61.3141922162852,174086.852231901,100,1,823.677935391762
"pop_Total/24",52.0828594627387,78264.8799627917,100,1,552.278208924138
"pop_Total/25",-9.98283112131532,NA,100,1,NA
"training/2",-29.0169620948032,118463.571984844,100,1,679.464635690878
"training/3",-404.878216657352,49968.078483462,100,1,441.286631023845
"training/4",-253.693482437138,26744.9722025141,100,1,322.846082859541
"training/5",-177.400278197217,25729.7556776371,100,1,316.659321689454
"training/6",-192.553643533674,44718.3994021885,100,1,417.46259773362
"training/7",102.084451239283,11180.6330897077,100,1,208.740944309044
"training/8",119.369380418988,167658.233429347,100,1,808.326634088666
"training/9",-234.418763053288,137705.363851344,100,1,732.571256568562
"training/10",-14.3319706677786,14000.1501237518,100,1,233.582763541156
"training/11",609.276408508615,313272.341181767,100,1,1104.93179890827
"training/12",362.912770491302,145435.18115896,100,1,752.851264358314
"training/13",-79.6569304958514,133969.711935415,100,1,722.566391933471
"training/14",-379.537391323402,60383.959711592,100,1,485.104429671866
"training/15",34.5089444456443,340759.520070634,100,1,1152.38725089826
"training/16",188.469369893978,478068.469149539,100,1,1364.95865426631
"training/17",105.411268774249,83480.7127306371,100,1,570.384243793917
"training/18",20.4417136634293,177251.416690321,100,1,831.130659941102
"training/19",127.600246064474,12087.7471243797,100,1,217.043672331694
"training/20",-84.1665654703943,69452.923605581,100,1,520.259131944749
"training/21",-212.286923548026,48661.9574454241,100,1,435.481021826966
"training/22",70.9992498404278,75811.3212009029,100,1,543.552476356166
"training/23",-2.45173146646469,34666.8521754191,100,1,367.56288384417
"training/24",273.477756505469,64034.382546644,100,1,499.552410683496
"training/25",0.72308647760813,NA,100,1,NA
