"","Cluster","Prob(1)","Prob(2)","Prob(3)","Prob(4)","Prob(5)","Prob(6)","Prob(7)","Prob(8)","Prob(9)","Prob(10)","Prob(11)","Prob(12)","Prob(13)","Prob(14)","Prob(15)","Prob(16)","Prob(17)","Prob(18)","Prob(19)","Prob(20)","Prob(21)","Prob(22)","Prob(23)","Prob(24)","Prob(25)"
"UKG2",7,3.00774133861575e-08,3.13257316434304e-40,3.22922672975944e-27,9.8200204452931e-12,6.79298224528309e-26,8.00518452092795e-33,0.999980373644199,5.9855220730312e-16,2.64591746594032e-23,3.77490943763555e-07,1.98018206158238e-31,3.15417480812633e-08,9.34125193936999e-60,2.36511584367816e-43,1.04617966572199e-35,5.70151498189983e-22,8.08281543014277e-40,2.58871163247388e-37,1.91552948302996e-05,6.64547935237468e-34,5.44103914914165e-30,8.25491338042771e-28,3.19410402237901e-08,4.47814798773417e-15,4.18796795430424e-58
"UKG3",7,3.7368545350976e-08,8.8394846201539e-31,1.03334715694615e-28,1.8278936472413e-11,3.07361895430583e-15,1.84901552060066e-17,0.882562694031233,1.84398978734223e-10,1.36087893561185e-19,0.0835886077670247,3.183477836242e-31,3.35713580127059e-06,1.50580398270751e-32,3.13224043522986e-27,2.26120661818478e-31,2.63554611453035e-20,2.97062134233165e-22,1.88335504648959e-32,0.00100372998877732,1.42023951435999e-16,1.96378249772616e-11,4.59911077473873e-28,0.0328415734862997,1.28045748949347e-20,5.455816957994e-63
"UKH1",7,0.0135686252356405,4.34416878299068e-33,1.19213033802921e-22,1.74178215937721e-10,2.49305537059363e-30,3.37672475879844e-37,0.955428975314266,5.99523009723654e-11,2.32512983349517e-13,0.0304721918777872,5.03422456049046e-22,3.48882305264733e-07,2.53736686471301e-67,3.07237348468925e-51,2.70122889499148e-35,2.79912723678259e-18,3.04126521762868e-47,1.6683722370482e-29,8.34830078335209e-05,3.12756169978069e-39,1.28617649308149e-30,1.70583996557581e-22,1.54163177017698e-07,0.00044622128462758,1.26461641567128e-47
"UKH2",24,0.0187938720549225,5.48458954224856e-28,4.06540568513311e-22,4.88118028844743e-15,1.89619228450487e-29,2.93596879382029e-52,2.9361269571246e-05,1.68548780093827e-18,1.02206690750729e-17,3.35472630415683e-07,3.2049771030458e-15,2.85258560175571e-09,4.38300614516639e-58,1.95895774599206e-55,2.14271748639818e-22,3.05896058319751e-09,1.29498910670627e-37,1.98159661884372e-18,0.00146110269425379,1.49031150410094e-51,1.09423699003006e-42,6.40412846815459e-33,1.49162538282705e-15,0.979715322597066,4.90023399349358e-37
"UKH3",7,0.000268248796004375,8.84739309969019e-33,7.36681826817679e-22,2.17197836800791e-05,1.53226476507543e-25,3.76055053644033e-38,0.997857926493023,5.11192839844817e-09,5.60466325909848e-16,0.00148516059339483,1.57881073756027e-23,4.46742883199761e-10,1.65989499205582e-62,6.4853441498604e-47,2.12774601461393e-36,1.6625917744567e-20,2.56152277175552e-41,6.29842178758747e-26,0.000338820034043108,2.23138683299486e-42,1.38436081178885e-33,4.64572159049646e-41,3.47275917554284e-11,2.81187064551336e-05,1.67315264009817e-52
"UKI3",25,7.82084541376654e-113,4.41687899039712e-60,1.09105048338353e-91,4.82596708769675e-204,1.28032366007497e-238,0,1.24287612833098e-252,4.65481339806992e-214,2.97785427949499e-70,2.92770272465327e-177,2.079504352366e-129,3.41596240165824e-239,1.26265760255462e-257,5.96116390701962e-293,1.93402147307561e-104,4.29971799819658e-127,5.87484090990398e-267,1.25643439366152e-66,5.2302372559782e-203,0,3.31093566198576e-261,1.50127426691201e-146,2.16785006247603e-222,8.7818471715325e-82,1
"UKI4",24,0.367202541558531,1.28330366792104e-06,2.85881251217769e-18,4.27958997127259e-36,1.22762353592072e-40,1.59812277680986e-67,2.18873951967555e-29,5.72923090369467e-34,1.72163682366074e-06,3.61432416644544e-15,1.3510018181541e-13,1.81105451083379e-23,1.13839487813126e-51,2.91343139567991e-66,3.30215420572679e-07,6.97028157832414e-05,2.7895381426513e-44,1.04745886769475e-08,3.9083944763203e-17,1.74620670166075e-62,1.9784430471988e-45,3.53790523409245e-12,1.70022464687332e-23,0.632724401874873,8.1166349726249e-09
"UKI5",7,1.30492638112822e-08,1.64151572281795e-37,5.53212768246407e-30,9.67531775925997e-16,1.34775027998972e-21,4.25523491776746e-37,0.934737261536352,5.5172875007648e-20,3.50393527715659e-28,3.83598338029036e-08,6.51880088130633e-26,2.05501573007696e-05,1.38087247977724e-43,5.34389428451478e-41,5.47823007250902e-25,3.23778883362375e-13,1.46792783727079e-25,1.96306637513997e-30,0.0652421364884263,4.36813513239224e-34,1.51105360034582e-31,1.12115750358522e-31,4.08496414263332e-10,2.58112955526588e-15,7.43505562161998e-55
"UKI6",24,0.00201583532427028,1.25505901460139e-35,1.44044065605978e-19,1.19579131446119e-11,2.43880851504759e-32,3.96647547904097e-58,0.000802066470570974,1.62215393531702e-21,3.52385866264606e-20,2.00675063818581e-09,1.68425933902638e-20,4.80735867131972e-12,8.98151903001676e-71,7.08800911685892e-60,2.45418726281522e-26,1.08883461571576e-11,1.0193773979165e-45,8.6527072363358e-22,0.000408160148214476,2.36498298717972e-59,6.24156201791929e-51,1.57821688560104e-37,9.7504463472473e-19,0.99677393602254,2.10066998168241e-38
"UKI7",24,0.249372892231666,1.67616408656867e-25,3.33972357775593e-16,4.55229697607718e-15,6.38923999281897e-29,1.54091632026175e-58,2.27731652413022e-08,2.96492225643549e-24,4.76525774430126e-15,4.04947631633655e-08,1.40713638199197e-18,3.06940175012011e-14,3.28610202406665e-55,1.6245986541288e-55,2.45183039937875e-16,1.5265455389417e-05,2.83092608333183e-37,6.33275849665862e-13,0.000182694217946982,3.16010606864596e-57,1.16344668639781e-45,9.02567137745565e-34,7.8464982829034e-19,0.750429084826395,2.01987273555889e-29
"UKJ1",24,0.5608452783962,3.01059575237423e-22,6.10102083990704e-14,4.10467120530681e-20,8.39265870333158e-37,7.61838359062384e-61,9.24942510623181e-16,2.91642432514746e-27,1.8212228416267e-08,9.07014511800429e-10,2.65513161252381e-22,2.47771578562761e-20,8.32488868875307e-66,5.14782943513594e-62,1.34946337819724e-19,5.79601445697031e-10,8.35998829339256e-51,7.52150354721369e-16,2.08257402055677e-11,1.99887617670397e-60,2.53984303498176e-45,6.11509342828675e-22,8.3539890986645e-20,0.439154701884067,4.23496564386412e-23
"UKJ2",24,0.00101107856973704,3.43426138017099e-32,1.99809054113812e-20,4.19794718096249e-17,7.62177136259903e-36,5.11469849481103e-62,1.1093668874686e-08,1.7854753574133e-24,1.49316766578655e-16,1.70871890985293e-08,9.50731846521785e-20,2.21570403210616e-15,4.19230217205807e-67,8.59890992551918e-64,6.54074634200902e-25,1.77498427337064e-09,2.83498827429387e-47,7.39204575192811e-18,4.51022080646626e-07,2.59723044043261e-61,7.87724232646309e-49,2.87316369711883e-34,9.40520487806082e-21,0.998988440452338,1.87851146738502e-34
"UKJ3",24,1.14227278990471e-06,6.425413945939e-30,2.53115141871261e-34,9.12915724732571e-19,1.51986176432533e-35,4.04011504583758e-47,8.38645176087704e-07,9.86305067247277e-10,1.88886333385393e-20,1.22493587541686e-07,6.92844933851153e-10,3.88602490610949e-07,2.13382897468502e-66,2.20082269589568e-61,3.3799632551087e-37,1.81912011030952e-19,6.65301793846042e-44,4.36441348436846e-26,1.57297137469125e-07,2.06238718231543e-48,2.59751352919296e-40,3.6581703820314e-38,4.1121778274064e-15,0.999997349009664,3.8541895261965e-50
"UKJ4",7,4.39555839102574e-05,1.08105739938153e-37,1.02113738730047e-21,3.78422075789217e-10,1.00382215618024e-26,5.35266633958545e-41,0.999206343404628,4.73194212957895e-18,5.26628171192943e-20,2.95510265950793e-06,3.11390957050177e-28,2.00252797263194e-09,8.94292500009765e-62,1.89979578974696e-47,2.359955655995e-30,2.4283435556337e-16,4.69009875696337e-41,5.61966508970834e-30,0.000746741350435643,6.85580396077458e-42,1.35554470031517e-35,5.19619100707461e-29,7.99798707959346e-11,2.0974364137163e-09,6.32432778729852e-49
"UKK1",24,0.0146960863108386,2.49588227696586e-30,3.5584369682775e-25,2.17474932479075e-15,3.27405808216704e-33,4.80684551995539e-45,0.00126055302361865,2.11906877272719e-13,5.30242541877001e-15,0.000227418170400114,1.71164024818288e-15,6.62420586328166e-07,2.68527231049074e-66,2.56180529184443e-57,3.99660071863898e-31,1.9216460198152e-14,1.02814302998038e-45,2.75774382228381e-25,4.19091415350274e-05,2.17911189081704e-45,1.97491823745751e-36,4.96196760653862e-24,4.86505549930715e-11,0.98377337088413,2.27492608222472e-42
"UKK2",7,1.08427241452001e-05,2.36228038159204e-34,3.26127539094949e-29,4.03620343660643e-09,1.96709717489012e-30,3.57072012052893e-39,0.984713271320991,1.07925090117222e-05,1.48474321940028e-19,3.22615659624772e-05,1.09464161394267e-16,2.32944860074046e-06,5.07777898535072e-70,9.93282607097249e-54,1.75895047932272e-41,2.69437873025459e-23,5.80591549338404e-45,5.24189783995234e-30,5.77041073122529e-05,1.41445410602573e-43,5.8180510073348e-37,8.12527128786596e-41,2.21830289307669e-11,0.0151727942655898,5.71148736055274e-56
"UKK3",7,9.30372567337713e-11,1.13052455014222e-42,9.70623933433475e-34,6.82948636516027e-11,1.10378552879749e-29,2.7415094407719e-33,0.999999245489791,1.89130919742444e-09,3.67319414968357e-27,1.82079942453003e-09,9.95122713848199e-27,3.73490455387142e-07,8.92483908935808e-71,5.3644608642308e-49,5.71904822259617e-46,1.15214308660025e-29,4.37093945419354e-45,1.15558702637364e-41,3.76900948447472e-07,1.44992890927672e-37,2.4930154449171e-35,5.56090588309704e-39,2.43972724926271e-10,1.39144960826318e-12,2.72175560373963e-66
"UKK4",7,8.79212731986678e-09,9.50825211657254e-33,8.61598472642722e-38,2.47026814051581e-12,9.76821464750826e-27,1.091366654641e-32,0.945918457163085,0.0388405903939253,4.96399533346643e-25,6.19609355490272e-06,1.19080030072439e-12,0.0149096908090456,8.99971275792138e-58,1.26636989831519e-48,4.34700327862834e-42,1.14136602188374e-24,4.24655908402536e-34,1.90921084826504e-31,0.000321039059979617,1.0921107018572e-35,6.97092089932096e-32,2.65007020652363e-46,5.72126031421687e-10,4.01711249521783e-06,2.25941348727619e-64
"UKL1",7,1.86781087394126e-13,3.31131585368823e-44,2.69048066638891e-37,1.31550301883978e-14,2.12103783542711e-25,1.37815788106032e-27,0.999997359652663,4.35257638625147e-13,7.00160296943781e-30,3.86068344801645e-08,1.67532727067605e-31,1.2740709270929e-06,1.49059573819346e-54,1.92136206324498e-41,1.24791771175491e-42,5.48584150070326e-27,3.17725276391486e-35,1.52227708866679e-42,1.29833351497229e-06,3.4582693076146e-28,2.70695701590199e-26,8.45782989706985e-36,2.93354257619459e-08,1.86941127396438e-20,1.74719140578206e-71
"UKL2",7,1.60339337653385e-07,7.58193206950051e-30,1.9196535827005e-35,2.41421746731538e-12,9.72733137137988e-24,5.28991890438358e-30,0.949055270304151,0.00362715198455659,1.80363181360654e-23,3.57825721685921e-05,1.58964010540418e-13,0.0444103570293231,2.64767684057774e-51,3.39323109420999e-44,1.86197227359463e-37,3.10301589533508e-22,6.8179212599509e-30,7.10685043449837e-30,0.00287092469506562,5.13701293648849e-32,2.40852190449604e-28,9.01211793177192e-42,4.51042270050365e-08,3.07968597381901e-07,2.19203178907525e-61
"UKM2",7,0.0128720502612147,4.87868185883391e-32,2.63882026199156e-20,1.47905096552942e-10,3.65690271353432e-25,8.523934703074e-37,0.981139383762847,2.05332363027377e-15,1.2445075865422e-15,0.00124146398049711,5.24724128028784e-25,1.84962942427025e-07,7.18227113643919e-57,7.40947708097235e-45,1.59864173271335e-27,2.45669252724676e-14,1.22222675296801e-38,1.81995474922567e-27,0.00474662176568747,4.46030387619807e-37,6.16846698912531e-30,2.72900938706798e-22,1.53530482754299e-07,1.41588395976368e-07,3.37878764690461e-45
"UKM3",7,3.91060013049342e-05,2.12327961744266e-35,1.37474020023895e-20,4.78122046542825e-12,8.33716393344563e-21,3.16485729460101e-31,0.99654264398211,8.71000100693396e-21,5.68485271087328e-19,0.000115738833021559,3.98741760686598e-34,1.5742036785712e-08,1.19142119502448e-46,2.10433163415198e-36,1.7692381860033e-24,4.36821048134596e-14,2.18315733713483e-32,1.21483369394355e-31,0.00329034854429447,2.23966097138735e-29,4.95046271551553e-24,8.52183448959992e-18,1.21468924069481e-05,1.27383874875153e-16,2.72255874038163e-49
"UKM5",24,8.99123126572353e-05,4.75173736070272e-31,3.86895252835961e-20,8.36567163782038e-28,1.63505385030993e-53,5.60780353612537e-69,9.69327440815974e-22,5.02671003842295e-31,4.94962163300268e-13,6.5489706248548e-19,9.67278901891529e-25,1.40553483903862e-23,4.89496344985999e-100,2.68084600725328e-80,6.59174481715577e-33,3.61896676623859e-22,1.52646197612004e-76,3.01629410587791e-32,3.28409137416527e-20,1.81608236788084e-71,2.91921170522202e-59,5.13360796058969e-12,9.2717338605978e-24,0.999910087681714,2.66848821304308e-24
"UKM6",7,2.66287229634014e-05,5.51988006528963e-52,2.97456335365796e-20,1.44544361925039e-12,4.44678545647035e-44,6.48758610046705e-43,0.63865131834984,3.89896121289472e-22,8.94125876177947e-19,7.00894306885591e-11,1.75485326312536e-38,4.55190174909784e-11,1.9166303378101e-106,1.10938147540336e-63,8.44294208355088e-46,1.23607914358001e-28,1.05768375028033e-76,2.06474635735699e-52,5.29922729611651e-11,1.65091579505228e-47,5.11895243989478e-44,0.361322013413614,3.63694288512006e-08,2.97410748056513e-09,5.78411347783872e-48
"UKN0",7,2.52015504424846e-08,7.02555311490396e-34,7.75488197797789e-24,3.55705373185744e-09,1.49440180497629e-13,2.05527799779041e-18,0.992482794026943,1.55954011022214e-15,4.04165596694406e-21,0.000137057029502386,6.76193005983026e-39,5.9178365026507e-09,4.61532985395294e-35,3.69021250532685e-24,8.00247747309102e-29,6.33929172839811e-21,1.39133239450978e-23,3.10056701824689e-35,0.00054807387063965,3.63882287184765e-18,1.56427616836049e-14,2.03139586996502e-26,0.00683204039630813,4.32248243667764e-24,3.896224407188e-61
