"","Cluster","Prob(1)","Prob(2)","Prob(3)","Prob(4)","Prob(5)","Prob(6)","Prob(7)","Prob(8)","Prob(9)","Prob(10)","Prob(11)","Prob(12)","Prob(13)","Prob(14)","Prob(15)","Prob(16)","Prob(17)","Prob(18)","Prob(19)","Prob(20)","Prob(21)","Prob(22)","Prob(23)","Prob(24)","Prob(25)"
"ES11",15,8.67111831310071e-13,3.8749906423126e-41,1.09090101178053e-16,1.56671148283543e-20,0.000528237093109587,3.33739900694698e-23,4.53502951046498e-06,2.40314269526905e-48,3.68766485566e-31,1.88561188172601e-12,7.2018949965063e-65,1.09684873355374e-16,0.0198462383405595,9.96659163954683e-08,0.978243188817647,1.33172738601022e-05,0.000641286216067549,6.69181600250507e-37,0.000651897548575097,9.29592958300238e-12,1.95444377586487e-11,1.30034547800026e-05,5.81965283816835e-05,3.3567877878581e-47,5.14402382142519e-51
"ES12",5,1.44736876110283e-10,1.14570477012819e-36,4.35124509867466e-12,1.38819292728054e-13,0.535992118762639,4.85492949651875e-24,2.53390875247525e-05,4.75316527090852e-43,2.27254009986554e-29,3.34819627758256e-13,1.21485075924786e-61,1.81086379142441e-17,3.86096923828659e-06,3.76547734684102e-06,0.450927528965114,7.67529008415441e-08,0.0020441122014194,7.08929461936208e-33,0.0110012742841088,1.82062591358366e-16,2.55623771716719e-16,5.02306640145981e-17,1.92335014585397e-06,2.51073999604893e-42,6.78433594665326e-49
"ES13",5,2.70830521070437e-13,1.44552683827737e-34,5.5455255820427e-18,4.47702668817374e-15,0.728562598464,3.4903775172485e-20,1.0036736716153e-07,1.59778090174225e-38,1.38936131591693e-31,9.13749155674245e-15,2.2681358502774e-59,1.26169477380704e-17,0.000591379384935052,4.52479679939805e-05,2.62053955656259e-06,1.77306940702532e-13,0.27073405659335,6.26110903301258e-35,6.3517455730546e-05,6.9460010996475e-14,1.67759564694473e-14,1.0037011815304e-24,4.79226518305668e-07,5.03178842772982e-44,7.53827046802351e-56
"ES21",15,4.84940139610503e-11,8.77088224161522e-30,9.57302433565417e-13,3.59859561446071e-23,1.77665869920337e-16,1.04813870962296e-53,3.09387446099931e-19,8.21162993793205e-50,4.40895490816251e-25,3.24403518714e-18,2.94752262298315e-51,4.30548464179322e-29,1.0110778552095e-19,1.55590812340399e-31,0.999926119031973,7.38808171539461e-05,3.189102749375e-17,1.26715737645094e-18,1.01421348418709e-10,2.68296036349912e-46,1.06189385300713e-36,7.51700104794167e-32,9.17789773075922e-23,3.62566381680869e-31,1.11754794184512e-33
"ES22",15,6.52866378165391e-20,2.34412085364471e-47,3.99971037783514e-17,1.9123249524994e-34,9.42544560417841e-24,4.11577226092743e-60,2.08878265133016e-25,3.11325804068469e-71,5.03097025687032e-40,4.07558501775957e-32,1.92045101557421e-72,6.22987734617623e-36,2.60206579062347e-31,6.3522772110968e-35,0.999999999908592,9.14075978743038e-11,6.33620145115889e-27,3.62915631955745e-39,4.01901107298141e-18,1.05472033230796e-49,4.61380577951362e-47,2.233757775842e-17,2.5806267284259e-27,1.88133681658092e-48,7.94966598059413e-38
"ES23",15,1.12445663395924e-09,7.41781931499335e-34,8.09397157496059e-13,2.86730681087004e-18,4.64086774385326e-07,4.0396499221685e-29,2.79082710870973e-09,1.94067589355425e-44,3.12861941176698e-28,3.38783537617705e-16,1.56933352552963e-57,5.2307317088668e-18,3.18932788534228e-15,7.45638886991268e-14,0.999981411291918,1.21268468161934e-08,1.37404364940324e-10,4.95615513516025e-34,1.80443178478022e-05,1.04829943311522e-21,1.18768655505965e-21,3.69633462145111e-10,6.37534037499278e-08,8.74345099491047e-39,2.69866521074852e-42
"ES24",15,7.9870698900839e-09,1.23655935231097e-30,2.38630673054807e-13,2.63266999813805e-17,2.10844833770183e-06,4.48935809594396e-31,4.56204888335497e-09,3.53881073919916e-41,9.98185975374941e-26,3.99149442370187e-13,1.90655312091357e-52,7.22280008791668e-18,1.38008188285384e-10,3.94655735838223e-15,0.999752402048144,3.69734100557547e-06,1.44953260237306e-07,2.53134298514381e-27,0.000241631287260004,1.60716552434122e-23,1.47484912373637e-20,1.85202367120823e-17,3.23422354298238e-09,3.43287121125446e-35,4.82423067410836e-42
"ES30",16,4.70571792545326e-12,1.45082604524054e-33,6.01966313908074e-14,4.94906383589591e-30,3.45260303980481e-23,1.43182662495883e-56,1.03158379258741e-21,7.38878600916616e-56,5.7365445938348e-19,1.94823150491402e-12,1.55003380027142e-56,6.25351284572309e-33,1.77861172765388e-17,1.37170321137483e-37,0.00587585024905416,0.99412414974417,2.21036022806257e-24,3.06605246013809e-17,6.16192120902136e-14,5.89399898625568e-45,2.87972680571812e-28,2.81173801988922e-19,1.05906532704687e-22,4.66458812109339e-34,5.86057114759496e-33
"ES41",15,1.86741192774181e-09,1.80841694622346e-33,1.00148109317611e-15,2.53732680805902e-16,0.0207150785365451,1.19334407849416e-23,0.000111972901421412,2.16326822247125e-39,8.72884511722048e-27,3.26470861545994e-09,5.95051675703311e-54,3.98848726508241e-14,0.112861433267784,4.43125746053163e-09,0.40715462440213,0.00020847619566215,0.283458674525761,1.05867992841943e-28,0.175442265674865,2.56263291407443e-14,3.96341761387857e-12,5.57301891404118e-15,4.74649284164017e-05,1.75102217985066e-38,2.18194066766809e-48
"ES42",13,5.95178432768766e-17,4.85406954390323e-47,3.37104653754422e-22,1.33713234936151e-24,0.000677559494531102,1.26205321953232e-20,1.37108666761543e-06,1.18857215844933e-52,5.24614400887941e-39,8.30465239568073e-17,6.26358549296813e-70,6.3306324581837e-16,0.742738634660128,1.92803253967489e-05,0.130637217004947,2.06060982902128e-08,0.121166705988542,2.98242245942957e-45,4.01180380145104e-05,9.59314108438734e-08,9.84139160686318e-12,0.0046192044221084,9.97924323132897e-05,1.60598150656417e-54,1.49990399875089e-57
"ES43",14,9.88370699509045e-20,9.21367550350941e-49,8.329100256523e-26,2.59633462800224e-22,0.0484622226616193,7.96005788535525e-13,2.91009837641258e-06,7.28696954391393e-48,7.13379977342875e-42,2.70381632544316e-18,6.76094264686535e-73,6.98085267830832e-16,0.0300408220095594,0.723248393325408,4.92433594770281e-09,1.47502379239755e-16,0.179158445508838,1.10564359005636e-51,1.12963931505852e-06,0.016487138637728,7.50345626200893e-09,3.78056537524094e-09,0.00259892191000125,1.56451914953022e-58,1.66191910919155e-67
"ES51",16,1.35625121230108e-07,1.33151716696579e-31,2.84268954019319e-07,1.11870684844906e-18,4.57147373313961e-14,1.1379469218548e-39,8.22886036016275e-13,1.30118912769575e-45,1.82559284613057e-10,0.0277358394599579,2.70675408729465e-59,2.26017545338269e-28,4.26321026496267e-10,4.38166302536965e-24,2.09656609302104e-05,0.972242761242398,5.9836395350686e-20,4.97008088455083e-16,1.3125897513551e-08,6.05189905668276e-30,6.18340251360274e-12,7.14153440162593e-15,8.01492681223902e-13,1.25718976462858e-33,1.15663178564009e-37
"ES52",13,1.87263186032309e-15,3.94784143543277e-41,1.99351323447179e-25,1.11893631237541e-24,1.28903523562214e-08,4.52219277169632e-24,8.94310230695626e-08,1.85420041603153e-43,2.30852717741781e-30,4.36444368682383e-09,7.05275181358109e-59,1.46029182454732e-16,0.999964426322492,4.33366588256925e-14,6.68135471448325e-09,2.39394581865883e-07,2.88090178344049e-05,1.16411673397111e-34,5.34317473817335e-06,7.32992259839735e-12,1.04196457134612e-07,5.14688147919447e-13,9.64518833222177e-07,1.33956167053671e-45,1.67963967323732e-58
"ES53",15,5.17717924325018e-12,1.2629589897767e-40,3.11493843027495e-10,3.88275644325607e-20,2.83364322196589e-08,4.23379841500952e-29,6.66218994460724e-11,3.00299794607332e-53,5.21496130156885e-29,1.26412168056131e-17,1.18286495584992e-70,5.54041817226199e-23,3.10145264791597e-16,6.6258077324771e-12,0.94765761140097,1.20620727796902e-09,4.50563770493252e-15,9.5760457271499e-40,2.85556702781204e-08,2.58042746158093e-20,1.15244346020798e-19,0.0523422953294742,3.47813225103377e-08,6.07124487980933e-47,1.9264958948074e-43
"ES61",13,8.16007375147434e-30,3.08768957058737e-58,5.05400091105804e-37,1.54860905024925e-37,1.23477347404342e-18,3.12713466006423e-31,3.63333292370322e-19,7.44312568590155e-60,2.3184341686155e-39,2.57545240077258e-15,4.97487708388729e-82,2.47138939860302e-32,0.999999582631859,2.39920933020768e-20,1.721907872275e-22,3.08963599293765e-17,5.59265354348319e-15,2.24139171762171e-46,7.1831252919656e-19,5.5594911734742e-16,4.17368131951131e-07,2.62323946330157e-21,5.38395190447031e-17,5.13051861619047e-66,6.32397367449101e-77
"ES62",17,2.66914705023387e-14,1.0653615616492e-41,2.88920359070465e-22,1.51336643890515e-20,0.0459835958707662,1.92534095091826e-14,0.000462095199735195,4.90246155963797e-43,2.3451918325763e-35,8.54653196797521e-14,9.61124832069058e-63,6.90638141800946e-12,0.0325690272499043,0.00101720319370664,0.000109092956176661,1.31274499700645e-10,0.585530011524725,9.37095302107387e-44,0.00251620716964202,0.000608751989494939,3.15375674953994e-08,7.53130642759883e-05,0.331128670105693,3.1267400357595e-49,1.66744754043482e-58
"ES70",13,8.99915839814664e-15,2.27454040005412e-39,1.95101306477039e-21,1.23873372931155e-19,0.0248400776313848,1.67369850166911e-15,1.74258586281578e-06,1.00394360433696e-41,1.97298906403903e-32,9.50837334644897e-13,1.53207709168608e-63,1.35429039240658e-15,0.900948948694737,0.00048471910237559,4.58856850776401e-07,3.2040920078327e-12,0.0710917215774797,2.24231615990308e-40,3.2167060360976e-05,4.71422462813236e-06,4.13262798747016e-07,1.33712508970491e-11,0.00259503698598368,4.69683397037177e-49,2.48662506091823e-59
"FI19",12,3.96155226827956e-12,4.18411569422748e-33,5.75668568730595e-48,1.09231934175633e-24,8.20726848010387e-33,4.46846897236296e-40,1.16155338042159e-05,1.16227491244042e-07,6.70796048496338e-32,1.05629049319255e-10,5.44763151440037e-06,0.999980280821065,2.3414659270299e-55,3.60240375764841e-57,4.43214461045604e-39,7.65692030884328e-22,4.48446109436342e-32,7.13340560584367e-33,1.84146160651681e-06,6.84414854591791e-39,5.91807896914186e-37,2.78938566362931e-42,2.02678732948389e-13,6.98214725821477e-07,4.12701548948519e-63
"FI1B",11,2.03117010091581e-22,1.78172990074748e-36,7.10153534726208e-64,7.8467081357642e-49,1.35758233517453e-60,2.49746359318285e-75,2.22946245775464e-28,8.78001279274343e-23,1.67141734453238e-40,3.60400323073774e-27,0.999962743516554,4.47555504493574e-16,1.77361516594593e-82,3.19686169420462e-94,6.55022710832495e-49,1.14223696322289e-29,8.62263561170081e-57,2.51514980688905e-35,5.54328291182969e-24,4.23391773609062e-73,4.10677116650625e-66,1.69087102911111e-54,1.54241863050014e-35,3.72564834455097e-05,3.44568657429214e-58
"FI1C",12,6.70742335534587e-12,1.61459724922956e-32,1.16695701357091e-46,5.41813502720074e-24,2.14014274299976e-30,2.74636479269993e-40,2.72951707848607e-05,5.30052228038618e-09,9.56150198127815e-33,4.29220271348309e-11,1.14674032966097e-06,0.999948408982385,3.2107255256856e-51,1.3389755391206e-54,7.54219485515759e-36,5.02191474420297e-20,2.74435169462544e-28,2.4419538355585e-31,2.30273904103512e-05,1.28789392561056e-38,3.285358975763e-37,1.41514973441639e-43,1.26668951119345e-13,1.16365812053177e-07,5.37670024144259e-62
"FI1D",12,3.73810238739273e-15,8.10736397558285e-38,5.1124677985604e-52,4.78951621665236e-27,1.67178160215763e-33,8.74391757527665e-40,7.32226195824187e-06,3.86788125267498e-10,6.56335850573543e-37,5.57904795986589e-13,5.69089387717277e-09,0.999992426163194,3.19046967881839e-55,3.83072745995976e-57,5.23264153408429e-41,1.07817571197676e-23,1.81930081534888e-31,1.72558545960772e-37,2.45450393767922e-07,8.58777840941843e-38,8.36135241004609e-38,3.21735117698665e-43,3.53092771854714e-14,4.61750486513205e-11,2.5458798457219e-68
"FR10",18,5.90330918908442e-19,6.48116188676506e-27,3.44465702307726e-31,2.21767938028852e-50,2.28905778868112e-55,2.09841010499547e-93,7.79750688694315e-45,6.04305735798359e-55,7.44395518977925e-10,4.34097452265745e-13,1.62007447271467e-37,9.31624486033353e-51,2.8038587891382e-40,1.35650590578448e-83,7.03647155033932e-25,1.30224272189177e-06,1.05977049931117e-53,0.999998697012448,3.93476307679292e-32,2.2967745072997e-82,2.10214745873501e-45,3.81728750545097e-48,2.52330906916419e-46,2.54396682703805e-19,1.24919551120483e-30
"FR21",7,0.000132111178067832,5.25360609292051e-29,3.4424845726727e-19,8.47451791938714e-11,5.26456669340642e-14,7.1216565396674e-33,0.0848654526720578,4.70651089947999e-21,3.72763489907106e-21,1.88884351370494e-06,2.18375675476988e-30,1.58793696661341e-08,5.14795008760321e-33,1.97279775819907e-30,5.91104097004794e-16,5.20011075797874e-10,2.39195904868365e-19,5.10062398324293e-24,0.915000464389291,1.71356644859224e-30,4.24097309989656e-26,1.50322842077322e-28,6.64328897742371e-08,3.55699461528956e-16,4.14381600808986e-46
"FR22",19,3.22053190611156e-07,4.68343441374207e-32,8.56238242586556e-22,9.18291611178502e-08,9.48974407602246e-13,9.32415090066256e-31,0.736988691534362,1.08158558574194e-17,1.46274130592933e-22,3.18095839115376e-05,1.04847277524404e-32,3.24371559932377e-10,6.91968013656476e-32,8.84233455789655e-29,1.05056894342695e-22,4.39180781391839e-14,1.50899784407563e-18,1.84763624535408e-24,0.262979081951325,6.17839123184703e-30,2.18871744807815e-24,9.6616041212156e-41,2.72268513369187e-09,2.58308635336766e-18,2.88876141894953e-55
"FR23",19,3.50780369465353e-07,8.47862026044164e-33,2.81685508084232e-28,6.4686670561848e-19,2.70757496578409e-20,7.92134763116869e-43,0.00588201936461836,2.26803033196334e-24,3.95752364221148e-28,3.21093711947903e-09,2.69696701366987e-22,1.29600153024878e-05,1.8654239635098e-35,2.12932460496895e-41,1.57744789863504e-15,2.27262410294844e-06,2.65960449390096e-19,8.38696357653214e-24,0.99410239400097,2.41510410704224e-37,3.1462742833812e-34,1.42822404416487e-30,3.57153310317087e-12,1.26200125586475e-13,1.53701494622469e-46
"FR24",19,1.17172676536833e-06,3.65800691973795e-34,3.60671691604097e-26,2.67726029710932e-16,4.93233188811615e-21,5.81857579662896e-44,0.0506896282881289,1.81167418987164e-23,1.37126099663012e-25,4.49503135784161e-07,8.62744467577086e-24,3.27367175183004e-07,2.25951845153405e-38,1.13698558249267e-42,4.1185518610209e-18,1.22334493337609e-06,1.38871164395398e-22,2.9078530366271e-22,0.949307199766982,2.3034645680267e-39,5.45644380112941e-34,3.26070244593825e-33,9.05023031778962e-13,1.97424430613089e-12,4.09918115543019e-47
"FR25",19,1.06987751289285e-05,6.80952270332925e-33,5.14815121126606e-20,9.47837520289861e-10,9.08675758374083e-16,2.90132722957055e-35,0.552603509088244,3.16578675665212e-21,1.14771425590529e-22,8.63974949194704e-07,1.29533935304977e-31,2.37970766901283e-09,4.58498535210061e-38,3.41449501779359e-33,1.96919819764429e-19,1.66745225135595e-11,1.22093580931472e-22,2.26495743668568e-25,0.447384923219261,1.28354141403206e-33,4.85683163298893e-29,1.18160194459084e-32,1.59819531657711e-09,4.67932151084042e-16,6.3486421971277e-49
"FR26",19,2.30640621849915e-06,3.74359594926989e-33,1.90219123706666e-24,7.17966832939051e-15,4.28319063312749e-19,8.66578016877521e-42,0.040177024266358,2.05401822658675e-23,5.42689359034625e-26,1.7327298578371e-08,1.74112191235207e-25,2.03365570515519e-07,3.05838892425552e-38,1.48021448387412e-39,5.31728321244934e-17,4.98029779749377e-08,1.41000813133727e-21,1.1264698444448e-23,0.959820398826192,4.69391545611906e-38,3.95161290417838e-34,9.91106992994382e-33,5.22502344715652e-12,1.52876590598967e-13,1.39456703095834e-46
"FR30",19,1.1459319559183e-09,1.24226212296728e-32,9.19516912701978e-34,2.64817949949544e-20,1.18041560624681e-16,1.70800886228705e-32,0.0491830146862638,1.2877430397181e-20,4.57407881675212e-27,0.000483399198183738,2.90216133653479e-24,0.000187657171686398,1.00977034227539e-20,3.41490861085713e-34,2.48083458840224e-19,2.65739481275409e-07,8.14033883005463e-12,5.20779177063835e-24,0.950145644336131,3.95734952874664e-25,4.74786892272713e-20,1.72996390889621e-31,1.77141809378654e-08,2.68584662056587e-19,8.40255162950103e-57
"FR41",19,6.74916304023058e-09,2.23008888666839e-37,6.33457284527043e-26,3.21638303502209e-16,2.2925221338883e-16,1.60331250506141e-37,0.167045417853306,2.70407484676927e-27,6.07265240040079e-29,1.75675102283874e-08,1.14884105207031e-32,5.05734394195172e-08,1.44063903107122e-30,7.26879058662865e-34,2.91956547183471e-16,6.45966678761097e-08,2.96710023921567e-17,2.93284246471743e-27,0.832954442528404,7.00654637703531e-32,6.2880296866258e-29,4.6332365851131e-30,1.31508302103239e-10,8.47741669299669e-21,9.61187563019386e-52
"FR42",19,5.80865538380046e-05,3.91035600834126e-29,1.86803151406646e-28,3.00289400799302e-15,1.72153698447672e-22,1.17226892384999e-40,0.109102593578869,5.05960189204964e-15,6.0800976898469e-23,7.48100108983543e-06,1.83051814090934e-15,0.000576970359989276,2.25057796813178e-43,4.73791821873451e-45,1.83898060049096e-22,6.26035751024912e-10,5.92968036750093e-25,5.18380746673414e-22,0.890254026655415,2.85359244425844e-38,3.56517009872931e-33,2.60419169358139e-34,7.39911195314124e-11,8.41150762492517e-07,1.45906314343784e-47
"FR43",7,2.32236451071702e-10,6.25305208133613e-37,7.80190326874898e-34,8.10534189748948e-17,7.3719607970328e-20,3.16797652739674e-40,0.281161554658337,7.76763625788266e-20,2.12073153943557e-33,1.10088371543417e-10,8.52675719923535e-22,0.000190499601039366,1.5350750723967e-38,4.41701722240014e-41,3.87009583115306e-23,2.75034820526812e-12,8.76961154295742e-19,4.31684199790771e-28,0.718647945395127,8.73424112395004e-37,6.06090468005269e-36,4.09140612063039e-42,4.16613228090355e-13,4.43177516739241e-15,4.99929536549641e-57
"FR51",19,4.33049612933435e-07,2.2690834163838e-29,6.86577395473254e-35,5.31924771828188e-20,1.03781840300462e-23,1.08659554946415e-42,0.0133136848904335,4.23651171833744e-15,1.53201343612809e-24,0.000722389391506215,2.21184620797204e-11,0.00469258874621904,5.09431944785149e-35,1.19120380365716e-47,6.36290608440101e-23,6.09605051760204e-07,3.38441448561262e-20,1.43469407825178e-18,0.981269995208645,1.52413389355073e-37,1.86491637502086e-30,2.10017078160941e-38,1.99809617534891e-12,2.99084410677294e-07,3.12360482766904e-51
"FR52",19,1.07240566269355e-09,1.08430768786062e-29,4.64499931148389e-40,2.24525939493495e-20,2.55644135146507e-22,3.54309779130887e-42,0.00602465612726048,1.38426343806923e-12,4.56991960278089e-29,1.66556206889733e-05,8.02431079206256e-09,0.0232126872056947,2.26308839374852e-31,8.27945578419529e-47,2.00535770343912e-25,2.69714820727632e-09,2.36334244004206e-15,1.02451673033596e-18,0.97074596566461,1.71889948848919e-37,8.83301336767756e-32,3.25293748842765e-49,2.90548513163146e-14,2.35864654810291e-08,1.53982439571134e-57
"FR53",19,2.31392134135577e-06,5.16519640805102e-36,7.29217000722777e-24,4.19011290324199e-15,2.59651199000133e-20,4.96749857106222e-41,0.347020961575111,5.85096705232057e-25,5.2719269984743e-26,2.55625030027694e-08,3.37502479304126e-28,3.69566469508931e-07,1.25273246183498e-41,4.4063399613526e-40,7.52595385852568e-18,2.49245487751805e-08,9.97850598971026e-25,1.01562911558987e-26,0.652976304367839,5.26547553713695e-37,1.49387057056664e-33,3.19663837327842e-27,8.2172096756792e-11,1.08837152186051e-14,9.21175417300897e-47
"FR61",19,1.56904683849809e-07,1.97928294581452e-28,1.12419473125729e-31,2.50603334327796e-17,3.88640214616072e-19,4.946295504899e-40,0.0042147308477107,1.70550034886655e-16,1.66190768886766e-24,0.000186998719069664,1.07510995684212e-16,1.24347274421246e-05,9.14155838386654e-29,5.80933559135496e-41,1.06738778395441e-20,1.40171311993438e-07,8.86148943844148e-16,9.42712072212813e-18,0.995585538573584,1.99747667795222e-35,2.35057600061826e-28,3.86447929903126e-42,1.60751810813564e-12,5.45886303595765e-11,4.44737428306377e-52
"FR62",19,1.60979904679695e-10,2.42552137357948e-28,1.56828557774526e-44,3.05224640113204e-25,4.36975078831609e-25,3.37115492543761e-46,4.87685704553491e-05,1.97783358761254e-13,6.53540676868667e-32,7.53085901784148e-08,0.00336448246736566,0.752741404813128,1.44033161134623e-31,1.59149735573463e-51,5.38510087302898e-24,4.23852731121637e-08,2.1238264053082e-14,2.92879751686307e-18,0.243843909568603,2.93649778165028e-40,1.29092830825417e-35,3.21758319502022e-49,4.31612750372811e-16,1.31672538585844e-06,6.03060738250952e-56
"FR63",12,2.83192377338916e-10,2.04248986758074e-34,1.39251838106175e-39,1.85331238523991e-16,9.31563931151441e-24,1.01984849112927e-40,0.51465228560555,1.42831513895649e-10,3.76022720670497e-33,4.87699599611663e-10,3.64246755056219e-11,0.227114800909921,8.00687914947043e-47,5.85611679371882e-48,5.02390012562905e-31,1.37688772359304e-16,9.76817156928069e-23,1.32152415004374e-27,0.258232876966548,8.64875913647725e-40,7.51414545660687e-39,3.01044657088032e-50,7.33422601683565e-14,3.55677595648343e-08,9.3059716228351e-61
"FR71",16,2.76548084025037e-09,1.00363060809508e-32,4.42263566753729e-40,1.09961430463649e-30,5.92032749376334e-34,5.52534575480659e-58,9.47124370865107e-08,8.88822014285757e-24,4.52772235829066e-25,0.00044788358902211,2.29121938601013e-08,1.69403077494973e-06,2.73372077729108e-37,1.42141160342059e-62,5.90693651126686e-22,0.998920282032206,3.12985041259262e-26,4.03927060431999e-14,0.000612925727001739,2.46722964548074e-48,2.86329118889353e-36,6.33358039331108e-36,4.31641472029897e-19,1.70942308426875e-05,1.37339499933208e-46
"FR72",19,2.30826417172914e-08,4.05857178570957e-37,5.83547524443675e-25,5.78781122927739e-18,1.0591924200459e-18,3.40229451111894e-46,0.00387235598949538,4.05579427662204e-31,2.13066502793665e-31,3.38408821330246e-12,1.12169485955633e-29,1.19630833743617e-08,3.46840174708674e-35,3.11583530545434e-39,4.42766677445873e-12,2.36900761607304e-05,1.54867648342973e-18,3.02805675398538e-25,0.996103918880785,2.76164368948935e-40,2.44520543950885e-38,9.48142910779688e-32,2.22901081634867e-14,9.46684338544168e-18,1.54031279424328e-45
"FR81",19,2.65196163965948e-10,5.02839733473424e-28,2.10395625409369e-34,3.99872361105274e-14,2.22912415935252e-12,3.76208731126625e-29,0.0311626852940271,5.65997211990609e-12,2.93547516354523e-27,0.000145812269338045,7.7453196790797e-21,1.77476659056358e-05,4.35854918117713e-19,4.00091386640689e-30,2.76281739936259e-24,2.90113202153645e-13,1.18738197788523e-07,4.32326749621707e-21,0.968673635401076,5.21240935346374e-26,5.29931115515862e-21,1.5884254964105e-50,3.58040427645023e-10,2.31456979482021e-17,9.14175382001098e-63
"FR82",10,8.17925202431861e-05,2.67880213742062e-25,5.06828998944437e-23,3.27712463689993e-16,5.67938358452201e-18,7.81654170303258e-42,6.25179130356261e-05,2.42872848514679e-21,1.86546583799158e-16,0.761725201488792,9.58445213113154e-23,9.94213457298964e-11,2.11320449257557e-23,1.53663961068942e-38,3.67830998736047e-15,0.0117674930385834,6.54939613038499e-17,1.68053383364913e-11,0.226362994910909,5.08762375219719e-36,1.13352965946927e-23,1.29593644685362e-35,1.87876956294524e-12,1.03269712237364e-11,7.20802296103561e-44
"FRA1",17,6.38481353633597e-19,2.63706483999724e-33,2.53839463280138e-27,1.41963240245243e-12,0.165189672322451,1.65195829336896e-18,3.28137685345824e-11,1.09957520505145e-27,1.70254636654449e-34,6.51326904750981e-16,1.52331075712878e-55,1.69232822379868e-21,8.05533506643428e-05,1.17737554657477e-06,1.40360424186548e-21,1.8816590730624e-25,0.834728592518381,2.80812800615375e-34,4.39729145895085e-09,5.23831453949058e-17,1.47716808781221e-15,8.5522453960068e-55,1.4305105182442e-12,2.82141744078408e-44,3.63405667597244e-72
"FRA2",17,1.8508825952778e-16,2.33463713780156e-27,1.30494746505657e-28,4.8388943735335e-09,0.41369063447611,2.50338463460651e-14,2.52263262987789e-09,6.64946963931977e-17,5.78647650180085e-30,5.66933288486242e-12,3.79764491937104e-46,5.47400582283427e-18,1.59071743186872e-06,1.5285521972349e-07,3.14481504714946e-26,1.82294587774458e-27,0.586307512284368,1.20236736371292e-30,1.02055084361866e-07,2.99269970304166e-15,1.67637735224498e-12,6.40216038952216e-60,2.42885115889758e-10,2.37185168242987e-37,1.44503206136767e-73
"FRA3",20,5.00121815449684e-30,1.0091801978843e-47,1.07946673628864e-42,4.41733512667673e-22,1.34298264782919e-05,0.00277076973635288,4.3497111694826e-14,1.46975496299143e-31,1.43590838684225e-46,2.73650768259143e-22,1.06388158546071e-71,3.99061395921011e-22,2.64116817288551e-08,0.052523456788353,9.75543510100703e-37,3.0341506210035e-41,3.15352357198229e-06,3.82077523637764e-60,7.15572395069231e-17,0.944683534479346,5.6131110308992e-06,1.02648023631733e-43,1.61231417289953e-08,8.52495884340629e-64,1.54486948831645e-95
"FRA4",17,6.02541825537748e-13,4.9681653555155e-31,1.31435066643141e-25,2.12772293068847e-08,0.720403037950899,4.28986552850335e-14,0.00405940079247797,3.12546420983581e-19,2.08037339792341e-29,6.91072410423224e-09,7.91307592306572e-45,5.75170483775379e-12,1.99196871016061e-08,4.21017428377054e-08,1.07854483017723e-20,3.28575395863013e-20,0.267577135179307,1.62114789804717e-31,0.00795166635193714,1.75804389633788e-12,1.29927612160229e-11,6.23310844046413e-45,8.66949484743073e-06,1.0902401557045e-34,3.78287677669418e-68
"HR03",6,2.02157562270137e-42,3.26341040113593e-47,2.63580093923246e-56,4.53070864980489e-19,1.38386175407457e-14,0.999840588137471,6.96997115929945e-28,5.88966044479362e-15,4.53980694451899e-44,2.19778948328959e-24,2.28538262447277e-77,2.06923029208522e-40,3.3384393642962e-22,1.7513022352576e-09,4.70731529160501e-75,3.60629829636346e-72,6.26191555886909e-23,7.99670377404699e-64,1.21033803015686e-33,1.76813008325486e-09,0.000159408343077253,7.38394016698632e-94,6.86965373526341e-21,5.04999186168502e-69,1.67272447321798e-126
"HR04",21,1.48468772910733e-39,2.20458412187872e-43,4.61877399325769e-55,7.12469761312035e-18,1.78637183263168e-14,0.347170464881379,4.11687575615595e-26,4.25060668844346e-11,1.12050178586192e-38,4.84249526359206e-19,2.32833468646355e-71,1.74722963491947e-38,7.51717010751876e-19,4.06075579594606e-11,5.14687466779229e-74,9.53666268584135e-68,9.88972072932351e-22,5.72042429228143e-57,1.71890837099717e-31,2.98594171783645e-09,0.652829532049548,1.50104325109448e-93,1.17373841780498e-19,1.11616987293588e-63,2.20647053944075e-123
"HU10",21,2.96341254653921e-34,4.24458589334439e-33,6.47246132849136e-46,3.0650868484749e-26,5.68421256963254e-19,1.94088748271964e-07,5.07285100743217e-34,1.82524681581595e-21,2.77370674321393e-29,1.31319642539124e-20,5.39711404397311e-72,2.49729151304496e-42,1.94295249172579e-18,7.36522278961588e-15,7.56285610568984e-60,6.33894875943495e-60,3.38687379162315e-27,1.73643052845824e-52,7.03548248891045e-35,3.88518147068271e-12,0.999999805907359,1.45714874580824e-66,6.70754660532097e-19,1.67858640205415e-61,1.81324200368947e-100
"HU21",6,1.2571068010895e-32,1.43177309939507e-46,3.46484132446285e-42,1.8113962734806e-14,1.27823456154078e-12,0.999508242769695,1.19655919854339e-19,3.91890209834805e-19,1.17692369990037e-36,1.23564650114281e-19,1.06813821427205e-76,1.71433243083259e-33,6.50683455256516e-28,4.53188109718108e-08,3.28263181431384e-61,9.28708700319436e-60,3.14958199100482e-26,9.00520348721751e-62,3.37729597463836e-26,2.70606527999481e-07,0.000491441302932609,8.65216367534572e-65,7.37187370317164e-13,7.65315344295345e-62,1.36977521195554e-107
