"age";"unit";"sex";"worktime";"geo";"X2014"
"TOTAL";"THS";"M";"FT";"IE";895.4
"TOTAL";"THS";"M";"FT";"IE0";895.4
"TOTAL";"THS";"M";"FT";"IE01";223
"TOTAL";"THS";"M";"FT";"IE02";672.4
"TOTAL";"THS";"M";"FT";"IT";11862.3
"TOTAL";"THS";"M";"FT";"ITC";3444.4
"TOTAL";"THS";"M";"FT";"ITC1";908.8
"TOTAL";"THS";"M";"FT";"ITC2";27.9
"TOTAL";"THS";"M";"FT";"ITC3";301.6
"TOTAL";"THS";"M";"FT";"ITC4";2206.2
"TOTAL";"THS";"M";"FT";"ITF";2313.4
"TOTAL";"THS";"M";"FT";"ITF1";266.8
"TOTAL";"THS";"M";"FT";"ITF2";55.4
"TOTAL";"THS";"M";"FT";"ITF3";917.8
"TOTAL";"THS";"M";"FT";"ITF4";678.9
"TOTAL";"THS";"M";"FT";"ITF5";104.7
"TOTAL";"THS";"M";"FT";"ITF6";289.8
"TOTAL";"THS";"M";"FT";"ITG";1047.1
"TOTAL";"THS";"M";"FT";"ITG1";754.2
"TOTAL";"THS";"M";"FT";"ITG2";292.9
"TOTAL";"THS";"M";"FT";"ITH";2613.6
"TOTAL";"THS";"M";"FT";"ITH1";126.6
"TOTAL";"THS";"M";"FT";"ITH2";122.1
"TOTAL";"THS";"M";"FT";"ITH3";1119.9
"TOTAL";"THS";"M";"FT";"ITH4";264.2
"TOTAL";"THS";"M";"FT";"ITH5";980.8
"TOTAL";"THS";"M";"FT";"ITI";2443.7
"TOTAL";"THS";"M";"FT";"ITI1";782.6
"TOTAL";"THS";"M";"FT";"ITI2";179.4
"TOTAL";"THS";"M";"FT";"ITI3";320.5
"TOTAL";"THS";"M";"FT";"ITI4";1161.2
"TOTAL";"THS";"M";"FT";"LT";601.7
"TOTAL";"THS";"M";"FT";"LT0";601.7
"TOTAL";"THS";"M";"FT";"LT00";601.7
"TOTAL";"THS";"M";"FT";"LU";128.1
"TOTAL";"THS";"M";"FT";"LU0";128.1
"TOTAL";"THS";"M";"FT";"LU00";128.1
"TOTAL";"THS";"M";"FT";"LV";415.1
"TOTAL";"THS";"M";"FT";"LV0";415.1
"TOTAL";"THS";"M";"FT";"LV00";415.1
"TOTAL";"THS";"M";"FT";"MT";102.3
"TOTAL";"THS";"M";"FT";"MT0";102.3
"TOTAL";"THS";"M";"FT";"MT00";102.3
"TOTAL";"THS";"M";"FT";"NL";3211.2
"TOTAL";"THS";"M";"FT";"NL1";301.2
"TOTAL";"THS";"M";"FT";"NL11";94.9
"TOTAL";"THS";"M";"FT";"NL12";117.5
"TOTAL";"THS";"M";"FT";"NL13";88.8
"TOTAL";"THS";"M";"FT";"NL2";673.7
"TOTAL";"THS";"M";"FT";"NL21";218.8
"TOTAL";"THS";"M";"FT";"NL22";377.2
"TOTAL";"THS";"M";"FT";"NL23";77.7
"TOTAL";"THS";"M";"FT";"NL3";1524.2
"TOTAL";"THS";"M";"FT";"NL31";238.1
"TOTAL";"THS";"M";"FT";"NL32";520.7
"TOTAL";"THS";"M";"FT";"NL33";688.9
"TOTAL";"THS";"M";"FT";"NL34";76.5
"TOTAL";"THS";"M";"FT";"NL4";712
"TOTAL";"THS";"M";"FT";"NL41";503
"TOTAL";"THS";"M";"FT";"NL42";209
"TOTAL";"THS";"M";"FT";"PL";8328.1
"TOTAL";"THS";"M";"FT";"PL1";2006.8
"TOTAL";"THS";"M";"FT";"PL11";663.9
"TOTAL";"THS";"M";"FT";"PL12";1342.9
"TOTAL";"THS";"M";"FT";"PL2";1659.3
"TOTAL";"THS";"M";"FT";"PL21";687.8
"TOTAL";"THS";"M";"FT";"PL22";971.5
"TOTAL";"THS";"M";"FT";"PL3";1454.5
"TOTAL";"THS";"M";"FT";"PL31";498.2
"TOTAL";"THS";"M";"FT";"PL32";405.3
"TOTAL";"THS";"M";"FT";"PL33";305.9
"TOTAL";"THS";"M";"FT";"PL34";245.2
"TOTAL";"THS";"M";"FT";"PL4";1242.9
"TOTAL";"THS";"M";"FT";"PL41";726.6
"TOTAL";"THS";"M";"FT";"PL42";302.3
"TOTAL";"THS";"M";"FT";"PL43";213.9
"TOTAL";"THS";"M";"FT";"PL5";775.1
"TOTAL";"THS";"M";"FT";"PL51";579.9
"TOTAL";"THS";"M";"FT";"PL52";195.2
"TOTAL";"THS";"M";"FT";"PL6";1189.5
"TOTAL";"THS";"M";"FT";"PL61";418.4
"TOTAL";"THS";"M";"FT";"PL62";287.7
"TOTAL";"THS";"M";"FT";"PL63";483.3
"TOTAL";"THS";"M";"FT";"PT";2053.3
"TOTAL";"THS";"M";"FT";"PT1";1957.5
"TOTAL";"THS";"M";"FT";"PT11";737.7
"TOTAL";"THS";"M";"FT";"PT15";87.7
"TOTAL";"THS";"M";"FT";"PT16";456.5
"TOTAL";"THS";"M";"FT";"PT17";528.8
"TOTAL";"THS";"M";"FT";"PT18";146.9
"TOTAL";"THS";"M";"FT";"PT2";49.2
"TOTAL";"THS";"M";"FT";"PT20";49.2
"TOTAL";"THS";"M";"FT";"PT3";46.6
"TOTAL";"THS";"M";"FT";"PT30";46.6
"TOTAL";"THS";"M";"FT";"RO";4402.9
"TOTAL";"THS";"M";"FT";"RO1";1069.9
"TOTAL";"THS";"M";"FT";"RO11";592.9
"TOTAL";"THS";"M";"FT";"RO12";477
"TOTAL";"THS";"M";"FT";"RO2";1212.1
"TOTAL";"THS";"M";"FT";"RO21";711
"TOTAL";"THS";"M";"FT";"RO22";501.1
"TOTAL";"THS";"M";"FT";"RO3";1190.3
"TOTAL";"THS";"M";"FT";"RO31";637.3
"TOTAL";"THS";"M";"FT";"RO32";553
"TOTAL";"THS";"M";"FT";"RO4";930.7
"TOTAL";"THS";"M";"FT";"RO41";496.1
"TOTAL";"THS";"M";"FT";"RO42";434.6
"TOTAL";"THS";"M";"FT";"SE";2122.7
"TOTAL";"THS";"M";"FT";"SE1";846.4
"TOTAL";"THS";"M";"FT";"SE11";497.4
"TOTAL";"THS";"M";"FT";"SE12";349
"TOTAL";"THS";"M";"FT";"SE2";906.3
"TOTAL";"THS";"M";"FT";"SE21";178.4
"TOTAL";"THS";"M";"FT";"SE22";297.3
"TOTAL";"THS";"M";"FT";"SE23";430.7
"TOTAL";"THS";"M";"FT";"SE3";370
"TOTAL";"THS";"M";"FT";"SE31";176.5
"TOTAL";"THS";"M";"FT";"SE32";81.2
"TOTAL";"THS";"M";"FT";"SE33";112.3
"TOTAL";"THS";"M";"FT";"SI";458.8
"TOTAL";"THS";"M";"FT";"SI0";458.8
"TOTAL";"THS";"M";"FT";"SI03";246.8
"TOTAL";"THS";"M";"FT";"SI04";212
"TOTAL";"THS";"M";"FT";"SK";1265.1
"TOTAL";"THS";"M";"FT";"SK0";1265.1
"TOTAL";"THS";"M";"FT";"SK01";161.8
"TOTAL";"THS";"M";"FT";"SK02";458.4
"TOTAL";"THS";"M";"FT";"SK03";301.2
"TOTAL";"THS";"M";"FT";"SK04";343.7
"TOTAL";"THS";"M";"FT";"UK";14154.6
"TOTAL";"THS";"M";"FT";"UKC";535.9
"TOTAL";"THS";"M";"FT";"UKC1";228.5
"TOTAL";"THS";"M";"FT";"UKC2";307.3
"TOTAL";"THS";"M";"FT";"UKD";1478.5
"TOTAL";"THS";"M";"FT";"UKD1";105.9
"TOTAL";"THS";"M";"FT";"UKD3";585.3
"TOTAL";"THS";"M";"FT";"UKD4";290.4
"TOTAL";"THS";"M";"FT";"UKD6";209.1
"TOTAL";"THS";"M";"FT";"UKD7";287.8
"TOTAL";"THS";"M";"FT";"UKE";1142.1
"TOTAL";"THS";"M";"FT";"UKE1";197.1
"TOTAL";"THS";"M";"FT";"UKE2";179.7
"TOTAL";"THS";"M";"FT";"UKE3";295.5
"TOTAL";"THS";"M";"FT";"UKE4";469.8
"TOTAL";"THS";"M";"FT";"UKF";1029.2
"TOTAL";"THS";"M";"FT";"UKF1";450.7
"TOTAL";"THS";"M";"FT";"UKF2";409.2
"TOTAL";"THS";"M";"FT";"UKF3";169.3
"TOTAL";"THS";"M";"FT";"UKG";1204
"TOTAL";"THS";"M";"FT";"UKG1";301.4
"TOTAL";"THS";"M";"FT";"UKG2";347.7
"TOTAL";"THS";"M";"FT";"UKG3";554.8
"TOTAL";"THS";"M";"FT";"UKH";1381.5
"TOTAL";"THS";"M";"FT";"UKH1";556.9
"TOTAL";"THS";"M";"FT";"UKH2";436.4
"TOTAL";"THS";"M";"FT";"UKH3";388.2
"TOTAL";"THS";"M";"FT";"UKI";2042.2
"TOTAL";"THS";"M";"FT";"UKI3";279.9
"TOTAL";"THS";"M";"FT";"UKI4";558
"TOTAL";"THS";"M";"FT";"UKI5";408.9
"TOTAL";"THS";"M";"FT";"UKI6";311
"TOTAL";"THS";"M";"FT";"UKI7";484.5
"TOTAL";"THS";"M";"FT";"UKJ";2030.4
"TOTAL";"THS";"M";"FT";"UKJ1";583.5
"TOTAL";"THS";"M";"FT";"UKJ2";625.6
"TOTAL";"THS";"M";"FT";"UKJ3";435.9
"TOTAL";"THS";"M";"FT";"UKJ4";385.3
"TOTAL";"THS";"M";"FT";"UKK";1163.6
"TOTAL";"THS";"M";"FT";"UKK1";540.5
"TOTAL";"THS";"M";"FT";"UKK2";289.1
"TOTAL";"THS";"M";"FT";"UKK3";105.4
"TOTAL";"THS";"M";"FT";"UKK4";228.7
"TOTAL";"THS";"M";"FT";"UKL";615.5
"TOTAL";"THS";"M";"FT";"UKL1";374.4
"TOTAL";"THS";"M";"FT";"UKL2";241.1
"TOTAL";"THS";"M";"FT";"UKM";1149.2
"TOTAL";"THS";"M";"FT";"UKM2";432.6
"TOTAL";"THS";"M";"FT";"UKM3";447.5
"TOTAL";"THS";"M";"FT";"UKM5";134.3
"TOTAL";"THS";"M";"FT";"UKM6";134.8
"TOTAL";"THS";"M";"FT";"UKN";382.6
"TOTAL";"THS";"M";"FT";"UKN0";382.6
"TOTAL";"THS";"M";"PT";"AT";238
"TOTAL";"THS";"M";"PT";"AT1";116.4
"TOTAL";"THS";"M";"PT";"AT11";5.3
"TOTAL";"THS";"M";"PT";"AT12";40.9
"TOTAL";"THS";"M";"PT";"AT13";70.2
"TOTAL";"THS";"M";"PT";"AT2";42.7
"TOTAL";"THS";"M";"PT";"AT21";11.2
"TOTAL";"THS";"M";"PT";"AT22";31.5
"TOTAL";"THS";"M";"PT";"AT3";78.8
"TOTAL";"THS";"M";"PT";"AT31";39.7
"TOTAL";"THS";"M";"PT";"AT32";12.6
"TOTAL";"THS";"M";"PT";"AT33";18.3
"TOTAL";"THS";"M";"PT";"AT34";8.1
"TOTAL";"THS";"M";"PT";"BE";222.5
"TOTAL";"THS";"M";"PT";"BE1";28.9
"TOTAL";"THS";"M";"PT";"BE10";28.9
"TOTAL";"THS";"M";"PT";"BE2";132.5
"TOTAL";"THS";"M";"PT";"BE21";32.8
"TOTAL";"THS";"M";"PT";"BE22";17.6
"TOTAL";"THS";"M";"PT";"BE23";31
"TOTAL";"THS";"M";"PT";"BE24";26.4
"TOTAL";"THS";"M";"PT";"BE25";24.7
"TOTAL";"THS";"M";"PT";"BE3";61
"TOTAL";"THS";"M";"PT";"BE31";7.7
"TOTAL";"THS";"M";"PT";"BE32";18.9
"TOTAL";"THS";"M";"PT";"BE33";20
"TOTAL";"THS";"M";"PT";"BE34";5.6
"TOTAL";"THS";"M";"PT";"BE35";8.8
"TOTAL";"THS";"M";"PT";"BG";36.2
"TOTAL";"THS";"M";"PT";"BG3";17.3
"TOTAL";"THS";"M";"PT";"BG31";NA
"TOTAL";"THS";"M";"PT";"BG32";5.2
"TOTAL";"THS";"M";"PT";"BG33";5.5
"TOTAL";"THS";"M";"PT";"BG34";NA
"TOTAL";"THS";"M";"PT";"BG4";18.9
"TOTAL";"THS";"M";"PT";"BG41";10
"TOTAL";"THS";"M";"PT";"BG42";8.9
"TOTAL";"THS";"M";"PT";"CY";20.7
"TOTAL";"THS";"M";"PT";"CY0";20.7
"TOTAL";"THS";"M";"PT";"CY00";20.7
"TOTAL";"THS";"M";"PT";"CZ";91.6
"TOTAL";"THS";"M";"PT";"CZ0";91.6
"TOTAL";"THS";"M";"PT";"CZ01";21.9
"TOTAL";"THS";"M";"PT";"CZ02";8.6
"TOTAL";"THS";"M";"PT";"CZ03";7.8
"TOTAL";"THS";"M";"PT";"CZ04";7.6
"TOTAL";"THS";"M";"PT";"CZ05";13.3
"TOTAL";"THS";"M";"PT";"CZ06";18
"TOTAL";"THS";"M";"PT";"CZ07";7.8
"TOTAL";"THS";"M";"PT";"CZ08";6.7
"TOTAL";"THS";"M";"PT";"DE";2292.3
"TOTAL";"THS";"M";"PT";"DE1";312.4
"TOTAL";"THS";"M";"PT";"DE11";106.9
"TOTAL";"THS";"M";"PT";"DE12";81.3
"TOTAL";"THS";"M";"PT";"DE13";68.9
"TOTAL";"THS";"M";"PT";"DE14";55.3
"TOTAL";"THS";"M";"PT";"DE2";311.7
"TOTAL";"THS";"M";"PT";"DE21";123.5
"TOTAL";"THS";"M";"PT";"DE22";28.9
"TOTAL";"THS";"M";"PT";"DE23";23.2
"TOTAL";"THS";"M";"PT";"DE24";25.3
"TOTAL";"THS";"M";"PT";"DE25";41.8
"TOTAL";"THS";"M";"PT";"DE26";30.7
"TOTAL";"THS";"M";"PT";"DE27";38.3
"TOTAL";"THS";"M";"PT";"DE3";163.3
"TOTAL";"THS";"M";"PT";"DE30";163.3
"TOTAL";"THS";"M";"PT";"DE4";63
"TOTAL";"THS";"M";"PT";"DE40";63
"TOTAL";"THS";"M";"PT";"DE5";25.7
"TOTAL";"THS";"M";"PT";"DE50";25.7
"TOTAL";"THS";"M";"PT";"DE6";70
"TOTAL";"THS";"M";"PT";"DE60";70
"TOTAL";"THS";"M";"PT";"DE7";190.8
"TOTAL";"THS";"M";"PT";"DE71";123
"TOTAL";"THS";"M";"PT";"DE72";35.3
"TOTAL";"THS";"M";"PT";"DE73";32.6
"TOTAL";"THS";"M";"PT";"DE8";43.9
"TOTAL";"THS";"M";"PT";"DE80";43.9
"TOTAL";"THS";"M";"PT";"DE9";202.6
"TOTAL";"THS";"M";"PT";"DE91";41.2
"TOTAL";"THS";"M";"PT";"DE92";54.9
"TOTAL";"THS";"M";"PT";"DE93";43.3
"TOTAL";"THS";"M";"PT";"DE94";63.2
"TOTAL";"THS";"M";"PT";"DEA";467.3
"TOTAL";"THS";"M";"PT";"DEA1";138.7
"TOTAL";"THS";"M";"PT";"DEA2";122.7
"TOTAL";"THS";"M";"PT";"DEA3";71.1
"TOTAL";"THS";"M";"PT";"DEA4";48.3
"TOTAL";"THS";"M";"PT";"DEA5";86.4
"TOTAL";"THS";"M";"PT";"DEB";106.7
"TOTAL";"THS";"M";"PT";"DEB1";36.9
"TOTAL";"THS";"M";"PT";"DEB2";13.1
"TOTAL";"THS";"M";"PT";"DEB3";56.7
"TOTAL";"THS";"M";"PT";"DEC";23.7
"TOTAL";"THS";"M";"PT";"DEC0";23.7
"TOTAL";"THS";"M";"PT";"DED";117.8
"TOTAL";"THS";"M";"PT";"DED2";48.9
"TOTAL";"THS";"M";"PT";"DED4";36.1
"TOTAL";"THS";"M";"PT";"DED5";32.8
"TOTAL";"THS";"M";"PT";"DEE";50
"TOTAL";"THS";"M";"PT";"DEE0";50
"TOTAL";"THS";"M";"PT";"DEF";87.2
"TOTAL";"THS";"M";"PT";"DEF0";87.2
"TOTAL";"THS";"M";"PT";"DEG";56.2
"TOTAL";"THS";"M";"PT";"DEG0";56.2
"TOTAL";"THS";"M";"PT";"DK";234.2
"TOTAL";"THS";"M";"PT";"DK0";234.2
"TOTAL";"THS";"M";"PT";"DK01";86
"TOTAL";"THS";"M";"PT";"DK02";28.3
"TOTAL";"THS";"M";"PT";"DK03";45.8
"TOTAL";"THS";"M";"PT";"DK04";51.4
"TOTAL";"THS";"M";"PT";"DK05";22.8
"TOTAL";"THS";"M";"PT";"EE";20.9
"TOTAL";"THS";"M";"PT";"EE0";20.9
"TOTAL";"THS";"M";"PT";"EE00";20.9
"TOTAL";"THS";"M";"PT";"EL";139.9
"TOTAL";"THS";"M";"PT";"EL3";63.5
"TOTAL";"THS";"M";"PT";"EL30";63.5
"TOTAL";"THS";"M";"PT";"EL4";12.6
"TOTAL";"THS";"M";"PT";"EL41";NA
"TOTAL";"THS";"M";"PT";"EL42";3.2
"TOTAL";"THS";"M";"PT";"EL43";8.2
"TOTAL";"THS";"M";"PT";"EL5";28.5
"TOTAL";"THS";"M";"PT";"EL51";6.2
"TOTAL";"THS";"M";"PT";"EL52";17.7
"TOTAL";"THS";"M";"PT";"EL53";2.4
"TOTAL";"THS";"M";"PT";"EL54";2.3
"TOTAL";"THS";"M";"PT";"EL6";35.2
"TOTAL";"THS";"M";"PT";"EL61";13.1
"TOTAL";"THS";"M";"PT";"EL62";2
"TOTAL";"THS";"M";"PT";"EL63";7.8
"TOTAL";"THS";"M";"PT";"EL64";4.9
"TOTAL";"THS";"M";"PT";"EL65";7.5
"TOTAL";"THS";"M";"PT";"ES";737.1
"TOTAL";"THS";"M";"PT";"ES1";52.9
"TOTAL";"THS";"M";"PT";"ES11";35.2
"TOTAL";"THS";"M";"PT";"ES12";10.7
"TOTAL";"THS";"M";"PT";"ES13";7
"TOTAL";"THS";"M";"PT";"ES2";58.6
"TOTAL";"THS";"M";"PT";"ES21";26.4
"TOTAL";"THS";"M";"PT";"ES22";8.9
"TOTAL";"THS";"M";"PT";"ES23";4.9
"TOTAL";"THS";"M";"PT";"ES24";18.4
"TOTAL";"THS";"M";"PT";"ES3";103.1
"TOTAL";"THS";"M";"PT";"ES30";103.1
"TOTAL";"THS";"M";"PT";"ES4";73
"TOTAL";"THS";"M";"PT";"ES41";33
"TOTAL";"THS";"M";"PT";"ES42";25.9
"TOTAL";"THS";"M";"PT";"ES43";14.2
"TOTAL";"THS";"M";"PT";"ES5";241.7
"TOTAL";"THS";"M";"PT";"ES51";125.5
"TOTAL";"THS";"M";"PT";"ES52";97.9
"TOTAL";"THS";"M";"PT";"ES53";18.3
"TOTAL";"THS";"M";"PT";"ES6";163.2
"TOTAL";"THS";"M";"PT";"ES61";133
"TOTAL";"THS";"M";"PT";"ES62";27.4
"TOTAL";"THS";"M";"PT";"ES63";NA
"TOTAL";"THS";"M";"PT";"ES64";1.9
"TOTAL";"THS";"M";"PT";"ES7";44.6
"TOTAL";"THS";"M";"PT";"ES70";44.6
"TOTAL";"THS";"M";"PT";"FI";136.8
"TOTAL";"THS";"M";"PT";"FI1";135.7
"TOTAL";"THS";"M";"PT";"FI19";34.7
"TOTAL";"THS";"M";"PT";"FI1B";42.6
"TOTAL";"THS";"M";"PT";"FI1C";27.2
"TOTAL";"THS";"M";"PT";"FI1D";31.3
"TOTAL";"THS";"M";"PT";"FI2";NA
"TOTAL";"THS";"M";"PT";"FI20";NA
"TOTAL";"THS";"M";"PT";"FR";1092
"TOTAL";"THS";"M";"PT";"FR1";213.5
"TOTAL";"THS";"M";"PT";"FR10";213.5
"TOTAL";"THS";"M";"PT";"FR2";162.3
"TOTAL";"THS";"M";"PT";"FR21";20.4
"TOTAL";"THS";"M";"PT";"FR22";28.6
"TOTAL";"THS";"M";"PT";"FR23";26.2
"TOTAL";"THS";"M";"PT";"FR24";34.5
"TOTAL";"THS";"M";"PT";"FR25";24.3
"TOTAL";"THS";"M";"PT";"FR26";28.2
"TOTAL";"THS";"M";"PT";"FR3";51
"TOTAL";"THS";"M";"PT";"FR30";51
"TOTAL";"THS";"M";"PT";"FR4";86.3
"TOTAL";"THS";"M";"PT";"FR41";41
"TOTAL";"THS";"M";"PT";"FR42";29.7
"TOTAL";"THS";"M";"PT";"FR43";15.6
"TOTAL";"THS";"M";"PT";"FR5";138.8
"TOTAL";"THS";"M";"PT";"FR51";56.4
"TOTAL";"THS";"M";"PT";"FR52";51.6
"TOTAL";"THS";"M";"PT";"FR53";30.8
"TOTAL";"THS";"M";"PT";"FR6";120.7
"TOTAL";"THS";"M";"PT";"FR61";60.6
"TOTAL";"THS";"M";"PT";"FR62";47
"TOTAL";"THS";"M";"PT";"FR63";13.1
"TOTAL";"THS";"M";"PT";"FR7";134
"TOTAL";"THS";"M";"PT";"FR71";110.4
"TOTAL";"THS";"M";"PT";"FR72";23.6
"TOTAL";"THS";"M";"PT";"FR8";140
"TOTAL";"THS";"M";"PT";"FR81";44.5
"TOTAL";"THS";"M";"PT";"FR82";90.1
"TOTAL";"THS";"M";"PT";"FR83";5.4
"TOTAL";"THS";"M";"PT";"FRA";45.4
"TOTAL";"THS";"M";"PT";"FRA1";9
"TOTAL";"THS";"M";"PT";"FRA2";9
"TOTAL";"THS";"M";"PT";"FRA3";4.9
"TOTAL";"THS";"M";"PT";"FRA4";17.7
"TOTAL";"THS";"M";"PT";"FRA5";4.7
"TOTAL";"THS";"M";"PT";"HR";41.4
"TOTAL";"THS";"M";"PT";"HR0";41.4
"TOTAL";"THS";"M";"PT";"HR03";10
"TOTAL";"THS";"M";"PT";"HR04";31.4
"TOTAL";"THS";"M";"PT";"HU";99.4
"TOTAL";"THS";"M";"PT";"HU1";29.8
"TOTAL";"THS";"M";"PT";"HU10";29.8
"TOTAL";"THS";"M";"PT";"HU2";27.6
"TOTAL";"THS";"M";"PT";"HU21";7.8
"TOTAL";"THS";"M";"PT";"HU22";9.1
"TOTAL";"THS";"M";"PT";"HU23";10.8
"TOTAL";"THS";"M";"PT";"HU3";41.9
"TOTAL";"THS";"M";"PT";"HU31";9.4
"TOTAL";"THS";"M";"PT";"HU32";16.7
"TOTAL";"THS";"M";"PT";"HU33";15.9
"TOTAL";"THS";"M";"PT";"IE";143.7
"TOTAL";"THS";"M";"PT";"IE0";143.7
"TOTAL";"THS";"M";"PT";"IE01";43.3
"TOTAL";"THS";"M";"PT";"IE02";100.4
"TOTAL";"THS";"M";"PT";"IT";1083
"TOTAL";"THS";"M";"PT";"ITC";287.6
"TOTAL";"THS";"M";"PT";"ITC1";75.5
"TOTAL";"THS";"M";"PT";"ITC2";2.1
"TOTAL";"THS";"M";"PT";"ITC3";30
"TOTAL";"THS";"M";"PT";"ITC4";180.1
"TOTAL";"THS";"M";"PT";"ITF";231.2
"TOTAL";"THS";"M";"PT";"ITF1";19.3
"TOTAL";"THS";"M";"PT";"ITF2";5.3
"TOTAL";"THS";"M";"PT";"ITF3";91.9
"TOTAL";"THS";"M";"PT";"ITF4";63.3
"TOTAL";"THS";"M";"PT";"ITF5";10.2
"TOTAL";"THS";"M";"PT";"ITF6";41.1
"TOTAL";"THS";"M";"PT";"ITG";130.3
"TOTAL";"THS";"M";"PT";"ITG1";100.7
"TOTAL";"THS";"M";"PT";"ITG2";29.6
"TOTAL";"THS";"M";"PT";"ITH";192.6
"TOTAL";"THS";"M";"PT";"ITH1";8.1
"TOTAL";"THS";"M";"PT";"ITH2";8.6
"TOTAL";"THS";"M";"PT";"ITH3";75.7
"TOTAL";"THS";"M";"PT";"ITH4";16.2
"TOTAL";"THS";"M";"PT";"ITH5";83.9
"TOTAL";"THS";"M";"PT";"ITI";241.2
"TOTAL";"THS";"M";"PT";"ITI1";66.3
"TOTAL";"THS";"M";"PT";"ITI2";15
"TOTAL";"THS";"M";"PT";"ITI3";30.5
"TOTAL";"THS";"M";"PT";"ITI4";129.5
"TOTAL";"THS";"M";"PT";"LT";45.4
"TOTAL";"THS";"M";"PT";"LT0";45.4
"TOTAL";"THS";"M";"PT";"LT00";45.4
"TOTAL";"THS";"M";"PT";"LU";7.3
"TOTAL";"THS";"M";"PT";"LU0";7.3
"TOTAL";"THS";"M";"PT";"LU00";7.3
"TOTAL";"THS";"M";"PT";"LV";22.6
"TOTAL";"THS";"M";"PT";"LV0";22.6
"TOTAL";"THS";"M";"PT";"LV00";22.6
"TOTAL";"THS";"M";"PT";"MT";9.6
"TOTAL";"THS";"M";"PT";"MT0";9.6
"TOTAL";"THS";"M";"PT";"MT00";9.6
"TOTAL";"THS";"M";"PT";"NL";1248.5
"TOTAL";"THS";"M";"PT";"NL1";128.6
"TOTAL";"THS";"M";"PT";"NL11";47.4
"TOTAL";"THS";"M";"PT";"NL12";47.6
"TOTAL";"THS";"M";"PT";"NL13";33.6
"TOTAL";"THS";"M";"PT";"NL2";259.3
"TOTAL";"THS";"M";"PT";"NL21";83
"TOTAL";"THS";"M";"PT";"NL22";151.5
"TOTAL";"THS";"M";"PT";"NL23";24.9
"TOTAL";"THS";"M";"PT";"NL3";606.6
"TOTAL";"THS";"M";"PT";"NL31";99.8
"TOTAL";"THS";"M";"PT";"NL32";231.7
"TOTAL";"THS";"M";"PT";"NL33";252
"TOTAL";"THS";"M";"PT";"NL34";23.1
"TOTAL";"THS";"M";"PT";"NL4";254
"TOTAL";"THS";"M";"PT";"NL41";174.6
"TOTAL";"THS";"M";"PT";"NL42";79.4
"TOTAL";"THS";"M";"PT";"PL";449.6
"TOTAL";"THS";"M";"PT";"PL1";109.1
"TOTAL";"THS";"M";"PT";"PL11";32
"TOTAL";"THS";"M";"PT";"PL12";77.1
"TOTAL";"THS";"M";"PT";"PL2";89.1
"TOTAL";"THS";"M";"PT";"PL21";39.5
"TOTAL";"THS";"M";"PT";"PL22";49.5
"TOTAL";"THS";"M";"PT";"PL3";107.9
"TOTAL";"THS";"M";"PT";"PL31";44.2
"TOTAL";"THS";"M";"PT";"PL32";35.2
"TOTAL";"THS";"M";"PT";"PL33";16.7
"TOTAL";"THS";"M";"PT";"PL34";11.8
"TOTAL";"THS";"M";"PT";"PL4";55.5
"TOTAL";"THS";"M";"PT";"PL41";31.5
"TOTAL";"THS";"M";"PT";"PL42";12.9
"TOTAL";"THS";"M";"PT";"PL43";11.1
"TOTAL";"THS";"M";"PT";"PL5";33.3
"TOTAL";"THS";"M";"PT";"PL51";24.1
"TOTAL";"THS";"M";"PT";"PL52";9.2
"TOTAL";"THS";"M";"PT";"PL6";54.7
"TOTAL";"THS";"M";"PT";"PL61";22.4
"TOTAL";"THS";"M";"PT";"PL62";8.6
"TOTAL";"THS";"M";"PT";"PL63";23.7
"TOTAL";"THS";"M";"PT";"PT";266.2
"TOTAL";"THS";"M";"PT";"PT1";250
"TOTAL";"THS";"M";"PT";"PT11";84.2
"TOTAL";"THS";"M";"PT";"PT15";11.7
"TOTAL";"THS";"M";"PT";"PT16";89.8
"TOTAL";"THS";"M";"PT";"PT17";47.4
"TOTAL";"THS";"M";"PT";"PT18";16.8
"TOTAL";"THS";"M";"PT";"PT2";7.2
"TOTAL";"THS";"M";"PT";"PT20";7.2
"TOTAL";"THS";"M";"PT";"PT3";9
"TOTAL";"THS";"M";"PT";"PT30";9
"TOTAL";"THS";"M";"PT";"RO";440.9
"TOTAL";"THS";"M";"PT";"RO1";90.1
"TOTAL";"THS";"M";"PT";"RO11";55.9
"TOTAL";"THS";"M";"PT";"RO12";34.2
"TOTAL";"THS";"M";"PT";"RO2";198.9
"TOTAL";"THS";"M";"PT";"RO21";124.7
"TOTAL";"THS";"M";"PT";"RO22";74.3
"TOTAL";"THS";"M";"PT";"RO3";127.8
"TOTAL";"THS";"M";"PT";"RO31";115.4
"TOTAL";"THS";"M";"PT";"RO32";12.4
"TOTAL";"THS";"M";"PT";"RO4";24.1
"TOTAL";"THS";"M";"PT";"RO41";10.9
"TOTAL";"THS";"M";"PT";"RO42";13.2
"TOTAL";"THS";"M";"PT";"SE";378.4
"TOTAL";"THS";"M";"PT";"SE1";153.3
"TOTAL";"THS";"M";"PT";"SE11";94
"TOTAL";"THS";"M";"PT";"SE12";59.3
"TOTAL";"THS";"M";"PT";"SE2";166.5
"TOTAL";"THS";"M";"PT";"SE21";34.4
"TOTAL";"THS";"M";"PT";"SE22";54.7
"TOTAL";"THS";"M";"PT";"SE23";77.3
