"";"F00";"F01";"F02";"F03";"F04";"F05";"F06";"F07";"F08";"F09";"F10"
"ES6";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES61";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES62";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES63";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES64";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES7";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"ES70";NA;16.2266168306938;8.79498151452334;7.36870123454562;19.5456565333021;NA;4.03116477676447;NA;1.18807816458052;15.1362105562335;NA
"FI";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI1";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI19";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI1B";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI1C";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI1D";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI2";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FI20";NA;6.21218308029251;13.155647945358;7.24600022272542;17.9108355915216;4.42666765655741;6.57225583726196;17.1702735810535;1.94513530569063;20.5872526819852;4.77374809755373
"FR";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR1";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR10";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR2";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR21";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR22";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR23";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR24";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR25";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR26";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR3";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR30";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR4";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR41";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR42";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR43";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR5";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR51";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
"FR52";NA;2.61698360691133;9.38702695116619;7.88293272734143;33.7484683770464;NA;3.00211593373673;NA;1.59585665628492;15.8317184944484;NA
