"sex";"unit";"nace_r2";"age";"geo";"X2014"
"T";"THS";"J";"Y25-64";"RO2";18.8
"T";"THS";"J";"Y25-64";"RO21";14.6
"T";"THS";"J";"Y25-64";"RO22";NA
"T";"THS";"J";"Y25-64";"RO3";75.1
"T";"THS";"J";"Y25-64";"RO31";10.2
"T";"THS";"J";"Y25-64";"RO32";64.9
"T";"THS";"J";"Y25-64";"RO4";16.3
"T";"THS";"J";"Y25-64";"RO41";9.1
"T";"THS";"J";"Y25-64";"RO42";7.2
"T";"THS";"J";"Y25-64";"SE";181.9
"T";"THS";"J";"Y25-64";"SE1";104.7
"T";"THS";"J";"Y25-64";"SE11";82.7
"T";"THS";"J";"Y25-64";"SE12";22
"T";"THS";"J";"Y25-64";"SE2";58
"T";"THS";"J";"Y25-64";"SE21";7.8
"T";"THS";"J";"Y25-64";"SE22";23.9
"T";"THS";"J";"Y25-64";"SE23";26.4
"T";"THS";"J";"Y25-64";"SE3";19.1
"T";"THS";"J";"Y25-64";"SE31";9.1
"T";"THS";"J";"Y25-64";"SE32";5.1
"T";"THS";"J";"Y25-64";"SE33";4.9
"T";"THS";"J";"Y25-64";"SI";29.3
"T";"THS";"J";"Y25-64";"SI0";29.3
"T";"THS";"J";"Y25-64";"SI03";9
"T";"THS";"J";"Y25-64";"SI04";20.4
"T";"THS";"J";"Y25-64";"SK";53.6
"T";"THS";"J";"Y25-64";"SK0";53.6
"T";"THS";"J";"Y25-64";"SK01";23.4
"T";"THS";"J";"Y25-64";"SK02";8.6
"T";"THS";"J";"Y25-64";"SK03";10.3
"T";"THS";"J";"Y25-64";"SK04";11.3
"T";"THS";"J";"Y25-64";"UK";1078.6
"T";"THS";"J";"Y25-64";"UKC";25.4
"T";"THS";"J";"Y25-64";"UKC1";10.8
"T";"THS";"J";"Y25-64";"UKC2";14.6
"T";"THS";"J";"Y25-64";"UKD";90.7
"T";"THS";"J";"Y25-64";"UKD1";NA
"T";"THS";"J";"Y25-64";"UKD3";40.9
"T";"THS";"J";"Y25-64";"UKD4";13.1
"T";"THS";"J";"Y25-64";"UKD6";16.1
"T";"THS";"J";"Y25-64";"UKD7";17.3
"T";"THS";"J";"Y25-64";"UKE";56.9
"T";"THS";"J";"Y25-64";"UKE1";4.9
"T";"THS";"J";"Y25-64";"UKE2";8.2
"T";"THS";"J";"Y25-64";"UKE3";15.1
"T";"THS";"J";"Y25-64";"UKE4";28.7
"T";"THS";"J";"Y25-64";"UKF";50.2
"T";"THS";"J";"Y25-64";"UKF1";22.5
"T";"THS";"J";"Y25-64";"UKF2";19.1
"T";"THS";"J";"Y25-64";"UKF3";8.7
"T";"THS";"J";"Y25-64";"UKG";64.2
"T";"THS";"J";"Y25-64";"UKG1";18.5
"T";"THS";"J";"Y25-64";"UKG2";15.2
"T";"THS";"J";"Y25-64";"UKG3";30.5
"T";"THS";"J";"Y25-64";"UKH";102.6
"T";"THS";"J";"Y25-64";"UKH1";39.7
"T";"THS";"J";"Y25-64";"UKH2";40.4
"T";"THS";"J";"Y25-64";"UKH3";22.5
"T";"THS";"J";"Y25-64";"UKI";278
"T";"THS";"J";"Y25-64";"UKI3";49.7
"T";"THS";"J";"Y25-64";"UKI4";89.8
"T";"THS";"J";"Y25-64";"UKI5";26.1
"T";"THS";"J";"Y25-64";"UKI6";37.6
"T";"THS";"J";"Y25-64";"UKI7";74.8
"T";"THS";"J";"Y25-64";"UKJ";227.2
"T";"THS";"J";"Y25-64";"UKJ1";91.3
"T";"THS";"J";"Y25-64";"UKJ2";71.6
"T";"THS";"J";"Y25-64";"UKJ3";39.7
"T";"THS";"J";"Y25-64";"UKJ4";24.7
"T";"THS";"J";"Y25-64";"UKK";87
"T";"THS";"J";"Y25-64";"UKK1";48.7
"T";"THS";"J";"Y25-64";"UKK2";18.7
"T";"THS";"J";"Y25-64";"UKK3";4.8
"T";"THS";"J";"Y25-64";"UKK4";14.7
"T";"THS";"J";"Y25-64";"UKL";25.7
"T";"THS";"J";"Y25-64";"UKL1";11.7
"T";"THS";"J";"Y25-64";"UKL2";14
"T";"THS";"J";"Y25-64";"UKM";55.5
"T";"THS";"J";"Y25-64";"UKM2";25.2
"T";"THS";"J";"Y25-64";"UKM3";22
"T";"THS";"J";"Y25-64";"UKM5";NA
"T";"THS";"J";"Y25-64";"UKM6";4.5
"T";"THS";"J";"Y25-64";"UKN";15.2
"T";"THS";"J";"Y25-64";"UKN0";15.2
"T";"THS";"K";"Y15-24";"AT";12.3
"T";"THS";"K";"Y15-24";"AT1";6.2
"T";"THS";"K";"Y15-24";"AT11";NA
"T";"THS";"K";"Y15-24";"AT12";NA
"T";"THS";"K";"Y15-24";"AT13";NA
"T";"THS";"K";"Y15-24";"AT2";NA
"T";"THS";"K";"Y15-24";"AT21";NA
"T";"THS";"K";"Y15-24";"AT22";NA
"T";"THS";"K";"Y15-24";"AT3";4.5
"T";"THS";"K";"Y15-24";"AT31";NA
"T";"THS";"K";"Y15-24";"AT32";NA
"T";"THS";"K";"Y15-24";"AT33";NA
"T";"THS";"K";"Y15-24";"AT34";NA
"T";"THS";"K";"Y15-24";"BE";4.3
"T";"THS";"K";"Y15-24";"BE1";NA
"T";"THS";"K";"Y15-24";"BE10";NA
"T";"THS";"K";"Y15-24";"BE2";3
"T";"THS";"K";"Y15-24";"BE21";NA
"T";"THS";"K";"Y15-24";"BE22";NA
"T";"THS";"K";"Y15-24";"BE23";NA
"T";"THS";"K";"Y15-24";"BE24";NA
"T";"THS";"K";"Y15-24";"BE25";NA
"T";"THS";"K";"Y15-24";"BE3";NA
"T";"THS";"K";"Y15-24";"BE31";NA
"T";"THS";"K";"Y15-24";"BE32";NA
"T";"THS";"K";"Y15-24";"BE33";NA
"T";"THS";"K";"Y15-24";"BE34";NA
"T";"THS";"K";"Y15-24";"BE35";NA
"T";"THS";"K";"Y15-24";"BG";NA
"T";"THS";"K";"Y15-24";"BG3";NA
"T";"THS";"K";"Y15-24";"BG31";NA
"T";"THS";"K";"Y15-24";"BG32";NA
"T";"THS";"K";"Y15-24";"BG33";NA
"T";"THS";"K";"Y15-24";"BG34";NA
"T";"THS";"K";"Y15-24";"BG4";NA
"T";"THS";"K";"Y15-24";"BG41";NA
"T";"THS";"K";"Y15-24";"BG42";NA
"T";"THS";"K";"Y15-24";"CY";NA
"T";"THS";"K";"Y15-24";"CY0";NA
"T";"THS";"K";"Y15-24";"CY00";NA
"T";"THS";"K";"Y15-24";"CZ";5.9
"T";"THS";"K";"Y15-24";"CZ0";5.9
"T";"THS";"K";"Y15-24";"CZ01";0.9
"T";"THS";"K";"Y15-24";"CZ02";NA
"T";"THS";"K";"Y15-24";"CZ03";0.8
"T";"THS";"K";"Y15-24";"CZ04";NA
"T";"THS";"K";"Y15-24";"CZ05";1.3
"T";"THS";"K";"Y15-24";"CZ06";1.3
"T";"THS";"K";"Y15-24";"CZ07";NA
"T";"THS";"K";"Y15-24";"CZ08";0.9
"T";"THS";"K";"Y15-24";"DE";107.6
"T";"THS";"K";"Y15-24";"DE1";18.9
"T";"THS";"K";"Y15-24";"DE11";8
"T";"THS";"K";"Y15-24";"DE12";NA
"T";"THS";"K";"Y15-24";"DE13";NA
"T";"THS";"K";"Y15-24";"DE14";NA
"T";"THS";"K";"Y15-24";"DE2";21.7
"T";"THS";"K";"Y15-24";"DE21";8.8
"T";"THS";"K";"Y15-24";"DE22";NA
"T";"THS";"K";"Y15-24";"DE23";NA
"T";"THS";"K";"Y15-24";"DE24";NA
"T";"THS";"K";"Y15-24";"DE25";NA
"T";"THS";"K";"Y15-24";"DE26";NA
"T";"THS";"K";"Y15-24";"DE27";NA
"T";"THS";"K";"Y15-24";"DE3";NA
"T";"THS";"K";"Y15-24";"DE30";NA
"T";"THS";"K";"Y15-24";"DE4";NA
"T";"THS";"K";"Y15-24";"DE40";NA
"T";"THS";"K";"Y15-24";"DE5";NA
"T";"THS";"K";"Y15-24";"DE50";NA
"T";"THS";"K";"Y15-24";"DE6";NA
"T";"THS";"K";"Y15-24";"DE60";NA
"T";"THS";"K";"Y15-24";"DE7";9.6
"T";"THS";"K";"Y15-24";"DE71";6.4
"T";"THS";"K";"Y15-24";"DE72";NA
"T";"THS";"K";"Y15-24";"DE73";NA
"T";"THS";"K";"Y15-24";"DE8";NA
"T";"THS";"K";"Y15-24";"DE80";NA
"T";"THS";"K";"Y15-24";"DE9";11
"T";"THS";"K";"Y15-24";"DE91";NA
"T";"THS";"K";"Y15-24";"DE92";NA
"T";"THS";"K";"Y15-24";"DE93";NA
"T";"THS";"K";"Y15-24";"DE94";NA
"T";"THS";"K";"Y15-24";"DEA";21.2
"T";"THS";"K";"Y15-24";"DEA1";7
"T";"THS";"K";"Y15-24";"DEA2";5.2
"T";"THS";"K";"Y15-24";"DEA3";NA
"T";"THS";"K";"Y15-24";"DEA4";NA
"T";"THS";"K";"Y15-24";"DEA5";NA
"T";"THS";"K";"Y15-24";"DEB";6.5
"T";"THS";"K";"Y15-24";"DEB1";NA
"T";"THS";"K";"Y15-24";"DEB2";NA
"T";"THS";"K";"Y15-24";"DEB3";NA
"T";"THS";"K";"Y15-24";"DEC";NA
"T";"THS";"K";"Y15-24";"DEC0";NA
"T";"THS";"K";"Y15-24";"DED";NA
"T";"THS";"K";"Y15-24";"DED2";NA
"T";"THS";"K";"Y15-24";"DED4";NA
"T";"THS";"K";"Y15-24";"DED5";NA
"T";"THS";"K";"Y15-24";"DEE";NA
"T";"THS";"K";"Y15-24";"DEE0";NA
"T";"THS";"K";"Y15-24";"DEF";NA
"T";"THS";"K";"Y15-24";"DEF0";NA
"T";"THS";"K";"Y15-24";"DEG";NA
"T";"THS";"K";"Y15-24";"DEG0";NA
"T";"THS";"K";"Y15-24";"DK";4.9
"T";"THS";"K";"Y15-24";"DK0";4.9
"T";"THS";"K";"Y15-24";"DK01";2.7
"T";"THS";"K";"Y15-24";"DK02";NA
"T";"THS";"K";"Y15-24";"DK03";NA
"T";"THS";"K";"Y15-24";"DK04";NA
"T";"THS";"K";"Y15-24";"DK05";NA
"T";"THS";"K";"Y15-24";"EE";NA
"T";"THS";"K";"Y15-24";"EE0";NA
"T";"THS";"K";"Y15-24";"EE00";NA
"T";"THS";"K";"Y15-24";"EL";NA
"T";"THS";"K";"Y15-24";"EL3";NA
"T";"THS";"K";"Y15-24";"EL30";NA
"T";"THS";"K";"Y15-24";"EL4";NA
"T";"THS";"K";"Y15-24";"EL41";NA
"T";"THS";"K";"Y15-24";"EL42";NA
"T";"THS";"K";"Y15-24";"EL43";NA
"T";"THS";"K";"Y15-24";"EL5";NA
"T";"THS";"K";"Y15-24";"EL51";NA
"T";"THS";"K";"Y15-24";"EL52";NA
"T";"THS";"K";"Y15-24";"EL54";NA
"T";"THS";"K";"Y15-24";"EL6";NA
"T";"THS";"K";"Y15-24";"EL61";NA
"T";"THS";"K";"Y15-24";"EL63";NA
"T";"THS";"K";"Y15-24";"EL64";NA
"T";"THS";"K";"Y15-24";"EL65";NA
"T";"THS";"K";"Y15-24";"ES";7.3
"T";"THS";"K";"Y15-24";"ES1";NA
"T";"THS";"K";"Y15-24";"ES11";NA
"T";"THS";"K";"Y15-24";"ES12";NA
"T";"THS";"K";"Y15-24";"ES13";NA
"T";"THS";"K";"Y15-24";"ES2";NA
"T";"THS";"K";"Y15-24";"ES21";NA
"T";"THS";"K";"Y15-24";"ES22";NA
"T";"THS";"K";"Y15-24";"ES23";NA
"T";"THS";"K";"Y15-24";"ES24";NA
"T";"THS";"K";"Y15-24";"ES3";1.3
"T";"THS";"K";"Y15-24";"ES30";1.3
"T";"THS";"K";"Y15-24";"ES4";NA
"T";"THS";"K";"Y15-24";"ES41";NA
"T";"THS";"K";"Y15-24";"ES42";NA
"T";"THS";"K";"Y15-24";"ES43";NA
"T";"THS";"K";"Y15-24";"ES5";3.2
"T";"THS";"K";"Y15-24";"ES51";2.2
"T";"THS";"K";"Y15-24";"ES52";NA
"T";"THS";"K";"Y15-24";"ES53";NA
"T";"THS";"K";"Y15-24";"ES6";1.4
"T";"THS";"K";"Y15-24";"ES61";1.1
"T";"THS";"K";"Y15-24";"ES62";NA
"T";"THS";"K";"Y15-24";"ES7";NA
"T";"THS";"K";"Y15-24";"ES70";NA
"T";"THS";"K";"Y15-24";"FI";3.1
"T";"THS";"K";"Y15-24";"FI1";3.1
"T";"THS";"K";"Y15-24";"FI19";NA
"T";"THS";"K";"Y15-24";"FI1B";NA
"T";"THS";"K";"Y15-24";"FI1C";NA
"T";"THS";"K";"Y15-24";"FI1D";NA
"T";"THS";"K";"Y15-24";"FI2";NA
"T";"THS";"K";"Y15-24";"FI20";NA
"T";"THS";"K";"Y15-24";"FR";44.5
"T";"THS";"K";"Y15-24";"FR1";14.9
"T";"THS";"K";"Y15-24";"FR10";14.9
"T";"THS";"K";"Y15-24";"FR2";6.5
"T";"THS";"K";"Y15-24";"FR21";NA
"T";"THS";"K";"Y15-24";"FR22";NA
"T";"THS";"K";"Y15-24";"FR23";NA
"T";"THS";"K";"Y15-24";"FR24";NA
"T";"THS";"K";"Y15-24";"FR25";NA
"T";"THS";"K";"Y15-24";"FR26";NA
"T";"THS";"K";"Y15-24";"FR3";NA
"T";"THS";"K";"Y15-24";"FR30";NA
"T";"THS";"K";"Y15-24";"FR4";NA
"T";"THS";"K";"Y15-24";"FR41";NA
"T";"THS";"K";"Y15-24";"FR42";NA
"T";"THS";"K";"Y15-24";"FR43";NA
"T";"THS";"K";"Y15-24";"FR5";6.3
"T";"THS";"K";"Y15-24";"FR51";NA
"T";"THS";"K";"Y15-24";"FR52";NA
"T";"THS";"K";"Y15-24";"FR53";NA
"T";"THS";"K";"Y15-24";"FR6";NA
"T";"THS";"K";"Y15-24";"FR61";NA
"T";"THS";"K";"Y15-24";"FR62";NA
"T";"THS";"K";"Y15-24";"FR63";NA
"T";"THS";"K";"Y15-24";"FR7";NA
"T";"THS";"K";"Y15-24";"FR71";NA
"T";"THS";"K";"Y15-24";"FR72";NA
"T";"THS";"K";"Y15-24";"FR8";NA
"T";"THS";"K";"Y15-24";"FR81";NA
"T";"THS";"K";"Y15-24";"FR82";NA
"T";"THS";"K";"Y15-24";"FR83";NA
"T";"THS";"K";"Y15-24";"FRA";NA
"T";"THS";"K";"Y15-24";"FRA1";NA
"T";"THS";"K";"Y15-24";"FRA2";NA
"T";"THS";"K";"Y15-24";"FRA3";NA
"T";"THS";"K";"Y15-24";"FRA4";NA
"T";"THS";"K";"Y15-24";"HR";NA
"T";"THS";"K";"Y15-24";"HR0";NA
"T";"THS";"K";"Y15-24";"HR03";NA
"T";"THS";"K";"Y15-24";"HR04";NA
"T";"THS";"K";"Y15-24";"HU";3.3
"T";"THS";"K";"Y15-24";"HU1";NA
"T";"THS";"K";"Y15-24";"HU10";NA
"T";"THS";"K";"Y15-24";"HU2";NA
"T";"THS";"K";"Y15-24";"HU21";NA
"T";"THS";"K";"Y15-24";"HU22";NA
"T";"THS";"K";"Y15-24";"HU23";NA
"T";"THS";"K";"Y15-24";"HU3";NA
"T";"THS";"K";"Y15-24";"HU31";NA
"T";"THS";"K";"Y15-24";"HU32";NA
"T";"THS";"K";"Y15-24";"HU33";NA
"T";"THS";"K";"Y15-24";"IE";4
"T";"THS";"K";"Y15-24";"IE0";4
"T";"THS";"K";"Y15-24";"IE01";NA
"T";"THS";"K";"Y15-24";"IE02";3.3
"T";"THS";"K";"Y15-24";"IT";8
"T";"THS";"K";"Y15-24";"ITC";2.8
"T";"THS";"K";"Y15-24";"ITC1";NA
"T";"THS";"K";"Y15-24";"ITC2";NA
"T";"THS";"K";"Y15-24";"ITC3";NA
"T";"THS";"K";"Y15-24";"ITC4";2.5
"T";"THS";"K";"Y15-24";"ITF";NA
"T";"THS";"K";"Y15-24";"ITF1";NA
"T";"THS";"K";"Y15-24";"ITF2";NA
"T";"THS";"K";"Y15-24";"ITF3";NA
"T";"THS";"K";"Y15-24";"ITF4";NA
"T";"THS";"K";"Y15-24";"ITF5";NA
"T";"THS";"K";"Y15-24";"ITF6";NA
"T";"THS";"K";"Y15-24";"ITG";NA
"T";"THS";"K";"Y15-24";"ITG1";NA
"T";"THS";"K";"Y15-24";"ITG2";NA
"T";"THS";"K";"Y15-24";"ITH";2.6
"T";"THS";"K";"Y15-24";"ITH1";NA
"T";"THS";"K";"Y15-24";"ITH2";NA
"T";"THS";"K";"Y15-24";"ITH3";NA
"T";"THS";"K";"Y15-24";"ITH4";NA
"T";"THS";"K";"Y15-24";"ITH5";NA
"T";"THS";"K";"Y15-24";"ITI";1.6
"T";"THS";"K";"Y15-24";"ITI1";NA
"T";"THS";"K";"Y15-24";"ITI2";NA
"T";"THS";"K";"Y15-24";"ITI3";NA
"T";"THS";"K";"Y15-24";"ITI4";NA
"T";"THS";"K";"Y15-24";"LT";NA
"T";"THS";"K";"Y15-24";"LT0";NA
"T";"THS";"K";"Y15-24";"LT00";NA
"T";"THS";"K";"Y15-24";"LU";NA
"T";"THS";"K";"Y15-24";"LU0";NA
"T";"THS";"K";"Y15-24";"LU00";NA
"T";"THS";"K";"Y15-24";"LV";NA
"T";"THS";"K";"Y15-24";"LV0";NA
"T";"THS";"K";"Y15-24";"LV00";NA
"T";"THS";"K";"Y15-24";"MT";1
"T";"THS";"K";"Y15-24";"MT0";1
"T";"THS";"K";"Y15-24";"MT00";1
"T";"THS";"K";"Y15-24";"NL";9.7
"T";"THS";"K";"Y15-24";"NL1";NA
"T";"THS";"K";"Y15-24";"NL11";NA
"T";"THS";"K";"Y15-24";"NL12";NA
"T";"THS";"K";"Y15-24";"NL13";NA
"T";"THS";"K";"Y15-24";"NL2";NA
"T";"THS";"K";"Y15-24";"NL21";NA
"T";"THS";"K";"Y15-24";"NL22";NA
"T";"THS";"K";"Y15-24";"NL23";NA
"T";"THS";"K";"Y15-24";"NL3";5.7
"T";"THS";"K";"Y15-24";"NL31";NA
"T";"THS";"K";"Y15-24";"NL32";1.9
"T";"THS";"K";"Y15-24";"NL33";2.4
"T";"THS";"K";"Y15-24";"NL34";NA
"T";"THS";"K";"Y15-24";"NL4";2
"T";"THS";"K";"Y15-24";"NL41";1.6
"T";"THS";"K";"Y15-24";"NL42";NA
"T";"THS";"K";"Y15-24";"PL";18.6
"T";"THS";"K";"Y15-24";"PL1";7.1
"T";"THS";"K";"Y15-24";"PL11";NA
"T";"THS";"K";"Y15-24";"PL12";5.8
"T";"THS";"K";"Y15-24";"PL2";NA
"T";"THS";"K";"Y15-24";"PL21";NA
"T";"THS";"K";"Y15-24";"PL22";NA
"T";"THS";"K";"Y15-24";"PL3";NA
"T";"THS";"K";"Y15-24";"PL31";NA
"T";"THS";"K";"Y15-24";"PL32";NA
"T";"THS";"K";"Y15-24";"PL33";NA
"T";"THS";"K";"Y15-24";"PL34";NA
"T";"THS";"K";"Y15-24";"PL4";NA
"T";"THS";"K";"Y15-24";"PL41";NA
"T";"THS";"K";"Y15-24";"PL42";NA
"T";"THS";"K";"Y15-24";"PL43";NA
"T";"THS";"K";"Y15-24";"PL5";NA
"T";"THS";"K";"Y15-24";"PL51";NA
"T";"THS";"K";"Y15-24";"PL52";NA
"T";"THS";"K";"Y15-24";"PL6";NA
"T";"THS";"K";"Y15-24";"PL61";NA
"T";"THS";"K";"Y15-24";"PL62";NA
"T";"THS";"K";"Y15-24";"PL63";NA
"T";"THS";"K";"Y15-24";"PT";NA
"T";"THS";"K";"Y15-24";"PT1";NA
"T";"THS";"K";"Y15-24";"PT11";NA
"T";"THS";"K";"Y15-24";"PT15";NA
"T";"THS";"K";"Y15-24";"PT16";NA
"T";"THS";"K";"Y15-24";"PT17";NA
"T";"THS";"K";"Y15-24";"PT18";NA
"T";"THS";"K";"Y15-24";"PT2";NA
"T";"THS";"K";"Y15-24";"PT20";NA
"T";"THS";"K";"Y15-24";"PT3";NA
"T";"THS";"K";"Y15-24";"PT30";NA
"T";"THS";"K";"Y15-24";"RO";NA
"T";"THS";"K";"Y15-24";"RO1";NA
"T";"THS";"K";"Y15-24";"RO11";NA
"T";"THS";"K";"Y15-24";"RO12";NA
"T";"THS";"K";"Y15-24";"RO2";NA
"T";"THS";"K";"Y15-24";"RO21";NA
"T";"THS";"K";"Y15-24";"RO22";NA
"T";"THS";"K";"Y15-24";"RO3";NA
"T";"THS";"K";"Y15-24";"RO31";NA
"T";"THS";"K";"Y15-24";"RO32";NA
"T";"THS";"K";"Y15-24";"RO4";NA
"T";"THS";"K";"Y15-24";"RO41";NA
"T";"THS";"K";"Y15-24";"RO42";NA
"T";"THS";"K";"Y15-24";"SE";7.5
"T";"THS";"K";"Y15-24";"SE1";3.6
"T";"THS";"K";"Y15-24";"SE11";2.4
"T";"THS";"K";"Y15-24";"SE12";1.2
"T";"THS";"K";"Y15-24";"SE2";3
"T";"THS";"K";"Y15-24";"SE21";NA
"T";"THS";"K";"Y15-24";"SE22";1.3
"T";"THS";"K";"Y15-24";"SE23";NA
"T";"THS";"K";"Y15-24";"SE3";NA
"T";"THS";"K";"Y15-24";"SE31";NA
"T";"THS";"K";"Y15-24";"SE32";NA
"T";"THS";"K";"Y15-24";"SE33";NA
"T";"THS";"K";"Y15-24";"SI";NA
"T";"THS";"K";"Y15-24";"SI0";NA
"T";"THS";"K";"Y15-24";"SI03";NA
"T";"THS";"K";"Y15-24";"SI04";NA
"T";"THS";"K";"Y15-24";"SK";2.4
"T";"THS";"K";"Y15-24";"SK0";2.4
"T";"THS";"K";"Y15-24";"SK01";NA
"T";"THS";"K";"Y15-24";"SK02";NA
"T";"THS";"K";"Y15-24";"SK03";NA
"T";"THS";"K";"Y15-24";"SK04";NA
"T";"THS";"K";"Y15-24";"UK";109.4
"T";"THS";"K";"Y15-24";"UKC";NA
"T";"THS";"K";"Y15-24";"UKC1";NA
"T";"THS";"K";"Y15-24";"UKC2";NA
"T";"THS";"K";"Y15-24";"UKD";17
"T";"THS";"K";"Y15-24";"UKD1";NA
"T";"THS";"K";"Y15-24";"UKD3";7.9
"T";"THS";"K";"Y15-24";"UKD4";NA
"T";"THS";"K";"Y15-24";"UKD6";NA
"T";"THS";"K";"Y15-24";"UKD7";5
"T";"THS";"K";"Y15-24";"UKE";7.9
"T";"THS";"K";"Y15-24";"UKE1";NA
"T";"THS";"K";"Y15-24";"UKE2";NA
"T";"THS";"K";"Y15-24";"UKE3";NA
"T";"THS";"K";"Y15-24";"UKE4";5
"T";"THS";"K";"Y15-24";"UKF";6.1
"T";"THS";"K";"Y15-24";"UKF1";NA
"T";"THS";"K";"Y15-24";"UKF2";NA
"T";"THS";"K";"Y15-24";"UKF3";NA
"T";"THS";"K";"Y15-24";"UKG";5.1
"T";"THS";"K";"Y15-24";"UKG1";NA
"T";"THS";"K";"Y15-24";"UKG2";NA
"T";"THS";"K";"Y15-24";"UKG3";NA
"T";"THS";"K";"Y15-24";"UKH";8.8
"T";"THS";"K";"Y15-24";"UKH1";NA
"T";"THS";"K";"Y15-24";"UKH2";NA
"T";"THS";"K";"Y15-24";"UKH3";5.9
"T";"THS";"K";"Y15-24";"UKI";24.7
"T";"THS";"K";"Y15-24";"UKI3";NA
"T";"THS";"K";"Y15-24";"UKI4";8.6
"T";"THS";"K";"Y15-24";"UKI5";5.7
"T";"THS";"K";"Y15-24";"UKI6";4.2
"T";"THS";"K";"Y15-24";"UKI7";NA
"T";"THS";"K";"Y15-24";"UKJ";14.5
"T";"THS";"K";"Y15-24";"UKJ1";6.1
"T";"THS";"K";"Y15-24";"UKJ2";NA
"T";"THS";"K";"Y15-24";"UKJ3";NA
"T";"THS";"K";"Y15-24";"UKJ4";NA
"T";"THS";"K";"Y15-24";"UKK";8
"T";"THS";"K";"Y15-24";"UKK1";4.9
"T";"THS";"K";"Y15-24";"UKK2";NA
"T";"THS";"K";"Y15-24";"UKK3";NA
"T";"THS";"K";"Y15-24";"UKK4";NA
"T";"THS";"K";"Y15-24";"UKL";6.9
"T";"THS";"K";"Y15-24";"UKL1";4.8
"T";"THS";"K";"Y15-24";"UKL2";NA
"T";"THS";"K";"Y15-24";"UKM";9
"T";"THS";"K";"Y15-24";"UKM2";4.2
"T";"THS";"K";"Y15-24";"UKM3";NA
"T";"THS";"K";"Y15-24";"UKM5";NA
"T";"THS";"K";"Y15-24";"UKM6";NA
"T";"THS";"K";"Y15-24";"UKN";NA
"T";"THS";"K";"Y15-24";"UKN0";NA
"T";"THS";"K";"Y25-64";"AT";123.9
"T";"THS";"K";"Y25-64";"AT1";60.1
"T";"THS";"K";"Y25-64";"AT11";4.2
"T";"THS";"K";"Y25-64";"AT12";21.5
"T";"THS";"K";"Y25-64";"AT13";34.4
"T";"THS";"K";"Y25-64";"AT2";21
"T";"THS";"K";"Y25-64";"AT21";7.8
"T";"THS";"K";"Y25-64";"AT22";13.2
"T";"THS";"K";"Y25-64";"AT3";42.8
"T";"THS";"K";"Y25-64";"AT31";17.9
"T";"THS";"K";"Y25-64";"AT32";7.3
"T";"THS";"K";"Y25-64";"AT33";12.6
"T";"THS";"K";"Y25-64";"AT34";5
"T";"THS";"K";"Y25-64";"BE";147.7
"T";"THS";"K";"Y25-64";"BE1";18.5
"T";"THS";"K";"Y25-64";"BE10";18.5
"T";"THS";"K";"Y25-64";"BE2";89
"T";"THS";"K";"Y25-64";"BE21";23.8
"T";"THS";"K";"Y25-64";"BE22";9.1
"T";"THS";"K";"Y25-64";"BE23";20
"T";"THS";"K";"Y25-64";"BE24";25.4
"T";"THS";"K";"Y25-64";"BE25";10.6
"T";"THS";"K";"Y25-64";"BE3";40.3
"T";"THS";"K";"Y25-64";"BE31";8.9
"T";"THS";"K";"Y25-64";"BE32";10.9
"T";"THS";"K";"Y25-64";"BE33";8.7
"T";"THS";"K";"Y25-64";"BE34";6.4
"T";"THS";"K";"Y25-64";"BE35";5.4
"T";"THS";"K";"Y25-64";"BG";56.9
"T";"THS";"K";"Y25-64";"BG3";16.7
"T";"THS";"K";"Y25-64";"BG31";NA
"T";"THS";"K";"Y25-64";"BG32";4.6
"T";"THS";"K";"Y25-64";"BG33";4.7
"T";"THS";"K";"Y25-64";"BG34";4
"T";"THS";"K";"Y25-64";"BG4";40.1
"T";"THS";"K";"Y25-64";"BG41";31.4
"T";"THS";"K";"Y25-64";"BG42";8.8
"T";"THS";"K";"Y25-64";"CY";20.1
"T";"THS";"K";"Y25-64";"CY0";20.1
"T";"THS";"K";"Y25-64";"CY00";20.1
"T";"THS";"K";"Y25-64";"CZ";114.2
"T";"THS";"K";"Y25-64";"CZ0";114.2
"T";"THS";"K";"Y25-64";"CZ01";34.7
"T";"THS";"K";"Y25-64";"CZ02";15.9
"T";"THS";"K";"Y25-64";"CZ03";8.5
"T";"THS";"K";"Y25-64";"CZ04";9.1
"T";"THS";"K";"Y25-64";"CZ05";14
"T";"THS";"K";"Y25-64";"CZ06";17
"T";"THS";"K";"Y25-64";"CZ07";6.7
"T";"THS";"K";"Y25-64";"CZ08";8.2
"T";"THS";"K";"Y25-64";"DE";1149.4
"T";"THS";"K";"Y25-64";"DE1";145
"T";"THS";"K";"Y25-64";"DE11";67.4
"T";"THS";"K";"Y25-64";"DE12";35.6
"T";"THS";"K";"Y25-64";"DE13";24.1
"T";"THS";"K";"Y25-64";"DE14";17.8
"T";"THS";"K";"Y25-64";"DE2";213.4
"T";"THS";"K";"Y25-64";"DE21";99.2
"T";"THS";"K";"Y25-64";"DE22";17.4
"T";"THS";"K";"Y25-64";"DE23";13.4
"T";"THS";"K";"Y25-64";"DE24";16.7
"T";"THS";"K";"Y25-64";"DE25";26.5
"T";"THS";"K";"Y25-64";"DE26";17
"T";"THS";"K";"Y25-64";"DE27";23.2
"T";"THS";"K";"Y25-64";"DE3";33.3
"T";"THS";"K";"Y25-64";"DE30";33.3
