"sex";"age";"unit";"isco08";"isced11";"mgstatus";"geo";"X2014"
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"PL";312.3
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"PL";19.6
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"PL";947.4
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"PL";82.4
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"PL";26.1
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"PL";1384.4
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"PL";285.2
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"PL";29.9
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"PL";1752
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"PL";16.2
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"PL";42
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"PL";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"PL";60.9
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"PL";144.6
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"PL";35.3
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"PL";1785.5
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"PL";58.9
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"PL";38.8
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"PL";1988.9
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"PL";98.7
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"PL";23.5
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"PL";1300.3
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"PL";60.6
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"PL";26.2
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"PL";1459.6
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"PL";220.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"PL";15.2
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"PL";799.4
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"PL";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"PL";23.9
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"PL";19.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"PL";1043.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"PL";11.7
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"PL";583.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"PL";165.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"PL";7394
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"PL";96.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"PL";4232.6
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"PL";273.9
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"PL";12210
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"PT";12.8
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"PT";20.5
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"PT";20.4
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"PT";36
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"PT";9.6
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"PT";85.2
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"PT";14
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"PT";141.6
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"PT";9
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"PT";34.4
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"PT";91.5
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"PT";613.1
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"PT";98.2
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"PT";656.5
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"PT";7.7
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"PT";107.9
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"PT";31.1
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"PT";208.9
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"PT";20.3
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"PT";102.2
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"PT";59.1
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"PT";419.1
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"PT";97.4
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"PT";28.7
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"PT";188
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"PT";12.3
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"PT";61.5
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"PT";47.7
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"PT";346.9
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"PT";34.2
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"PT";340.2
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"PT";45
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"PT";241.7
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"PT";9.2
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"PT";38.2
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"PT";88.4
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"PT";620.1
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"PT";69.2
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"PT";74.4
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"PT";24.2
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"PT";360.8
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"PT";12.8
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"PT";77.1
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"PT";NA
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"PT";38.2
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"PT";441.3
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"PT";16
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"PT";299
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"PT";10
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"PT";68.3
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"PT";7.9
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"PT";30.5
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"PT";375.2
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"PT";43.8
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"PT";377.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"PT";22.5
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"PT";77.8
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"PT";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"PT";9.6
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"PT";71
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"PT";465
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"PT";141.6
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"PT";1686.6
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"PT";161.4
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"PT";950.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"PT";153.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"PT";923.6
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"PT";456.4
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"PT";3560.6
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"RO";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"RO";39.7
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"RO";27.3
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"RO";67.4
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"RO";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"RO";15.7
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"RO";87
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"RO";102.9
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"RO";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"RO";141.8
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"RO";946
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"RO";1089.3
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"RO";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"RO";330.3
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"RO";166.5
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"RO";500.5
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"RO";8.2
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"RO";244.5
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"RO";99.4
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"RO";352.2
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"RO";120.9
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"RO";844.3
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"RO";124.7
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"RO";1089.9
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"RO";16
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"RO";42.1
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"RO";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"RO";60.3
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"RO";167.3
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"RO";1024
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"RO";18.6
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"RO";1210
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"RO";111.5
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"RO";766.7
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"RO";14.8
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"RO";893.1
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"RO";201.6
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"RO";264.1
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"RO";10.1
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"RO";475.9
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"RO";631.2
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"RO";3713.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"RO";NA
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"RO";1496.6
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"RO";7.1
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"RO";5841.3
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"SE";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"SE";7.4
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"SE";8.3
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"SE";16.3
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"SE";8.4
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"SE";15.3
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"TOTAL";"SE";69.3
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"IMG";"SE";26.6
"T";"TOTAL";"THS_PER";"OC1";"ED5-8";"TOTAL";"SE";116.8
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"IMG";"SE";43.2
"T";"TOTAL";"THS_PER";"OC1";"TOTAL";"TOTAL";"SE";194.7
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC2";"ED0-2";"TOTAL";"SE";18.6
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"IMG";"SE";40.8
"T";"TOTAL";"THS_PER";"OC2";"ED3_4";"TOTAL";"SE";154.4
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"IMG";"SE";265.3
"T";"TOTAL";"THS_PER";"OC2";"ED5-8";"TOTAL";"SE";978.3
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"IMG";"SE";312.1
"T";"TOTAL";"THS_PER";"OC2";"TOTAL";"TOTAL";"SE";1152.2
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"IMG";"SE";14.5
"T";"TOTAL";"THS_PER";"OC3";"ED0-2";"TOTAL";"SE";53.7
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"IMG";"SE";75.9
"T";"TOTAL";"THS_PER";"OC3";"ED3_4";"TOTAL";"SE";371.7
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"IMG";"SE";89.1
"T";"TOTAL";"THS_PER";"OC3";"ED5-8";"TOTAL";"SE";302.9
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"IMG";"SE";179.6
"T";"TOTAL";"THS_PER";"OC3";"TOTAL";"TOTAL";"SE";730.9
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"IMG";"SE";9.2
"T";"TOTAL";"THS_PER";"OC4";"ED0-2";"TOTAL";"SE";28
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"IMG";"SE";41.4
"T";"TOTAL";"THS_PER";"OC4";"ED3_4";"TOTAL";"SE";178.1
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"IMG";"SE";16.7
"T";"TOTAL";"THS_PER";"OC4";"ED5-8";"TOTAL";"SE";55.5
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"IMG";"SE";67.2
"T";"TOTAL";"THS_PER";"OC4";"TOTAL";"TOTAL";"SE";261.8
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"IMG";"SE";72.1
"T";"TOTAL";"THS_PER";"OC5";"ED0-2";"TOTAL";"SE";173.3
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"IMG";"SE";149.8
"T";"TOTAL";"THS_PER";"OC5";"ED3_4";"TOTAL";"SE";582.8
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"IMG";"SE";52.3
"T";"TOTAL";"THS_PER";"OC5";"ED5-8";"TOTAL";"SE";126.6
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"IMG";"SE";274.8
"T";"TOTAL";"THS_PER";"OC5";"TOTAL";"TOTAL";"SE";885.3
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC6";"ED0-2";"TOTAL";"SE";8.4
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC6";"ED3_4";"TOTAL";"SE";24
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"IMG";"SE";NA
"T";"TOTAL";"THS_PER";"OC6";"ED5-8";"TOTAL";"SE";NA
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"IMG";"SE";7.9
"T";"TOTAL";"THS_PER";"OC6";"TOTAL";"TOTAL";"SE";38.2
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"IMG";"SE";26.7
"T";"TOTAL";"THS_PER";"OC7";"ED0-2";"TOTAL";"SE";68
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"IMG";"SE";56.1
"T";"TOTAL";"THS_PER";"OC7";"ED3_4";"TOTAL";"SE";284.4
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"IMG";"SE";11.2
"T";"TOTAL";"THS_PER";"OC7";"ED5-8";"TOTAL";"SE";24.2
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"IMG";"SE";94
"T";"TOTAL";"THS_PER";"OC7";"TOTAL";"TOTAL";"SE";377
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"IMG";"SE";23.9
"T";"TOTAL";"THS_PER";"OC8";"ED0-2";"TOTAL";"SE";77.4
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"IMG";"SE";46.7
"T";"TOTAL";"THS_PER";"OC8";"ED3_4";"TOTAL";"SE";214.1
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"IMG";"SE";10
"T";"TOTAL";"THS_PER";"OC8";"ED5-8";"TOTAL";"SE";18.7
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"IMG";"SE";80.6
"T";"TOTAL";"THS_PER";"OC8";"TOTAL";"TOTAL";"SE";310.2
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"IMG";"SE";45.9
"T";"TOTAL";"THS_PER";"OC9";"ED0-2";"TOTAL";"SE";89.7
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"IMG";"SE";25.8
"T";"TOTAL";"THS_PER";"OC9";"ED3_4";"TOTAL";"SE";92.3
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"IMG";"SE";11.2
"T";"TOTAL";"THS_PER";"OC9";"ED5-8";"TOTAL";"SE";17.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"IMG";"SE";84.7
"T";"TOTAL";"THS_PER";"OC9";"TOTAL";"TOTAL";"SE";205.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"IMG";"SE";203.5
"T";"TOTAL";"THS_PER";"TOTAL";"ED0-2";"TOTAL";"SE";530.6
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"IMG";"SE";462.1
"T";"TOTAL";"THS_PER";"TOTAL";"ED3_4";"TOTAL";"SE";1998.8
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"IMG";"SE";489.3
"T";"TOTAL";"THS_PER";"TOTAL";"ED5-8";"TOTAL";"SE";1668
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"IMG";"SE";1158.5
"T";"TOTAL";"THS_PER";"TOTAL";"TOTAL";"TOTAL";"SE";4212
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC0";"ED0-2";"TOTAL";"SI";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC0";"ED3_4";"TOTAL";"SI";2.3
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC0";"ED5-8";"TOTAL";"SI";1.6
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC0";"TOTAL";"TOTAL";"SI";4
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"IMG";"SI";NA
"T";"TOTAL";"THS_PER";"OC1";"ED0-2";"TOTAL";"SI";NA
"T";"TOTAL";"THS_PER";"OC1";"ED3_4";"IMG";"SI";1.3
